# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
A ^at++++=A
advance ^nn+nom+++=advance
in ^in++++=in
years ^nns++++=years,
, ^zz++++=EXTRAWORD
commonly ^rb++++=commonly
become ^vb++++=become
thieves ^nns++++=thieves
for ^in++++=for
want ^in"++++=want
of ^in"++++=of
work ^nn++++=work,
, ^zz++++=EXTRAWORD
enlist ^vb++++=enlist
in ^in++++=in
foreign ^jj+atrb+++=foreign
service ^nn++++=service,
, ^zz++++=EXTRAWORD
sell ^vb++++=sell
themselves ^ppls+pp3+++=themselves
to ^in++++=to
the ^ati++++=the
plantations ^nns+nom+++=plantations,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
cross ^nn++++=cross
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
may ^md+pos+++=may
enjoy ^vb++++=enjoy
the ^ati++++=the
privilege ^nn++++=privilege
of ^in++++=of
starving ^nn++++=starving
under ^in++++=under
another ^dt++++=another
flag ^nn++++=flag.
. ^zz++++=EXTRAWORD
All ^abn++++=All
parties ^nns++++=parties
agree ^vb+vpub+++=agree
that ^tht+vcmp+++=that
this ^dt+dem+++=this
prodigious ^jj+atrb+++=prodigious
multitude ^nn++++=multitude
of ^in++++=of
children ^nns++++=children,
, ^zz++++=EXTRAWORD
carried ^j+++xvbn+=carried
upon ^in++++=upon
backs ^nns++++=backs,
, ^zz++++=EXTRAWORD
dragged ^xvbn+++xvbn+=dragged
by ^in++++=by
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
left ^jj+++xvbn+=left
crying ^jj+++xvbg+=crying
at ^rb++++=at
cabin ^nn++++=cabin
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
additional ^jj+atrb+++=additional
grievance ^nn+nom+++=grievance
to ^in++++=to
the ^ati++++=the
nation ^nn++++=nation;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whoever ^wp+who+whq++=whoever
could ^md+pos+++=could
discover ^nn+nom+++=discover
a ^at++++=a
fair ^nn++++=fair,
, ^zz++++=EXTRAWORD
cheap ^jj++++=cheap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
easy ^jj+atrb+++=easy
method ^nn++++=method
of ^in++++=of
making ^xvbg+++xvbg+=making
them ^pp3o+pp3+++=them
sound ^nn++++=sound
and ^cc++++=and
useful ^jj+atrb+++=useful
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
commonwealth ^nn++++=commonwealth
would ^md+prd+++=would
deserve ^vb++++=deserve
a ^at++++=a
statue ^nn++++=statue
erected ^vwbn+++xvbn+=erected
at ^in+cmpx+++=at
the ^in"++++=the
expense ^in"++++=expense
of ^in"++++=of
every ^at++++=every
parish ^nn++++=parish.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
intention ^nn+nom+++=intention
is ^vbz+bez+aux++=is
not ^xnot++not++=not
confined ^vbd+++xvbn+=confined
to ^in++++=to
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
professed ^vbd+++xvbn+=professed
beggars ^nns++++=beggars.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
extends ^vbz++++=extends
to ^in++++=to
all ^abn++++=all
infants ^nns+nom+++=infants
of ^in++++=of
a ^at++++=a
certain ^jj+atrb+++=certain
age ^nn++++=age
whose ^whp+rel+obj++=whose
parents ^nns++++=parents
are ^vb+ber+vrb++=are
as ^ql++++=as
little ^ap++++=little
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
support ^vb++++=support
them ^pp3o+pp3+++=them
as ^ql++++=as
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
solicit ^nn+++??+=solicit
alms ^nns+++??+=alms
in ^in++++=in
the ^ati++++=the
streets ^nns++++=streets.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
bestowed ^vprf+++xvbnx+=bestowed
many ^ap++++=many
years ^nns++++=years
upon ^in++++=upon
this ^dt+dem+++=this
subject ^nn++++=subject,
, ^zz++++=EXTRAWORD
consulting ^vbg+++xvbg+=consulting
merchants ^nns+nom+++=merchants,
, ^zz++++=EXTRAWORD
graziers ^nns+nom+++=graziers,
, ^zz++++=EXTRAWORD
physicians ^nns++++=physicians,
, ^zz++++=EXTRAWORD
victuallers ^nns+nom+++=victuallers,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
clerk ^nn++++=clerk
of ^in++++=of
the ^ati++++=the
revenue ^nn++++=revenue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
hath ^vbz+hvz+aux++=hath
travelled ^vprf+++xvbnx+=travelled
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
Lisbon ^np++++=Lisbon;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
find ^vb+vprv+++=find
the ^ati++++=the
schemes ^nns++++=schemes
hitherto ^rb++++=hitherto
offered ^vbd+++xvbn+=offered
to ^to++++=to
be ^vbi++vrb++=be
defective ^jj+pred+++=defective
in ^in++++=in
calculation ^nn+nom+++=calculation,
, ^zz++++=EXTRAWORD
troublesome ^jj++++=troublesome
in ^in++++=in
execution ^nn+nom+++=execution,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
founded ^vpsv++agls+xvbn+=founded
upon ^in++++=upon
an ^at++++=an
extravagant ^jj+atrb+++=extravagant
opinion ^nn++++=opinion
of ^in++++=of
human ^jj+atrb+++=human
charity ^nn+nom+++=charity.
. ^zz++++=EXTRAWORD
For ^in++++=For
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told
that ^tht+vcmp+++=that
the ^ati++++=the
poor ^nn++++=poor
should ^md+nec+++=should
be ^vb+be+aux++=be
employed ^vpsv++agls+xvbnx+=employed,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
employment ^nn+nom+++=employment
is ^vbz+bez+aux++=is
provided ^vpsv++agls+xvbnx+=provided;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
children ^nns++++=children
should ^md+nec+++=should
be ^vb+be+aux++=be
taught ^vpsv++agls+xvbnx+=taught
trades ^nns++++=trades,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
their ^pp$+pp3+++=their
masters ^nns+nom+++=masters
demand ^vb++++=demand
premiums ^nns++++=premiums;
; ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
rents ^nns++++=rents
ought ^md"+nec+pmd"++=ought
to ^md+nec+++=to
be ^vbi++vrb++=be
moderated ^jj+++xvbn+=moderated,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
landlords ^nns++++=landlords
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
diminish ^vbi++++=diminish
their ^pp$+pp3+++=their
own ^ap++++=own
consequence ^nn+nom+++=consequence;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
hungry ^jj+atrb+++=hungry
may ^md+pos+++=may
live ^vb++++=live
by ^in++++=by
industry ^nn++++=industry,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
as ^ql++++=as
reasonable ^jj++++=reasonable
as ^ql++++=as
advising ^jj+++xvbg+=advising
a ^at++++=a
man ^nn++++=man
without ^in++++=without
legs ^nns++++=legs
to ^to++++=to
improve ^vbi++++=improve
his ^pp$+pp3+++=his
fortune ^nn++++=fortune
by ^in++++=by
dancing ^xvbg+++xvbg+=dancing.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
therefore ^rb+cnj+splt++=therefore
take ^vb++++=take
the ^ati++++=the
matter ^nn++++=matter
from ^in++++=from
the ^ati++++=the
beginning ^nvbg+++xvbg+=beginning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
proceed ^vb++++=proceed
with ^in++++=with
all ^abn++++=all
the ^ati++++=the
exactness ^nns+nom+++=exactness
that ^tht+rel+++=that
so ^ql+emph+++=so
grave ^jj++++=grave
a ^at++++=a
subject ^nn++++=subject
requires ^vbz++++=requires.
. ^zz++++=EXTRAWORD
The ^ati++++=The
number ^nn++++=number
of ^in++++=of
souls ^nns++++=souls
in ^in++++=in
this ^dt+dem+++=this
kingdom ^nn+nom+++=kingdom
is ^vbz+bez+aux++=is
commonly ^rb++splt++=commonly
reckoned ^vpsv++agls+xvbnx+=reckoned
at ^rb++++=at
somewhat ^rb+down+++=somewhat
above ^jjb++++=above
two ^cd++++=two
millions ^cds++++=millions.
. ^zz++++=EXTRAWORD
From ^in++++=From
these ^dt+dem+++=these
I ^pp1a+pp1+++=I
subtract ^vb++++=subtract
the ^ati++++=the
persons ^nns++++=persons
of ^in++++=of
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clergy ^nn++++=clergy,
, ^zz++++=EXTRAWORD
officers ^nns+nom+++=officers,
, ^zz++++=EXTRAWORD
merchants ^nns+nom+++=merchants
in ^in++++=in
tolerable ^jj+atrb+++=tolerable
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
farmers ^nns+nom+++=farmers
who ^whp+rel+subj++=who
possess ^nns+nom+++=possess
more ^rbr++++=more
than ^in++++=than
three ^cd++++=three
cows ^nns++++=cows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
such ^abl++++=such
artificers ^nns+nom+++=artificers
as ^ql++++=as
eat ^vb++++=eat
meat ^nn++++=meat
once ^rb+tm+++=once
in ^in++++=in
a ^at++++=a
fortnight ^nn++++=fortnight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
further ^jjb++++=further
subtract ^vb++++=subtract
barren ^jj+atrb+++=barren
women ^nns++++=women,
, ^zz++++=EXTRAWORD
unmarried ^jj+atrb+++=unmarried
ladies ^nns++++=ladies
of ^in++++=of
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
children ^nns++++=children
lost ^vbd+++xvbn+=lost
before ^in++++=before
baptism ^nn+nom+++=baptism,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mothers ^nns+nom+++=mothers
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
by ^in++++=by
prudence ^nn+nom+++=prudence
or ^cc++++=or
weakness ^nns+nom+++=weakness,
, ^zz++++=EXTRAWORD
bring ^vb++++=bring
forth ^np++++=forth
no ^at++++=no
living ^jj+atrb++xvbg+=living
infant ^nn++++=infant.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
remain ^vb++++=remain,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
my ^pp$+pp1+++=my
computation ^nn+nom+++=computation,
, ^zz++++=EXTRAWORD
two ^cd++++=two
hundred ^cd++++=hundred
and ^cc++++=and
forty ^cd++++=forty
thousand ^cd++++=thousand
couples ^nns++++=couples
whose ^whp+rel+obj++=whose
chief ^jjb+atrb+++=chief
estate ^nn++++=estate
consists ^nns+nom+++=consists
in ^in++++=in
their ^pp$+pp3+++=their
fertility ^nn+nom+++=fertility.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
these ^dt+dem+++=these
couples ^nns++++=couples,
, ^zz++++=EXTRAWORD
thirty ^cd++++=thirty
thousand ^cd++++=thousand
may ^md+pos+++=may
perhaps ^rb++splt++=perhaps
maintain ^vb+vpub+++=maintain
their ^pp$+pp3+++=their
children ^nns++++=children
after ^in++++=after
some ^dti++++=some
fashion ^nn++++=fashion,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
fashion ^nn++++=fashion
except ^in++++=except
at ^rb++++=at
a ^at++++=a
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
remain ^vb++++=remain
two ^cd++++=two
hundred ^cd++++=hundred
and ^cc++++=and
ten ^cd++++=ten
thousand ^cd++++=thousand
breeding ^nvbg+++xvbg+=breeding
women ^nns++++=women.
. ^zz++++=EXTRAWORD
Allowing ^vbg+++xvbg+=Allowing
for ^in+ppvb+++=for
miscarriages ^nns+nom+++=miscarriages,
, ^zz++++=EXTRAWORD
fevers ^nn++++=fevers,
, ^zz++++=EXTRAWORD
accidents ^nns++++=accidents,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
laudable ^jj+atrb+++=laudable
carelessness ^nns+nom+++=carelessness
of ^in++++=of
nurses ^nns++++=nurses,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
reduce ^vb++++=reduce
the ^ati++++=the
annual ^nn++++=annual
produce ^vb++++=produce
to ^to++++=to
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
sixty ^cd++++=sixty
thousand ^cd++++=thousand
infants ^nns+nom+++=infants.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
year ^nn++++=year
may ^md+pos+++=may
be ^vb+be+aux++=be
supported ^vpsv++agls+xvbnx+=supported
with ^in++++=with
little ^ap++++=little
charge ^nn++++=charge,
, ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child
subsisting ^vwbg+++xvbg+=subsisting
principally ^rb+down+++=principally
upon ^in++++=upon
the ^ati++++=the
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
milk ^nn++++=milk,
, ^zz++++=EXTRAWORD
with ^in++++=with
additions ^nns+nom+++=additions
of ^in++++=of
potatoes ^nns++++=potatoes,
, ^zz++++=EXTRAWORD
thin ^jj+atrb+++=thin
oatmeal ^nn++++=oatmeal,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whatever ^nn+nom+++=whatever
may ^md+pos+++=may
be ^vb+be+aux++=be
obtained ^vpsv++by+xvbnx+=obtained
by ^in++++=by
lamentation ^nn+nom+++=lamentation
at ^in++++=at
a ^at++++=a
gentleman ^nn+nom+++=gentleman's
's ^$++++=EXTRAWORD
gate ^nn++++=gate.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
assured ^vpsv++by+xvbnx+=assured
by ^in++++=by
a ^at++++=a
parish ^nn++++=parish
nurse ^nn++++=nurse,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
of ^in++++=of
great ^jj+atrb+++=great
experience ^nn+nom+++=experience
and ^cc++++=and
no ^at++++=no
tenderness ^nns+nom+++=tenderness
to ^to+vcmp+++=to
mislead ^vb+++??+=mislead
her ^pp3o+pp3+++=her
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
child ^nn++++=child
may ^md+pos+++=may
be ^vb+be+aux++=be
maintained ^vpsv++agls+xvbnx+=maintained
during ^in++++=during
this ^dt+dem+++=this
period ^nn++++=period
for ^in++++=for
less ^rbr++++=less
than ^in++++=than
seven ^cd++++=seven
shillings ^nns+nom+++=shillings,
, ^zz++++=EXTRAWORD
including ^in++++=including
rags ^nns++++=rags,
, ^zz++++=EXTRAWORD
physic ^jj++++=physic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
burial ^nn++++=burial
insurance ^nn+nom+++=insurance;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
for ^in++++=for
considerably ^rb++++=considerably
less ^rbr++++=less,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
mother ^nn++++=mother
is ^vbz+bez+vrb++=is
fortunate ^jj+pred+++=fortunate
in ^in++++=in
begging ^xvbg+++xvbg+=begging.
. ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
therefore ^rb+cnj+++=therefore
is ^vbz+bez+vrb++=is
how ^wrb+who+++=how
these ^dt+dem+++=these
infants ^nns+nom+++=infants,
, ^zz++++=EXTRAWORD
after ^in++++=after
completing ^xvbg+++xvbg+=completing
their ^pp$+pp3+++=their
first ^od++++=first
year ^nn++++=year,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
cease ^vb++++=cease
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
burden ^nn++++=burden
upon ^in++++=upon
their ^pp$+pp3+++=their
parents ^nns++++=parents
and ^cc++++=and
parish ^nn++++=parish,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
become ^vb++++=become
instead ^rb+cnj+++=instead
a ^at++++=a
support ^nn++++=support
to ^to++++=to
thousands ^cds++++=thousands.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
generally ^rb+down+splt++=generally
employed ^vpsv++agls+xvbnx+=employed
in ^in++++=in
agriculture ^nn++++=agriculture;
; ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
can ^md+pos+++=can
they ^pp3a+pp3+++=they
build ^vb++++=build
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
dig ^vb++++=dig
bogs ^nns++++=bogs,
, ^zz++++=EXTRAWORD
spin ^nn++++=spin
sufficient ^jj+atrb+++=sufficient
yarn ^nn++++=yarn,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
steal ^vb++++=steal
with ^in++++=with
any ^dti++++=any
profitable ^jj+atrb+++=profitable
dexterity ^nn+nom+++=dexterity
until ^cs+sub+++=until
they ^pp3a+pp3+++=they
are ^vb+ber+vrb++=are
at ^rb++++=at
least ^rb"++++=least
six ^cd++++=six
years ^nns++++=years
old ^jj++++=old.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
at ^rb++++=at
that ^dt+dem+++=that
age ^nn++++=age
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
their ^pp$+pp3+++=their
thefts ^nns++++=thefts
seldom ^rb++++=seldom
repays ^vbz+++??+=repays
the ^ati++++=the
cost ^nn++++=cost
of ^in++++=of
keeping ^xvbg+++xvbg+=keeping
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
child ^nn++++=child
must ^md+nec+++=must
consume ^vb++++=consume
many ^ap++++=many
potatoes ^nns++++=potatoes
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
becomes ^vbz++++=becomes
expert ^nn++++=expert
enough ^qlp++++=enough
to ^to++++=to
carry ^vbi++++=carry
away ^rp+pl+++=away
a ^at++++=a
silver ^nn++++=silver
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
sale ^nn++++=sale
abroad ^rb+pl+++=abroad
hath ^vbz+hvz+aux++=hath
also ^rb++splt++=also
declined ^vprf+++xvbnx+=declined,
, ^zz++++=EXTRAWORD
several ^ap++++=several
plantations ^nns+nom+++=plantations
preferring ^vwbg+++xvbg+=preferring
full ^jj++++=full-grown
- ^zz++++=EXTRAWORD
grown ^xvbn+++xvbn+=EXTRAWORD
labourers ^nns+nom+++=labourers,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
teeth ^nns++++=teeth
and ^cc++++=and
limbs ^nns++++=limbs
may ^md+pos+++=may
be ^vb+be+aux++=be
inspected ^vpsv++agls+xvbnx+=inspected
before ^in++++=before
purchase ^nn++++=purchase.
. ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
weighed ^vbd+++xvbn+=weighed
these ^dt+dem+++=these
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
now ^rn+tm+++=now
humbly ^jj+atrb+++=humbly
offer ^nn++++=offer
my ^pp$+pp1+++=my
own ^ap++++=own
thought ^nn+++xvbn+=thought,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
hope ^nn++++=hope
will ^md+prd+++=will
not ^xnot++not++=not
be ^vb+be+vrb++=be
liable ^jj+pred+++=liable
to ^to+jcmp+++=to
the ^ati++++=the
least ^rbt++++=least
objection ^nn+nom+++=objection.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
assured ^vpsv++by+xvbnx+=assured
by ^in++++=by
a ^at++++=a
very ^ql+amp+++=very
knowing ^jj+++xvbg+=knowing
American ^jj++++=American,
, ^zz++++=EXTRAWORD
lately ^rb+tm+++=lately
returned ^vbd+++xvbn+=returned
from ^in++++=from
his ^pp$+pp3+++=his
country ^nn++++=country
and ^cc++++=and
now ^rn+tm+++=now
residing ^vbg+++xvbg+=residing
near ^in+pl+++=near
Smithfield ^np++++=Smithfield,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
a ^at++++=a
young ^jj+atrb+++=young
healthy ^jj+atrb+++=healthy
child ^nn++++=child,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
nursed ^vbd+++xvbn+=nursed
and ^cc++++=and
exactly ^rb++++=exactly
one ^cd1++++=one
year ^nn++++=year
old ^jj++++=old,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
most ^ql+emph+++=most
nourishing ^jj+atrb++xvbg+=nourishing
and ^cc+phrs+++=and
wholesome ^jj+atrb+++=wholesome
food ^nn++++=food,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
stewed ^jj++++=stewed,
, ^zz++++=EXTRAWORD
roasted ^j+++xvbn+=roasted,
, ^zz++++=EXTRAWORD
baked ^j+++xvbn+=baked,
, ^zz++++=EXTRAWORD
boiled ^j+++xvbn+=boiled,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
dressed ^vpsv++agls+xvbn+=dressed
in ^in++++=in
a ^at++++=a
savoury ^jj+atrb+++=savoury
pudding ^nn++++=pudding;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
make ^vb++++=make
no ^at++++=no
doubt ^vb++++=doubt
that ^tht+vcmp+++=that
it ^pp3+it+++=it
would ^md+prd+++=would
equally ^rb++splt++=equally
serve ^vb++++=serve
in ^in++++=in
a ^at++++=a
fricassee ^nn+nom+++=fricassee,
, ^zz++++=EXTRAWORD
a ^at++++=a
pie ^nn++++=pie,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
ragout ^nn+++??+=ragout.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
therefore ^rb+cnj+++=therefore
propose ^vb++++=propose
that ^tht+vcmp+++=that
of ^in++++=of
the ^ati++++=the
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
sixty ^cd++++=sixty
thousand ^cd++++=thousand
infants ^nns+nom+++=infants
already ^rb++++=already
computed ^jj+++xvbn+=computed,
, ^zz++++=EXTRAWORD
twenty ^cd++++=twenty
thousand ^cd++++=thousand
be ^vb+be+aux++=be
reserved ^vpsv++agls+xvbnx+=reserved
for ^in++++=for
propagation ^nn+nom+++=propagation,
, ^zz++++=EXTRAWORD
whereof ^wrb+who+++=whereof
not ^xnot++not++=not
above ^jjb+atrb+++=above
one ^cd1++++=one
fourth ^od++++=fourth
part ^nn++++=part
need ^nn++++=need
be ^vb+be+vrb++=be
males ^nns++++=males;
; ^zz++++=EXTRAWORD
for ^in++++=for
this ^dt+dem+++=this
proportion ^nn+nom+++=proportion
is ^vbz+bez+aux++=is
allowed ^vpsv++by+xvbnx+=allowed
by ^in++++=by
all ^abn++++=all
experienced ^jj+atrb++xvbn+=experienced
breeders ^nns+nom+++=breeders
to ^to++++=to
be ^vbi++vrb++=be
sufficient ^jj+pred+++=sufficient,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
since ^cs+sub+++=since
these ^dt+dem+++=these
children ^nns++++=children
are ^vb+ber+aux++=are
seldom ^rb++splt++=seldom
born ^vpsv++agls+xvbnx+=born
within ^in++++=within
the ^ati++++=the
restraints ^nns++++=restraints
of ^in++++=of
