Once ^rb+tm+++=Once
eat ^vb++++=eat
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
party ^nn++++=party."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
sat ^vbd+++xvbn+=sat
upon ^in++++=upon
the ^ati++++=the
rug ^nn++++=rug
and ^cc++++=and
considered ^vbd+vprv++xvbn+=considered.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+vrb++=had
a ^at++++=a
veal ^nn++++=veal-and-ham
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ham ^nn++++=EXTRAWORD
pie ^nn++++=pie
of ^in++++=of
her ^pp$+pp3+++=her
own ^ap++++=own,
, ^zz++++=EXTRAWORD
prepared ^xvbn+++xvbn+=prepared
for ^in++++=for
Saturday ^nr++++=Saturday
dinner ^nn++++=dinner.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
exchange ^vb++++=exchange
the ^ati++++=the
pies ^nns++++=pies,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="Ribby
ribby ^nn+++??+=EXTRAWORD
will ^md+prd+++=will
never ^rb++splt++=never
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
dishes ^nns++++=dishes
have ^vb+hv+vrb++=have
pink ^jj+atrb+++=pink
rims ^nns++++=rims,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
pies ^nns++++=pies
have ^vb+hv+vrb++=have
pastry ^nn++++=pastry
leaves ^nns++++=leaves.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
the ^ati++++=the
simplest ^nn++++=simplest
plan ^vb++++=plan
in ^in++++=in
the ^ati++++=the
world ^nn++++=world!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
Ribby ^np+++??+=Ribby
spent ^vbd+++xvbn+=spent
Thursday ^nr++++=Thursday
making ^vwbg+++xvbg+=making
preparations ^nns+nom+++=preparations.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
purchased ^vbd+++xvbnx+=purchased
one ^cd1++++=one
pound ^nn++++=pound
of ^in++++=of
lump ^nn++++=lump
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
half ^abn++++=half
a ^at++++=a
pound ^nn++++=pound
of ^in++++=of
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
a ^at++++=a
jar ^nn++++=jar
of ^in++++=of
orange ^nn++++=orange
marmalade ^nn++++=marmalade,
, ^zz++++=EXTRAWORD
two ^cd++++=two
ounces ^nns++++=ounces
of ^in++++=of
bacon ^nn++++=bacon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
three ^cd++++=three
small ^jj+atrb+++=small
mice ^nns++++=mice
from ^in++++=from
the ^ati++++=the
market ^nn++++=market
stall ^nn++++=stall.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
rolled ^vbd+++xvbnx+=rolled
the ^ati++++=the
pastry ^nn++++=pastry
very ^ql+amp+++=very
thin ^jj++++=thin.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lined ^vbd+++xvbnx+=lined
a ^at++++=a
deep ^jj+atrb+++=deep
pie ^nn++++=pie-dish,
- ^zz++++=EXTRAWORD
dish ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
arranged ^vpbn+vsua++xvbn+=arranged
the ^ati++++=the
filling ^jj+++xvbg+=filling
neatly ^rb+cnj+++=neatly,
, ^zz++++=EXTRAWORD
added ^jj+atrb++xvbn+=added
pepper ^nn++++=pepper
and ^cc++++=and
a ^rb++++=a
little ^rb"++++=little
gravy ^nn++++=gravy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
covered ^vbd+++xvbn+=covered
it ^pp3+it+++=it
with ^in++++=with
a ^at++++=a
handsome ^jj+atrb+++=handsome
crust ^nn++++=crust.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
centre ^jjb++++=centre
she ^pp3a+pp3+++=she
set ^vbd+++xvbnx+=set
a ^at++++=a
tin ^nn++++=tin
funnel ^nn++++=funnel
to ^to++++=to
let ^vbi++++=let
out ^rb+phrv+++=out
the ^ati++++=the
steam ^nn++++=steam.
. ^zz++++=EXTRAWORD
Ribby ^np++++=Ribby's
's ^$++++=EXTRAWORD
kitchen ^nn++++=kitchen
range ^nn++++=range
had ^vb+hv+vrb++=had
two ^cd++++=two
ovens ^nns++++=ovens.
. ^zz++++=EXTRAWORD
The ^ati++++=The
upper ^jjb+atrb+++=upper
oven ^nn++++=oven
was ^vbd+bedz+vrb++=was
fierce ^jj+pred+++=fierce
and ^cc++++=and
quickly ^rb++++=quickly
browned ^vbd+++xvbn+=browned
muffins ^nns+++??+=muffins;
; ^zz++++=EXTRAWORD
the ^ati++++=the
lower ^jjr+atrb+++=lower
oven ^nn++++=oven
baked ^vbd+++xvbn+=baked
more ^rbr++++=more
slowly ^rb++++=slowly
and ^cc+phrs+++=and
evenly ^rb++++=evenly.
. ^zz++++=EXTRAWORD
Ribby ^np+++??+=Ribby
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
mouse ^nn++++=mouse-and-bacon
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
bacon ^np++++=EXTRAWORD
pie ^nn++++=pie
in ^in++++=in
the ^ati++++=the
lower ^jjr+atrb+++=lower
oven ^nn++++=oven.
. ^zz++++=EXTRAWORD
" ^zz++++="There,"
there ^rn+pl+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
shutting ^vbg+++xvbg+=shutting
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
will ^md+prd+++=will
do ^vb+do+vrb++=do
very ^ql+amp+++=very
nicely ^rb++++=nicely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
On ^in++++=On
Friday ^nr++++=Friday
morning ^nn++++=morning
she ^pp3a+pp3+++=she
scrubbed ^vbd+++xvbnx+=scrubbed
the ^ati++++=the
front ^jjb+atrb+++=front
step ^nn++++=step,
, ^zz++++=EXTRAWORD
dusted ^j+++xvbn+=dusted
the ^ati++++=the
parlour ^nn++++=parlour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
two ^cd++++=two
flowered ^jj+atrb+++=flowered
cups ^nns++++=cups.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
her ^pp$+pp3+++=her
shopping ^nvbg+++xvbg+=shopping
bonnet ^nn++++=bonnet
and ^cc++++=and
went ^vbd+++xvbn+=went
to ^to++++=to
buy ^vbi++++=buy
cream ^nn++++=cream.
. ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
watching ^vbg+++xvbgx+=watching
from ^in++++=from
behind ^in+pl+++=behind
the ^ati++++=the
grocer ^nn++++=grocer's
's ^$++++=EXTRAWORD
curtains ^nns++++=curtains.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moment ^nn++++=moment
Ribby ^np+++??+=Ribby
turned ^vbd+++xvbn+=turned
the ^ati++++=the
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
hurried ^vbd+++xvbn+=hurried
into ^in++++=into
her ^pp$+pp3+++=her
own ^ap++++=own
kitchen ^nn++++=kitchen.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
veal ^nn++++=veal-and-ham
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ham ^nn++++=EXTRAWORD
pie ^nn++++=pie
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
beneath ^in+pl+++=beneath
a ^at++++=a
clean ^jj+atrb+++=clean
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
Before ^in++++=Before
covering ^xvbg+++xvbg+=covering
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
had ^vbd+hvd+aux++=had
placed ^vprf+++xvbnx+=placed
a ^at++++=a
small ^jj+atrb+++=small
china ^np++++=china
patty ^np++++=patty-pan
- ^zz++++=EXTRAWORD
pan ^vb++++=EXTRAWORD
upside ^nn++++=upside
down ^in++++=down
in ^in++++=in
the ^ati++++=the
middle ^nn++++=middle.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+aux++=was
intended ^vpsv++agls+xvbnx+=intended
to ^to+vcmp+++=to
support ^vbi++++=support
the ^ati++++=the
crust ^nn++++=crust.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
pretty ^jj+atrb+++=pretty
patty ^np++++=patty-pan,
- ^zz++++=EXTRAWORD
pan ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
white ^jj++++=white
with ^in++++=with
three ^cd++++=three
blue ^nn++++=blue
forget ^vb+vprv+++=forget-me-nots.
- ^zz++++=EXTRAWORD
me ^pp1o+pp1+++=EXTRAWORD
- ^zz++++=EXTRAWORD
nots ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
put ^vbd+++xvbn+=put
the ^ati++++=the
pie ^nn++++=pie
into ^in++++=into
a ^at++++=a
covered ^jj+atrb++xvbn+=covered
basket ^nn++++=basket
and ^cc++++=and
ran ^vpsv++agls+xvbn+=ran
across ^in+ppvb+++=across
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
Ribby ^np++++=Ribby's
's ^$++++=EXTRAWORD
back ^jjb+atrb+++=back
door ^nn++++=door
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
locked ^jj+++xvbn+=locked.
. ^zz++++=EXTRAWORD
In ^in++++=In
those ^dt+dem+++=those
days ^nns++++=days,
, ^zz++++=EXTRAWORD
respectable ^jj+atrb+++=respectable
animals ^nns+nom+++=animals
left ^vbd+++xvbn+=left
their ^pp$+pp3+++=their
doors ^nns++++=doors
upon ^in++++=upon
the ^ati++++=the
latch ^nn++++=latch,
, ^zz++++=EXTRAWORD
except ^in++++=except
at ^rb++++=at
night ^nn++++=night
or ^cc+cls+++=or
when ^wrb+who+++=when
fish ^nn++++=fish
was ^vbd+bedz+aux++=was
being ^vbg+beg+aux+xvbg+=being
delivered ^vbd+++xvbn+=delivered.
. ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
slipped ^vbd+++xvbn+=slipped
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
" ^zz++++="Now
now ^rn+tm+++=EXTRAWORD
where ^wrb+who+++=where
is ^vbz+bez+vrb++=is
the ^ati++++=the
mouse ^nn++++=mouse
pie ^nn++++=pie?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
pantry ^nn++++=pantry.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
jars ^nns++++=jars
of ^in++++=of
currant ^jj+atrb+++=currant
jelly ^nn++++=jelly,
, ^zz++++=EXTRAWORD
a ^at++++=a
bowl ^nn++++=bowl
of ^in++++=of
cream ^nn++++=cream,
, ^zz++++=EXTRAWORD
six ^cd++++=six
eggs ^nns++++=eggs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
plate ^nn++++=plate
of ^in++++=of
little ^jj+atrb+++=little
cakes ^nns++++=cakes;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
pie ^nn++++=pie.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
beneath ^in+pl+++=beneath
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
in ^in++++=in
the ^ati++++=the
cupboard ^nn++++=cupboard.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
even ^cs+sub+++=even
looked ^vprf+++xvbn+=looked
behind ^in+pl+++=behind
the ^ati++++=the
coal ^nn++++=coal-scuttle,
- ^zz++++=EXTRAWORD
scuttle ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
a ^at++++=a
pie ^nn++++=pie
could ^md+pos+++=could
scarcely ^rb+down+++=scarcely
have ^vb+hv+aux++=have
got ^vprf+++xvbnx+=got
there ^rn+pl+++=there
by ^in++++=by
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Duchess ^nns+nom+++=Duchess
noticed ^vbd+vprv++xvbn+=noticed
the ^ati++++=the
oven ^nn++++=oven.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
upper ^jjb+atrb+++=upper
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
empty ^jj+pred+++=empty.
. ^zz++++=EXTRAWORD
Duchess ^nns+nom+++=Duchess
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+tht0++=know
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
lower ^jjr+atrb+++=lower
oven ^nn++++=oven.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm,
, ^zz++++=EXTRAWORD
the ^ati++++=the
kitchen ^nn++++=kitchen
was ^vbd+bedz+vrb++=was
quiet ^nn++++=quiet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
felt ^vbd+vprv++xvbnx+=felt
in ^in++++=in
a ^at++++=a
dreadful ^jj+atrb+++=dreadful
hurry ^nn++++=hurry.
. ^zz++++=EXTRAWORD
" ^zz++++="Ribby
ribby ^nn+++??+=EXTRAWORD
must ^md+nec+++=must
have ^vb+hv+aux++=have
forgotten ^vprf+++xvbnx+=forgotten
to ^to+vcmp+++=to
put ^vbi++++=put
her ^pp$+pp3+++=her
pie ^nn++++=pie
in ^in+strn+++=in,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
upstairs ^jjb+pred+++=upstairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
search ^vb++++=search
the ^ati++++=the
bedrooms ^nns++++=bedrooms
that ^tht+rel+subj++=that
would ^md+prd+++=would
be ^vb+be+vrb++=be
impolite ^nn++++=impolite."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
placed ^vbd+++xvbnx+=placed
her ^pp$+pp3+++=her
own ^ap++++=own
veal ^nn++++=veal-and-ham
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ham ^nn++++=EXTRAWORD
pie ^nn++++=pie
in ^in++++=in
the ^ati++++=the
upper ^jjb+atrb+++=upper
oven ^nn++++=oven,
, ^zz++++=EXTRAWORD
shut ^j+++xvbn+=shut
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
folded ^j+++xvbn+=folded
the ^ati++++=the
cloth ^nn++++=cloth
into ^in++++=into
her ^pp$+pp3+++=her
basket ^nn++++=basket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurried ^vbd+++xvbn+=hurried
home ^nr++++=home.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
minutes ^nns++++=minutes
later ^rbr+tm+++=later
Ribby ^np+++??+=Ribby
returned ^vbd+++xvbn+=returned
with ^in++++=with
the ^ati++++=the
cream ^nn++++=cream.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stirred ^vbd+++xvbnx+=stirred
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
peeped ^j+++xvbn+=peeped
into ^in++++=into
the ^ati++++=the
lower ^jjr+atrb+++=lower
oven ^nn++++=oven,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv+tht0+xvbn+=found
her ^pp$+pp3+++=her
pie ^nn++++=pie
progressing ^vwbg+++xvbg+=progressing
beautifully ^rb++++=beautifully.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
noticed ^vbd+vprv++xvbnx+=noticed
that ^tht+vcmp+++=that
the ^ati++++=the
upper ^jjb+atrb+++=upper
oven ^nn++++=oven
door ^nn++++=door
was ^vbd+bedz+vrb++=was
warm ^jj+pred+++=warm.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
odd ^jj++++=odd,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ribby ^np+++??+=Ribby.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
remember ^nn+nom+++=remember
putting ^vbg+++xvbg+=putting
anything ^pn++++=anything
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
just ^rb+emph+++=just
then ^rn+tm+++=then
the ^ati++++=the
kettle ^nn++++=kettle
boiled ^vbd+++xvbn+=boiled
over ^in+strn+++=over,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
forgot ^vbd+vprv++xvbnx+=forgot
to ^to+vcmp+++=to
investigate ^nn+nom+++=investigate.
. ^zz++++=EXTRAWORD
At ^rb++++=At
half ^abn++++=half
past ^jjb++++=past
three ^cd++++=three
Ribby ^np+++??+=Ribby
changed ^vbd+++xvbn+=changed
her ^pp3o+pp3+++=her
apron ^nn++++=apron.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
a ^at++++=a
lavender ^nn+nom+++=lavender
gown ^nn++++=gown,
, ^zz++++=EXTRAWORD
a ^at++++=a
white ^jj+atrb+++=white
muslin ^nn++++=muslin
kerchief ^nn+++??+=kerchief,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
cap ^nn++++=cap
with ^in++++=with
two ^cd++++=two
narrow ^jj+atrb+++=narrow
ribbons ^nns++++=ribbons.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
arranged ^vbd+vsua++xvbnx+=arranged
marmalade ^nn++++=marmalade,
, ^zz++++=EXTRAWORD
muffins ^nns+++??+=muffins,
, ^zz++++=EXTRAWORD
sugar ^nn++++=sugar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
vase ^nn++++=vase
of ^in++++=of
sweet ^jj++++=sweet-peas
- ^zz++++=EXTRAWORD
peas ^nns++++=EXTRAWORD
upon ^in++++=upon
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
At ^rb++++=At
precisely ^rb++++=precisely
four ^cd++++=four
o'clock ^rb++++=o'clock
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
a ^at++++=a
tap ^nn++++=tap-tap-tap
- ^zz++++=EXTRAWORD
tap ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
tap ^nn++++=EXTRAWORD
at ^in++++=at
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door.
. ^zz++++=EXTRAWORD
