Once ^rb+tm+++=Once
Joby ^np+++??+=Joby
must ^md+nec+++=must
be ^vb+be+aux++=be
kept ^vpsv++agls+xvbnx+=kept
from ^in++++=from
round ^in++++=round
objects ^nns++++=objects
and ^cc++++=and
charged ^vbn+vpub++xvbn+=charged
half ^abn++++=half
a ^at++++=a
crown ^nn++++=crown.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
morning ^nn++++=morning
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Christmas ^np++++=Christmas
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
many ^ap++++=many
Christmases ^np+++??+=Christmases
after ^in++++=after
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Joby ^np++++=Joby's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
as ^ql++++=as
contrary ^nn+nom+++=contrary
as ^ql++++=as
two ^cd++++=two
goats ^nns++++=goats
at ^in++++=at
a ^at++++=a
gap ^nn++++=gap.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
grew ^vbd+++xvbnx+=grew
up ^rp++++=up,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
troublesome ^jj+pred+++=troublesome,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
farming ^xvbg+++xvbg+=farming.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
he ^pp3a+pp3+++=he
ploughed ^vbd+++xvbnx+=ploughed
south ^np+pl+++=south,
, ^zz++++=EXTRAWORD
the ^ati++++=the
furrow ^nn+++??+=furrow
generally ^rb+down+++=generally
turned ^vbd+++xvbn+=turned
east ^np+pl+++=east;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
meaning ^vb+++xvbg+=meaning
to ^to+vcmp+++=to
harrow ^vb++++=harrow
a ^at++++=a
field ^nn++++=field
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
harrowed ^vbd+++xvbnx+=harrowed
two ^cd++++=two
acres ^nns++++=acres
of ^in++++=of
his ^pp$+pp3+++=his
neighbour ^nn++++=neighbour's
's ^$++++=EXTRAWORD
barley ^nn++++=barley
and ^cc++++=and
was ^vbd+bedz+aux++=was
thanked ^vpsv++agls+xvbnx+=thanked
very ^ql+amp+++=very
coldly ^rb++++=coldly
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
threw ^vbd+++xvbnx+=threw
corn ^nn++++=corn
to ^in++++=to
the ^ati++++=the
hens ^nns++++=hens,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ducks ^nns++++=ducks
got ^vbd+++xvbn+=got
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
courted ^vbd+++xvbnx+=courted
Mally ^np+++??+=Mally
Rowe ^np++++=Rowe,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
so ^pn++++=so
steadily ^rb++++=steadily
at ^rb++++=at
her ^pp3o+pp3+++=her
elder ^jjr+atrb+++=elder
sister ^nn++++=sister
that ^tht+rel+obj++=that
the ^ati++++=the
poor ^jj+atrb+++=poor
maid ^np++++=maid
ordered ^vbd+vsua++xvbn+=ordered
a ^at++++=a
wedding ^nn++++=wedding
gown ^nn++++=gown
before ^cs+sub+++=before
the ^ati++++=the
mistake ^nn++++=mistake
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
Joby ^np+++??+=Joby
married ^vbd+++xvbn+=married
Mally ^np+++??+=Mally
in ^in++++=in
the ^ati++++=the
end ^nn++++=end,
, ^zz++++=EXTRAWORD
for ^in++++=for
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
a ^at++++=a
sensible ^jj+atrb+++=sensible
woman ^nn++++=woman
and ^cc++++=and
could ^md+pos+++=could
tell ^vb++++=tell
which ^whp+who+++=which
eye ^nn++++=eye
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant.
. ^zz++++=EXTRAWORD
" ^zz++++="Joby,"
joby ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
one ^cd1++++=one
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
have ^vb+hv+aux++=have
summat ^pn++++=summat
done ^vbd+++xvbn+=done.
. ^zz++++=EXTRAWORD
Yesterday ^nr+tm+++=Yesterday
you ^pp2+pp2+++=you
put ^vbd+++xvbn+=put
the ^ati++++=the
cow ^nn++++=cow
in ^in++++=in
the ^ati++++=the
pantry ^nn++++=pantry
and ^cc++++=and
carried ^vbd+++xvbn+=carried
the ^ati++++=the
milk ^nn++++=milk-pail
- ^zz++++=EXTRAWORD
pail ^nn++++=EXTRAWORD
out ^rp+pl+++=out
to ^to++++=to
pasture ^vbi++++=pasture."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="To
to ^to++++=EXTRAWORD
be ^vbi++vrb++=be
sure ^jj+pred+++=sure,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Joby ^np+++??+=Joby.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
pantry ^nn++++=pantry
door ^nn++++=door
and ^cc++++=and
the ^ati++++=the
shippen ^jj+atrb++xvbn+=shippen
door ^nn++++=door
be ^vb+be+vrb++=be
much ^ap++++=much
of ^in++++=of
a ^at++++=a
likeness ^nns+nom+++=likeness,
, ^zz++++=EXTRAWORD
viewed ^xvbn+++xvbn+=viewed
separate ^nn+nom+++=separate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
shall ^md+prd+++=shall
go ^vb++++=go
to ^in++++=to
Tommy ^np++++=Tommy
Warne ^np+++??+=Warne."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Now ^rn+tm+++=Now
Tommy ^np++++=Tommy
Warne ^np+++??+=Warne
lived ^vbd+++xvbn+=lived
west ^np+pl+++=west
of ^in++++=of
Grinnidge ^np+++??+=Grinnidge
or ^cc++++=or
so ^ql++++=so
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
mapmaker ^jjr++++=mapmaker
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
found ^vprf+++xvbnx+=found
the ^ati++++=the
place ^nn++++=place
and ^cc++++=and
was ^vbd+bedz+aux++=was
accounted ^vpsv++agls+xvbnx+=accounted
the ^ati++++=the
cleverest ^jjt++++=cleverest
conjurer ^jjr++++=conjurer
between ^in++++=between
Wendron ^np+++??+=Wendron
and ^cc++++=and
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
discover ^nn+nom+++=discover
stolen ^jj+atrb++xvbn+=stolen
goods ^nns++++=goods,
, ^zz++++=EXTRAWORD
charm ^nn++++=charm
warts ^nns++++=warts,
, ^zz++++=EXTRAWORD
cure ^nn++++=cure
smoky ^jj+atrb+++=smoky
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tell ^vb++++=tell
a ^at++++=a
maid ^nn++++=maid
the ^ati++++=the
colour ^nn++++=colour
of ^in++++=of
her ^pp$+pp3+++=her
future ^jjb+atrb+++=future
husband ^nn++++=husband's
's ^$++++=EXTRAWORD
Sunday ^nr++++=Sunday
stockings ^nns++++=stockings.
. ^zz++++=EXTRAWORD
To ^to++++=To
tell ^vbi++++=tell
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy's
's ^$++++=EXTRAWORD
fame ^nn++++=fame
began ^vbd+++xvbn+=began
through ^in++++=through
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
pack ^nn++++=pack-saddles.
- ^zz++++=EXTRAWORD
saddles ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
carrier ^nn++++=carrier
had ^vbd+hvd+aux++=had
hidden ^vprf+++xvbnx+=hidden
them ^pp3o+pp3+++=them
under ^in++++=under
Tommy ^np++++=Tommy's
's ^$++++=EXTRAWORD
hayrick ^nn+++??+=hayrick,
, ^zz++++=EXTRAWORD
intending ^vb+++xvbg+=intending
to ^to+vcmp+++=to
fetch ^vbi++++=fetch
them ^pp3o+pp3+++=them
after ^in++++=after
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
do ^vb+do+vrb++=do
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
the ^ati++++=the
saddles ^nns++++=saddles
were ^vbd+bed+aux++=were
missed ^vpsv++agls+xvbnx+=missed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
their ^pp$+pp3+++=their
owner ^nn++++=owner
came ^vbd+++xvbn+=came
to ^in++++=to
Tommy ^np++++=Tommy.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
where ^wrb+who+++=where
they ^pp3a+pp3+++=they
be ^vb+be+vrb++=be?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
knew ^vbd+vprv+tht0+xvbn+=knew
nothing ^pn++++=nothing
of ^in++++=of
conjuring ^nn++++=conjuring
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
where ^wrb+who+whcl++=where
the ^ati++++=the
saddles ^nns++++=saddles
were ^vbd+bed+vrb++=were.
. ^zz++++=EXTRAWORD
So ^ql++++=So
he ^pp3a+pp3+++=he
shut ^vbd+++xvbnx+=shut
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
waved ^j+++xvbn+=waved
a ^at++++=a
poker ^nn++++=poker,
, ^zz++++=EXTRAWORD
muttered ^j+++xvbn+=muttered,
, ^zz++++=EXTRAWORD
" ^zz++++="East
east ^np+pl+++=EXTRAWORD
nor ^cc++neg++=nor
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
high ^jj++++=high
nor ^cc+phrs+neg++=nor
low ^jj++++=low,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
sent ^vbd+++xvbn+=sent
the ^ati++++=the
man ^nn++++=man
to ^in++++=to
the ^ati++++=the
hayrick ^nn+++??+=hayrick.
. ^zz++++=EXTRAWORD
From ^in++++=From
that ^dt+dem+++=that
day ^nn++++=day
forth ^np++++=forth,
, ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
was ^vbd+bedz+vrb++=was
a ^at++++=a
magician ^nn++++=magician.
. ^zz++++=EXTRAWORD
Whenever ^nn+nom+++=Whenever
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
anything ^pn++++=anything,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
conjuring ^nn++++=conjuring;
; ^zz++++=EXTRAWORD
whenever ^nn+nom+++=whenever
he ^pp3a+pp3+++=he
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
deep ^jj+atrb+++=deep
conjuring ^nn++++=conjuring;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
a ^at++++=a
cure ^nn++++=cure
failed ^vbd+++xvbn+=failed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub+tht0+xvbnx+=said
the ^ati++++=the
moon ^np++++=moon
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
standing ^vbg+++xvbgx+=standing
edgeways ^rb++++=edgeways.
. ^zz++++=EXTRAWORD
Joby ^np+++??+=Joby
went ^vbd+++xvbn+=went
to ^in++++=to
him ^pp3o+pp3+++=him
next ^ap++++=next
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
" ^zz++++="Morning,
morning ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
wife ^nn++++=wife
says ^vbz+vpub+tht0++=says
you ^pp2+pp2+++=you'm
'm ^vb+bem+aux++0=EXTRAWORD
to ^to++++=to
cure ^vb++++=cure
my ^pp$+pp1+++=my
eyes ^nns++++=eyes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
cured ^vprf+++xvbnx+=cured
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
a ^at++++=a
sleepy ^jj+atrb+++=sleepy
ferret ^nn+++??+=ferret.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
it ^pp3+it+++0='tis
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
powerful ^jj+atrb+++=powerful
matter ^nn++++=matter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
brought ^vprf+++xvbnx+=brought
six ^cd++++=six
eggs ^nns++++=eggs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
six ^cd++++=six
eggs ^nns++++=eggs,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Tommy ^np++++=Tommy,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
cure ^vb++++=cure
one ^cd1++++=one
eye ^nn++++=eye."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Joby ^np+++??+=Joby
considered ^vwbn+vprv++xvbn+=considered.
. ^zz++++=EXTRAWORD
" ^zz++++="Couldn't
could ^md+pos+++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
divide ^vb++++=divide
the ^ati++++=the
conjurin ^nn+++??+=conjurin'
' ^zz++++=EXTRAWORD
equal ^jj++++=equal
between ^in++++=between
' ^zz++++='em?"
em ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tommy ^np++++=Tommy
sighed ^vbd+++xvbn+=sighed,
, ^zz++++=EXTRAWORD
as ^ql++++=as
clever ^jj+atrb+++=clever
men ^nns++++=men
do ^vb+do+aux++=do
when ^wrb+who+++=when
asked ^vbd+vsua++xvbn+=asked
to ^to+vcmp+++=to
work ^vb++++=work
cheaply ^rb++++=cheaply.
. ^zz++++=EXTRAWORD
" ^zz++++="Very
very ^ql+amp+++=EXTRAWORD
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Tonight ^nr+tm+++=Tonight
you ^pp2+pp2+++=you
must ^md+nec+++=must
sleep ^vb++++=sleep
atop ^rb++++=atop
your ^pp$+pp2+++=your
four ^cd++++=four-poster,
- ^zz++++=EXTRAWORD
poster ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
within ^in++++=within
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
the ^ati++++=the
pillows ^nns++++=pillows
at ^in++++=at
the ^ati++++=the
foot ^nn++++=foot,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blankets ^nns++++=blankets
beneath ^in+pl+++=beneath
the ^ati++++=the
mattress ^nns+nom+++=mattress,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
bolster ^nn+nom+++=bolster
crossways ^rb++++=crossways.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
turn ^vb++++=turn
every ^at++++=every
sheet ^nn++++=sheet
three ^cd++++=three
times ^nns++++=times
widdershins ^nns+++??+=widdershins."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
way ^nn++++=way
is ^vbz+bez+vrb++=is
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Contrary
contrary ^in+cmpx+++=EXTRAWORD
to ^in"++++=to
the ^ati++++=the
sun ^nn++++=sun."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Supposing
supposing ^vbg+vprv+tht0+xvbg+=EXTRAWORD
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
cloud ^nn++++=cloud?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Contrary
contrary ^in+cmpx+++=EXTRAWORD
to ^in"++++=to
the ^ati++++=the
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
mind ^nn++++=mind
you ^pp2+pp2+++=you
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
wake ^vb++++=wake
till ^cs+sub+++=till
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
come ^vprf+++xvbn+=come
home ^nr++++=home."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
be ^vb+be+vrb++=be
home ^nr++++=home
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
conjurin ^nn+++??+=conjurin'
' ^zz++++=EXTRAWORD
begins ^vbz++++=begins."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Joby ^np+++??+=Joby
thanked ^vbd+++xvbn+=thanked
him ^pp3o+pp3+++=him
kindly ^jj++++=kindly
and ^cc+phrs+++=and
carried ^jj+++xvbn+=carried
the ^ati++++=the
instructions ^nns+nom+++=instructions
to ^to+vcmp+++=to
Mally ^vb+++??+=Mally.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
said ^vbd+vpub+tht0+xvbnx+=said
they ^pp3a+pp3+++=they
sounded ^vbd+++xvbnx+=sounded
foolish ^jj++++=foolish,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
more ^rbr++++=more
foolish ^jj++++=foolish
than ^in++++=than
paying ^xvbg+++xvbg+=paying
doctors ^nns++++=doctors,
, ^zz++++=EXTRAWORD
so ^ql++++=so
they ^pp3a+pp3+++=they
arranged ^vbd+vsua++xvbnx+=arranged
the ^ati++++=the
bed ^nn++++=bed
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
bottom ^nn++++=bottom
upward ^jjb++++=upward,
, ^zz++++=EXTRAWORD
foot ^nn++++=foot
to ^in++++=to
head ^nn++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
things ^nns++++=things
widdershins ^nns+++??+=widdershins.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Joby ^np+++??+=Joby
climbed ^vbd+++xvbn+=climbed
atop ^rb++++=atop
the ^ati++++=the
tester ^nn++++=tester,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
he ^pp3a+pp3+++=he
lay ^vbd+++xvbnx+=lay
