In ^in++++=In
- ^zz++++=EXTRAWORD
glasses ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
correspondent ^nn++++=correspondent
of ^in++++=of
a ^at++++=a
Paris ^np++++=Paris
newspaper ^nn+nom+++=newspaper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
blue ^jj+pred+++=blue,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hills ^nns++++=hills
were ^vbd+bed+vrb++=were
green ^nn++++=green,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hotels ^nns++++=hotels
were ^vbd+bed+vrb++=were
white ^jj+pred+++=white,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
everybody ^pn++++=everybody
talked ^vbd+++xvbn+=talked
in ^in++++=in
subdued ^jj+atrb+++=subdued
voices ^nns++++=voices
about ^in++++=about
everybody ^pn++++=everybody
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
tranquillity ^nn+nom+++=tranquillity
with ^in++++=with
a ^at++++=a
programme ^nn++++=programme;
; ^zz++++=EXTRAWORD
repose ^nn++++=repose
accompanied ^vwbn+++xvbn+=accompanied
by ^in++++=by
pow ^nn+++??+=pow-wow
- ^zz++++=EXTRAWORD
wow ^nn++++=EXTRAWORD
and ^cc++++=and
fuss ^nn++++=fuss
and ^cc++++=and
feathers ^nns+nom+++=feathers.
. ^zz++++=EXTRAWORD
At ^in++++=At
breakfast ^nn++++=breakfast
one ^cd1++++=one
morning ^nn++++=morning
I ^pp1a+pp1+++=I
noticed ^vbd+vprv++xvbnx+=noticed
a ^at++++=a
man ^nn++++=man
at ^in++++=at
a ^at++++=a
table ^nn++++=table
near ^in+pl+++=near
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
perhaps ^rb++++=perhaps
sixty ^cd++++=sixty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
stoop ^nn+++??+=stoop
and ^cc++++=and
his ^pp$+pp3+++=his
melancholy ^jj++++=melancholy
made ^vwbn+++xvbn+=made
him ^pp3o+pp3+++=him
look ^vb++++=look
older ^jjr++++=older.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair
was ^vbd+bedz+vrb++=was
abundant ^jj+pred+++=abundant
and ^cc++++=and
iron ^nn++++=iron-gray;
- ^zz++++=EXTRAWORD
gray ^np++++=EXTRAWORD
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
large ^jj+pred+++=large,
, ^zz++++=EXTRAWORD
dark ^jj++++=dark
and ^cc+phrs+++=and
absent ^jj++++=absent;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
lay ^jjb+++xvbn+=lay
beside ^in+pl+++=beside
his ^pp$+pp3+++=his
untouched ^jj+atrb+++=untouched
coffee ^nn++++=coffee,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
fine ^jj+atrb+++=fine
hands ^nns++++=hands
sensitive ^jj+atrb+++=sensitive,
, ^zz++++=EXTRAWORD
nervous ^jj+atrb+++=nervous
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
either ^dtx++++=either
for ^in++++=for
a ^at++++=a
violin ^nn++++=violin,
, ^zz++++=EXTRAWORD
a ^at++++=a
brush ^nn++++=brush,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
bankruptcy ^nn++++=bankruptcy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
persons ^nns++++=persons
bowed ^vbd+++xvbn+=bowed
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered
courteously ^rb+cnj+++=courteously,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
without ^in++++=without
warmth ^nn++++=warmth.
. ^zz++++=EXTRAWORD
Presently ^rb+tm+++=Presently
he ^pp3a+pp3+++=he
took ^vbd+++xvbnx+=took
a ^at++++=a
crust ^nn++++=crust
from ^in++++=from
his ^pp$+pp3+++=his
plate ^nn++++=plate
and ^cc++++=and
scattered ^jj+++xvbn+=scattered
it ^pp3+it+++=it
upon ^in++++=upon
the ^ati++++=the
balcony ^nn++++=balcony
for ^in++++=for
the ^ati++++=the
sparrows ^nns++++=sparrows.
. ^zz++++=EXTRAWORD
The ^ati++++=The
birds ^nns++++=birds
came ^vbd+++xvbn+=came
quarrelling ^vbg+nom++xvbg+=quarrelling
and ^cc+phrs+++=and
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
away ^rp+pl+++=away
crumb ^nn++++=crumb
by ^in++++=by
crumb ^nn++++=crumb.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
watched ^vbd+++xvbnx+=watched
them ^pp3o+pp3+++=them
with ^in++++=with
a ^at++++=a
tenderness ^nns+nom+++=tenderness
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
out ^rp+pl+++=out
of ^in++++=of
proportion ^nn+nom+++=proportion
to ^in++++=to
the ^ati++++=the
service ^nn++++=service.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
that ^dt+dem+++=that
sad ^jj+atrb+++=sad
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
Smith ^np++++=Smith.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
was ^vbd+bedz+vrb++=was
an ^at++++=an
American ^nn+nom+++=American
of ^in++++=of
fifty ^cd++++=fifty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
or ^cc++++=or
thereabouts ^rb+cnj+++=thereabouts,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
preserved ^vbd+++xvbn+=preserved,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
dressed ^vbd+++xvbn+=dressed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
well ^rb++++=well
supplied ^vbd+++xvbn+=supplied
with ^in++++=with
those ^dt+dem+++=those
comfortable ^jj++++=comfortable
millions ^cds++++=millions
which ^whp+rel+subj++=which
have ^vb+hv+aux++=have
forgotten ^vprf+++xvbnx+=forgotten
the ^ati++++=the
hardships ^nns+nom+++=hardships
of ^in++++=of
their ^pp$+pp3+++=their
infancy ^nn++++=infancy.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
met ^vprf+++xvbnx+=met
two ^cd++++=two
days ^nns++++=days
before ^cs+sub+++=before
and ^cc++++=and
already ^rb++++=already
knew ^vbd+vprv++xvbn+=knew
enough ^qlp++++=enough
of ^in++++=of
each ^dt++++=each
other ^ap++++=other
to ^in++++=to
exchange ^nn++++=exchange
confidences ^nns+nom+++=confidences,
, ^zz++++=EXTRAWORD
provided ^j+++xvbn+=provided
they ^pp3a+pp3+++=they
concerned ^vbd+++xvbnx+=concerned
somebody ^pn++++=somebody
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
" ^zz++++="That?"
that ^dt+pdem+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
Th ^zz++++=Th
ophile ^nn+++??+=ophile
Magnan ^np+++??+=Magnan."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="French?"
french ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Entirely."
entirely ^rb+amp+++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Rich?"
rich ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Disgracefully."
disgracefully ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Distinguished?"
distinguished ^jj+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="More
more ^ql++++=EXTRAWORD
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
can ^md+pos+++=can
admit ^vb+vpub+++=admit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
answer ^nn++++=answer
had ^vb+hv+vrb++=had
a ^at++++=a
loose ^jj+atrb+++=loose
end ^nn++++=end
to ^in++++=to
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
hold ^nn++++=hold.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
has ^vbz+hvz+aux++=has
he ^pp3a+pp3+++=he
done ^vbd+++xvbnx+=done?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Smith ^np++++=Smith
stirred ^vbd+++xvbn+=stirred
his ^pp$+pp3+++=his
coffee ^nn++++=coffee
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
furnished ^vprf+++xvbnx+=furnished
the ^ati++++=the
world ^nn++++=world
with ^in++++=with
one ^pn++++=one
of ^in++++=of
its ^pp$+it+++=its
best ^jjt++++=best-known
- ^zz++++=EXTRAWORD
known ^vbn+vprv++xvbn+=EXTRAWORD
names ^nns++++=names."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
why ^wrb+who+++=why
have ^vb+hv+vrb++=have
I ^pp1a+pp1+++=I
never ^rb++++=never
heard ^vbd+vprv+tht0+xvbn+=heard
his ^pp$+pp3+++=his
own ^ap++++=own?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
the ^ati++++=the
name ^nn++++=name
he ^pp3a+pp3+++=he
furnished ^vbd+++xvbnx+=furnished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
glanced ^vbd+++xvbnx+=glanced
toward ^in++++=toward
Magnan ^np+++??+=Magnan.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^jj+atrb+++=old
man ^nn++++=man
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
the ^ati++++=the
table ^nn++++=table
and ^cc++++=and
was ^vbd+bedz+aux++=was
passing ^vbg+++xvbgx+=passing
through ^in++++=through
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
by ^in+strn+++=by,
, ^zz++++=EXTRAWORD
Smith ^np++++=Smith
rose ^vbd+++xvbn+=rose
slightly ^rb+down+++=slightly
and ^cc++++=and
bowed ^vwbn+++xvbn+=bowed.
. ^zz++++=EXTRAWORD
Magnan ^np+++??+=Magnan
paused ^vbd+++xvbn+=paused,
, ^zz++++=EXTRAWORD
laid ^j+++xvbn+=laid
a ^at++++=a
hand ^nn++++=hand
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
on ^in++++=on
Smith ^np++++=Smith's
's ^$++++=EXTRAWORD
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
birds ^nns++++=birds
here ^rn+pl+++=here
are ^vb+ber+aux++=are
well ^rb++++=well
fed ^vbd+++xvbn+=fed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Smith ^np++++=Smith,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
they ^pp3a+pp3+++=they
have ^md"++pmd"++=have
to ^md+nec+++=to
come ^vb++++=come
to ^in++++=to
the ^ati++++=the
hotel ^nn++++=hotel
for ^in++++=for
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Magnan ^np+++??+=Magnan
smiled ^vbd+++xvbn+=smiled
faintly ^rb+cnj+++=faintly,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
machinery ^nn+nom+++=machinery
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
used ^vpsv++agls+xvbnx+=used
lately ^rb+tm+++=lately
and ^cc++++=and
moved ^vpsv++agls+xvbn+=moved
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
watched ^vbd+++xvbn+=watched
him ^pp3o+pp3+++=him
go ^vb++++=go.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
young ^jj+pred+++=young,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
once ^rb+tm+++=once
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
about ^in++++=about
a ^rb++++=a
little ^rb"++++=little
brown ^jj+atrb+++=brown
bird ^nn++++=bird
that ^tht+rel+++=that
sang ^nc+++xvbn+=sang
all ^abn++++=all
summer ^nn++++=summer
in ^in++++=in
a ^at++++=a
village ^nn+nom+++=village
garden ^nn++++=garden.
. ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
listened ^vbd+++xvbn+=listened.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
threw ^vbd+++xvbnx+=threw
stones ^nns++++=stones
at ^in++++=at
it ^pp3+it+++=it
because ^cs+cos+++=because
it ^pp3+it+++=it
woke ^vbd+++xvbn+=woke
the ^ati++++=the
baker ^nn++++=baker.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
autumn ^nn++++=autumn
it ^pp3+it+++=it
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
professor ^npt++++=professor
happened ^vbd+++xvbn+=happened
along ^in+strn+++=along,
, ^zz++++=EXTRAWORD
examined ^xvbn+++xvbn+=examined
the ^ati++++=the
body ^nn++++=body,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
announced ^vbn+vpub++xvbn+=announced
that ^tht+vcmp+++=that
it ^pp3+it+++=it
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
a ^at++++=a
rare ^jj+atrb+++=rare
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
village ^nn+nom+++=village
erected ^vwbn+++xvbn+=erected
a ^at++++=a
monument ^nn+nom+++=monument
to ^in++++=to
it ^pp3+it+++=it
and ^cc++++=and
held ^vbd+vprv++xvbn+=held
an ^at++++=an
annual ^jj+atrb+++=annual
festival ^nn+nom+++=festival
in ^in++++=in
honour ^nn++++=honour
of ^in++++=of
its ^pp$+it+++=its
song ^nn++++=song."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
useful ^jj+atrb+++=useful
village ^nn+nom+++=village."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
ordinary ^jj+atrb+++=ordinary
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
Magnan ^np+++??+=Magnan
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
bird ^nn++++=bird
made ^vbd+++xvbn+=made
only ^rb+down+++=only
one ^cd1++++=one
mistake ^nn++++=mistake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Dying?"
dying ^vbg+++xvbg+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
dying ^nn++++=dying
before ^cs+sub+++=before
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
appointed ^vprf+++xvbnx+=appointed
agents ^nns++++=agents."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Smith ^np++++=Smith
lit ^vbd+++xvbn+=lit
a ^at++++=a
cigar ^nn++++=cigar.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent
so ^ql++++=so
long ^rb++++=long
that ^dt+dem+++=that
I ^pp1a+pp1+++=I
supposed ^vbd+vprv+tht0+xvbnx+=supposed
the ^ati++++=the
matter ^nn++++=matter
ended ^vbd+++xvbn+=ended;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++=I
tell ^vb++++=tell
you ^pp2+pp2+++=you
something ^pn++++=something,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
hold ^vb+vprv+tht0++=hold
it ^pp3+it+++=it
in ^in++++=in
confidence ^nn+nom+++=confidence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
how ^wrb+who+++=how
long ^jj++++=long?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Until
until ^cs+sub+++=EXTRAWORD
Magnan ^np+++??+=Magnan
dies ^vbz++++=dies."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Really
really ^rb+emph+++=EXTRAWORD
dies ^vbz++++=dies?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Smith ^np++++=Smith
examined ^vwbn+++xvbn+=examined
me ^pp1o+pp1+++=me
sharply ^rb+cnj+++=sharply,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
found ^vprf+++xvbnx+=found
the ^ati++++=the
hinge ^nn++++=hinge
already ^rb++++=already.
. ^zz++++=EXTRAWORD
Yes ^nn++++=Yes
really ^rb+emph+++=really
dies ^vbz++++=dies.
. ^zz++++=EXTRAWORD
Listen ^vb++++=Listen.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
name ^nn++++=name
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
Th ^zz++++=Th
ophile ^nn+++??+=ophile
Magnan ^np+++??+=Magnan."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Fran
fran ^jj+atrb+++=EXTRAWORD
ois ^nns+++??+=ois
Millet ^np+++??+=Millet."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
I ^pp1a+pp1+++=I
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Millet ^np+++??+=Millet
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
years ^nns++++=years.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
death ^nn++++=death,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
funeral ^nn++++=funeral,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
pictures ^nns++++=pictures,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
fame ^nn++++=fame
these ^dt+pdem+++=these
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
matters ^nns+nom+++=matters
of ^in++++=of
opinion ^nn++++=opinion,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
multitudinous ^jj++++=multitudinous
and ^cc+phrs+++=and
long ^jj++++=long-established
- ^zz++++=EXTRAWORD
established ^vbn+vprv++xvbn+=EXTRAWORD
facts ^nns++++=facts.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
the ^ati++++=the
Millet ^np+++??+=Millet?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
only ^rb+down+++=only
one ^cd1++++=one
the ^ati++++=the
dealers ^nns+nom+++=dealers
recognise ^vb+vprv+++=recognise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
Millet ^np+++??+=Millet
is ^vbz+bez+vrb++=is
dead ^jj+pred+++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Smith ^np++++=Smith
leaned ^vbd+++xvbn+=leaned
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+aux++=is
what ^wdt+who+++=what
made ^vprf+++xvbn+=made
his ^pp$+pp3+++=his
fortune ^nn++++=fortune."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
ordered ^vbd+vsua++xvbnx+=ordered
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
were ^vbd+bed+vrb++=were
four ^cd++++=four
of ^in++++=of
us ^pp1o+pp1+++=us
in ^in++++=in
those ^dt+dem+++=those
days ^nns++++=days
Millet ^np+++??+=Millet,
, ^zz++++=EXTRAWORD
Claude ^np++++=Claude
Fr ^np+++??+=Fr
re ^in+strn+++=re,
, ^zz++++=EXTRAWORD
Carl ^np+++??+=Carl
Boulanger ^np+nom++??+=Boulanger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
young ^jj+atrb+++=young
painters ^nns+nom+++=painters
in ^in++++=in
France ^np++++=France,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
we ^pp1a+pp1+++=we
possessed ^vbd+++xvbn+=possessed
everything ^pn++++=everything
proper ^jj++++=proper
to ^in++++=to
young ^jj+atrb+++=young
painters ^nns+nom+++=painters
except ^in++++=except
money ^nn++++=money,
, ^zz++++=EXTRAWORD
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
patrons ^nns++++=patrons,
, ^zz++++=EXTRAWORD
fuel ^nn++++=fuel,
, ^zz++++=EXTRAWORD
food ^nn++++=food,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
satisfy ^vbi++++=satisfy
a ^at++++=a
landlord ^nn++++=landlord.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
genius ^nn++++=genius
was ^vbd+bedz+vrb++=was
enormous ^jj+pred+++=enormous.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
enough ^qlp++++=enough
of ^in++++=of
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
room ^nn++++=room
to ^to++++=to
illuminate ^nn+nom+++=illuminate
Europe ^np++++=Europe;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
genius ^nn++++=genius,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
gives ^vbz++++=gives
a ^at++++=a
poor ^jj+atrb+++=poor
light ^nn++++=light
when ^wrb+who+++=when
the ^ati++++=the
candle ^nn++++=candle
has ^vbz+hvz+aux++=has
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
paid ^vpsv++agls+xvbnx+=paid
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
