All ^abn++++=All
straight ^jj++++=straight.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
smile ^vb++++=smile,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
too ^ql++++=too
much ^ap++++=much.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
do ^vb+do+vrb++=do
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do,
, ^zz++++=EXTRAWORD
Doctor ^nn++++=Doctor
Levin ^np++++=Levin?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
say ^vb+vpub+++=say,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold
like ^in++++=like
an ^at++++=an
American ^jj+atrb+++=American
lady ^npt++++=lady.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
husband ^nn++++=husband,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Kaplan ^np++++=Kaplan.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
got ^vbd+++xvbn+=got
three ^cd++++=three
fine ^jj+atrb+++=fine
children ^nns++++=children.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
oldest ^jjt+atrb+++=oldest
plays ^nns++++=plays
already ^rb++++=already
the ^ati++++=the
piano ^nn++++=piano."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
I ^pp1a+pp1+++=I
would ^md+prd+++=would
turn ^vb++++=turn
away ^rb+phrv+++=away
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
see ^vb+vprv+tht0++=see
anything ^pn++++=anything
in ^in++++=in
my ^pp$+pp1+++=my
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Thousands ^cds++++=Thousands
of ^in++++=of
times ^nns++++=times
I ^pp1a+pp1+++=I
met ^vbd+++xvbnx+=met
him ^pp3o+pp3+++=him
like ^in++++=like
this ^dt+dem+++=this
in ^in++++=in
my ^pp$+pp1+++=my
head ^nn++++=head.
. ^zz++++=EXTRAWORD
Thousands ^cds++++=Thousands
of ^in++++=of
times ^nns++++=times
I ^pp1a+pp1+++=I
showed ^vbd+vprv++xvbnx+=showed
him ^pp3o+pp3+++=him
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived
without ^in++++=without
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
kill ^vb++++=kill
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
from ^in++++=from
the ^ati++++=the
poor ^jj+atrb+++=poor
greenhorn ^jj+atrb++xvbn+=greenhorn
girl ^nn++++=girl
in ^in++++=in
a ^at++++=a
shirt ^nn++++=shirt-waist
- ^zz++++=EXTRAWORD
waist ^nn++++=EXTRAWORD
shop ^nn++++=shop
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Samuel ^np++++=Samuel
Kaplan ^np+++??+=Kaplan,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
fur ^nn++++=fur
collar ^nn++++=collar
for ^in++++=for
winter ^nn++++=winter
and ^cc++++=and
lace ^nn++++=lace
curtains ^nns++++=curtains
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
room ^nn++++=room.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
when ^wrb+who+++=when
the ^ati++++=the
minute ^nn++++=minute
came ^vbd+++xvbn+=came
Gott ^np+++??+=Gott
im ^&fw++++=im
Himmel ^np+++??+=Himmel!
! ^zz++++=EXTRAWORD
where ^wrb+who+whq++=where
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
proud ^jj+atrb+++=proud
speech ^nn++++=speech?
? ^zz++++=EXTRAWORD
Where ^wrb+who+whq++=Where
was ^vbd+bedz+vrb++=was
my ^pp$+pp1+++=my
American ^jj+atrb+++=American
smile ^nn++++=smile?
? ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
at ^in++++=at
my ^pp$+pp1+++=my
cousin ^nn++++=cousin
Bessie ^np++++=Bessie's
's ^$++++=EXTRAWORD
daughter ^nn+nom+++=daughter's
's ^$++++=EXTRAWORD
wedding ^nn++++=wedding.
. ^zz++++=EXTRAWORD
The ^ati++++=The
hall ^nn++++=hall
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
from ^in++++=from
light ^nn++++=light
and ^cc++++=and
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
The ^ati++++=The
musicians ^nns++++=musicians
were ^vbd+bed+aux++=were
tuning ^vbg+++xvbgx+=tuning
themselves ^ppls+pp3+++=themselves
in ^in++++=in
the ^ati++++=the
corner ^nn++++=corner;
; ^zz++++=EXTRAWORD
children ^nns++++=children
ran ^vbd+++xvbn+=ran
under ^in++++=under
the ^ati++++=the
tables ^nns++++=tables;
; ^zz++++=EXTRAWORD
women ^nns++++=women
shone ^vbd+++xvbn+=shone
with ^in++++=with
beads ^nns++++=beads
and ^cc++++=and
satin ^nn++++=satin
and ^cc++++=and
rings ^nns++++=rings.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
was ^vbd+bedz+aux++=was
talking ^vbg+++xvbgx+=talking
business ^nns+nom+++=business
with ^in++++=with
a ^at++++=a
man ^nn++++=man
from ^in++++=from
Newark ^np+++??+=Newark.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
near ^in+pl+++=near
the ^ati++++=the
bride ^nn++++=bride's
's ^$++++=EXTRAWORD
table ^nn++++=table,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
a ^at++++=a
plate ^nn++++=plate
of ^in++++=of
cake ^nn++++=cake,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
people ^nn++++=people
by ^in++++=by
the ^ati++++=the
door ^nn++++=door
moved ^vbd+++xvbn+=moved
apart ^rp++++=apart.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was.
. ^zz++++=EXTRAWORD
David ^np++++=David.
. ^zz++++=EXTRAWORD
Older ^jjr++++=Older,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes.
. ^zz++++=EXTRAWORD
Gray ^np++++=Gray
by ^in++++=by
the ^ati++++=the
temples ^nns++++=temples.
. ^zz++++=EXTRAWORD
A ^rb++++=A
little ^rb"++++=little
heavier ^jjr++++=heavier
in ^in++++=in
the ^ati++++=the
face ^nn++++=face.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
same ^ap++++=same
eyes ^nns++++=eyes
the ^ati++++=the
same ^ap++++=same
deep ^jj++++=deep,
, ^zz++++=EXTRAWORD
thinking ^nvbg+++xvbg+=thinking
eyes ^nns++++=eyes
that ^tht+rel+subj++=that
once ^rb+tm+++=once
looked ^vbd+++xvbn+=looked
into ^in+ppvb+++=into
my ^pp$+pp1+++=my
nothingness ^nns+nom+++=nothingness
and ^cc++++=and
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
feel ^vb+vprv+tht0++=feel
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
somebody ^pn++++=somebody
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
arm ^nn++++=arm
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman
tall ^jj++++=tall
and ^cc+phrs+++=and
quiet ^jj++++=quiet,
, ^zz++++=EXTRAWORD
with ^in++++=with
pearls ^nns++++=pearls
around ^rp++++=around
her ^pp3o+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife.
. ^zz++++=EXTRAWORD
The ^ati++++=The
plate ^nn++++=plate
gave ^vbd+++xvbn+=gave
a ^at++++=a
shake ^nn++++=shake
in ^in++++=in
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cake ^nn++++=cake
slid ^vbd+++xvbn+=slid
against ^in++++=against
my ^pp$+pp1+++=my
glove ^nn++++=glove.
. ^zz++++=EXTRAWORD
The ^ati++++=The
floor ^nn++++=floor
swelled ^vbd+++xvbn+=swelled
up ^rp++++=up
under ^in++++=under
me ^pp1o+pp1+++=me
like ^in++++=like
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="Stand!"
stand ^vb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub+tht0+xvbnx+=told
myself ^ppl+pp1+++=myself.
. ^zz++++=EXTRAWORD
" ^zz++++="Sara,
sara ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
stand ^vb++++=stand!
! ^zz++++=EXTRAWORD
Do ^vb+do+vrb++=Don't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
give ^vb++++=give
a ^at++++=a
fall ^nn++++=fall
here ^rn+pl+++=here
before ^in++++=before
everybody ^pn++++=everybody."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
But ^cc++++=But
my ^pp$+pp1+++=my
knees ^nns++++=knees
were ^vbd+bed+vrb++=weren't
n't ^xnot++not++0=EXTRAWORD
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
hands ^nns++++=hands
were ^vbd+bed+vrb++=weren't
n't ^xnot++not++0=EXTRAWORD
mine ^nn++++=mine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
wedding ^nn++++=wedding
hall ^nn++++=hall
went ^vbd+++xvbn+=went
far ^rb+pl+++=far
away ^rp+pl+++=away,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
only ^rb+down+++=only
his ^pp$+pp3+++=his
face ^nn++++=face
remained ^vbd+++xvbn+=remained,
, ^zz++++=EXTRAWORD
coming ^vbg+++xvbg+=coming
through ^in++++=through
years ^nns++++=years
and ^cc++++=and
years ^nns++++=years
of ^in++++=of
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
seen ^vbd+vprv++xvbn+=seen
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
run ^vb+++xvbn+=run.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
hide ^vb++++=hide
behind ^in+pl+++=behind
the ^ati++++=the
women ^nns++++=women
in ^in++++=in
the ^ati++++=the
cloakroom ^nn+++??+=cloakroom.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
my ^pp$+pp1+++=my
feet ^nns++++=feet
stood ^vbd+++xvbn+=stood
nailed ^vbd+++xvbn+=nailed.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
in ^cs+sub+++=in
that ^cs"++++=that
second ^od++++=second
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
again ^rb+tm+++=again
the ^ati++++=the
girl ^nn++++=girl
with ^in++++=with
the ^ati++++=the
red ^jj+atrb+++=red
hands ^nns++++=hands
from ^in++++=from
factory ^nn++++=factory
needles ^nps++++=needles,
, ^zz++++=EXTRAWORD
waiting ^vbg+++xvbg+=waiting
by ^in++++=by
the ^ati++++=the
corner ^nn++++=corner
lamp ^nn++++=lamp
for ^in++++=for
a ^at++++=a
medical ^jj+atrb+++=medical
student ^nn++++=student
whose ^whp+rel+obj++=whose
one ^cd1++++=one
word ^nn++++=word
could ^md+pos+++=could
lift ^vb++++=lift
me ^pp1o+pp1+++=me
over ^in++++=over
all ^abn++++=all
the ^ati++++=the
roofs ^nns++++=roofs
of ^in++++=of
New ^jj+atrb+++=New
York ^np++++=York.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
seventeen ^cd++++=seventeen
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
first ^od++++=first
met ^vprf+++xvbn+=met
David ^np++++=David
Levin ^np++++=Levin.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seventeen ^cd++++=seventeen
I ^pp1a+pp1+++=I
knew ^vbd+vprv+tht0+xvbnx+=knew
nothing ^pn++++=nothing
except ^in++++=except
how ^wrb+who+++=how
to ^to++++=to
hurry ^vbi++++=hurry.
. ^zz++++=EXTRAWORD
Hurry ^np++++=Hurry
in ^in++++=in
the ^ati++++=the
morning ^nn++++=morning
before ^cs+sub+++=before
the ^ati++++=the
foreman ^nn++++=foreman
locked ^vbd+++xvbn+=locked
the ^ati++++=the
factory ^nn++++=factory
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Hurry ^np++++=Hurry
with ^in++++=with
the ^ati++++=the
bundles ^nns++++=bundles
of ^in++++=of
shirt ^nn++++=shirt-waists.
- ^zz++++=EXTRAWORD
waists ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Hurry ^np++++=Hurry
home ^nr++++=home
with ^in++++=with
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
Hurry ^np++++=Hurry
up ^rp++++=up
four ^cd++++=four
flights ^nns++++=flights
because ^cs+cos+++=because
Mamma ^npt++++=Mamma
needed ^vwbn+++xvbn+=needed
medicine ^nn++++=medicine,
, ^zz++++=EXTRAWORD
Papa ^npt++++=Papa
wanted ^vbd+++xvbn+=wanted
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
little ^ap++++=little
brothers ^nns+nom+++=brothers
were ^vbd+bed+aux++=were
fighting ^vbg+++xvbgx+=fighting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
potatoes ^nns++++=potatoes
burned ^vbd+++xvbn+=burned
in ^in++++=in
the ^ati++++=the
pan ^nn++++=pan.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
lived ^vbd+++xvbn+=lived
then ^rn+tm+++=then
in ^in++++=in
three ^cd++++=three
rooms ^nns++++=rooms
where ^wrb+who+++=where
even ^rb++++=even
the ^ati++++=the
walls ^nns++++=walls
were ^vbd+bed+aux++=were
tired ^vpsv++agls+xvbnx+=tired.
. ^zz++++=EXTRAWORD
The ^ati++++=The
plaster ^nn+nom+++=plaster
hung ^vbd+++xvbn+=hung
loose ^jj++++=loose
over ^in++++=over
Papa ^np++++=Papa's
's ^$++++=EXTRAWORD
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
chair ^nn++++=chair
had ^vb+hv+vrb++=had
a ^at++++=a
board ^nn++++=board
where ^wrb+who+++=where
the ^ati++++=the
seat ^nn++++=seat
should ^md+nec+++=should
be ^vb+be+vrb++=be.
. ^zz++++=EXTRAWORD
In ^in++++=In
winter ^nn++++=winter
we ^pp1a+pp1+++=we
stuffed ^vbd+++xvbn+=stuffed
rags ^nns++++=rags
around ^in++++=around
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
wind ^nn++++=wind
came ^vbd+++xvbn+=came
in ^in++++=in
anyhow ^rb++++=anyhow
and ^cc++++=and
walked ^vbd+++xvbn+=walked
over ^rp++++=over
us ^pp1o+pp1+++=us
in ^in++++=in
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Papa ^npt++++=Papa
called ^vbd+++xvbn+=called
our ^pp$+pp1+++=our
house ^nn++++=house
a ^at++++=a
palace ^nn++++=palace
because ^cs+cos+++=because
in ^in++++=in
Russia ^np++++=Russia
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
slept ^vprf+++xvbnx+=slept
once ^rb+tm+++=once
with ^in++++=with
six ^cd++++=six
families ^nns++++=families
in ^in++++=in
a ^at++++=a
cellar ^nn++++=cellar.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
roof ^nn++++=roof
is ^vbz+bez+vrb++=is
a ^at++++=a
roof ^nn++++=roof,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Bread
bread ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
America ^np++++=America
is ^vbz+bez+vrb++=is
America ^np++++=America."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
America ^np++++=America!
! ^zz++++=EXTRAWORD
To ^in++++=To
Papa ^npt++++=Papa
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
prayer ^nn++++=prayer.
. ^zz++++=EXTRAWORD
To ^in++++=To
me ^pp1o+pp1+++=me
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
language ^nn+nom+++=language
everybody ^pn++++=everybody
knew ^vbd+vprv++xvbn+=knew
except ^cs+sub+++=except
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
sew ^vb+++??+=sew
eighteen ^cd++++=eighteen
tucks ^nns++++=tucks
in ^in++++=in
a ^at++++=a
minute ^nn++++=minute,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
if ^cs+cnd+++=if
an ^at++++=an
American ^jj+atrb+++=American
woman ^nn++++=woman
asked ^vbd+vsua++xvbn+=asked
me ^pp1o+pp1+++=me
a ^at++++=a
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
tongue ^nn++++=tongue
became ^vbd+++xvbn+=became
a ^at++++=a
piece ^nn++++=piece
from ^in++++=from
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
girls ^nns++++=girls
laughed ^vbd+++xvbn+=laughed
how ^wrb+who+++=how
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
" ^zz++++="woik"
woik ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
for ^in++++=for
work ^nn++++=work
and ^cc++++=and
" ^zz++++="toity"
toity ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
for ^in++++=for
thirty ^cd++++=thirty.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
laughed ^vbd+++xvbnx+=laughed
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
inside ^jjb++++=inside
I ^pp1a+pp1+++=I
burned ^vbd+++xvbnx+=burned.
. ^zz++++=EXTRAWORD
David ^np++++=David
came ^vbd+++xvbn+=came
one ^cd1++++=one
rainy ^jj+atrb+++=rainy
evening ^nn++++=evening
to ^to++++=to
see ^vbi+vprv+tht0++=see
my ^pp$+pp1+++=my
brother ^nn++++=brother
Moishe ^np+++??+=Moishe,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
cut ^vprf+++xvbnx+=cut
his ^pp$+pp3+++=his
hand ^nn++++=hand
in ^in++++=in
the ^ati++++=the
machine ^nn++++=machine
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
yet ^rb++++=yet
a ^at++++=a
doctor ^nn++++=doctor,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
studying ^jj+++xvbg+=studying,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
our ^pp$+pp1+++=our
house ^nn++++=house
a ^at++++=a
man ^nn++++=man
with ^in++++=with
a ^at++++=a
clean ^jj+atrb+++=clean
collar ^nn++++=collar
and ^cc++++=and
a ^at++++=a
black ^jj+atrb+++=black
case ^nn++++=case
was ^vbd+bedz+vrb++=was
already ^rb++++=already
like ^in++++=like
a ^at++++=a
prince ^nn++++=prince.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
bent ^vbd+++xvbnx+=bent
over ^in++++=over
Moishe ^np++++=Moishe's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
while ^cs+sub+++=while
all ^abn++++=all
of ^in++++=of
us ^pp1o+pp1+++=us
crowded ^vbd+++xvbn+=crowded
around ^rp++++=around.
. ^zz++++=EXTRAWORD
" ^zz++++="Give
give ^vb++++=EXTRAWORD
the ^ati++++=the
patient ^nn++++=patient
air ^nn++++=air,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Air?"
air ^nn++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Mamma ^npt++++=Mamma.
. ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
such ^abl++++=such
a ^at++++=a
cold ^nn++++=cold
he ^pp3a+pp3+++=he
wants ^vbz++++=wants
air ^nn++++=air?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
David ^np++++=David
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
laugh ^nn++++=laugh
had ^vb+hv+vrb++=had
kindness ^nns+nom+++=kindness
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
the ^ati++++=the
laugh ^nn++++=laugh
from ^in++++=from
people ^nns++++=people
who ^whp+rel+subj++=who
see ^vb+vprv+++=see
your ^pp$+pp2+++=your
foolishness ^nns+nom+++=foolishness
and ^cc++++=and
step ^vb++++=step
on ^in++++=on
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
laugh ^nn++++=laugh
that ^tht+rel+subj++=that
took ^vbd+++xvbn+=took
you ^pp2+pp2+++=you
in ^in++++=in
together ^nn+nom+++=together
with ^in++++=with
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
holding ^vbg+vprv++xvbgx+=holding
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
bring ^vb++++=bring
me ^pp1o+pp1+++=me
clean ^jj+atrb+++=clean
cloth ^nn++++=cloth?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood
" ^zz++++="cloth,"
cloth ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=but
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
trembling ^jj+++xvbg+=trembling
from ^in++++=from
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
that ^tht+rel+obj++=that
I ^pp1a+pp1+++=I
brought ^vbd+++xvbnx+=brought
a ^at++++=a
spoon ^nn++++=spoon.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
spoon ^nn++++=spoon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Blood ^nn++++=Blood
rushed ^vbd+++xvbn+=rushed
over ^in++++=over
my ^pp$+pp1+++=my
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
understand ^vb+vprv+++=understand
yet ^rb++++=yet
good ^jj+atrb+++=good
English ^nn++++=English,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mamma ^npt++++=Mamma
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="Only
only ^rb+down+++=EXTRAWORD
two ^cd++++=two
years ^nns++++=years
we ^pp1a+pp1+++=we
are ^vb+ber+vrb++=are
in ^in++++=in
the ^ati++++=the
country ^nn++++=country."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
understand ^vb+vprv+++=understand
plenty ^nn++++=plenty!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ran ^vpsv++agls+xvbn+=ran
for ^in++++=for
the ^ati++++=the
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
