In ^in++++=In
passed ^vbd+++xvbnx+=passed
to ^in++++=to
another ^dt++++=another
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
" ^zz++++="Bhola
bhola ^nn+++??+=EXTRAWORD
says ^vbz+vpub+tht0++=says
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
an ^at++++=an
elephant ^nn+nom+++=elephant
in ^in++++=in
the ^ati++++=the
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
when ^wrb+who+++=when
it ^pp3+it+++=it
pours ^vbz++++=pours
water ^nn++++=water
from ^in++++=from
its ^pp$+it+++=its
trunk ^nn++++=trunk
it ^pp3+it+++=it
rains ^nns++++=rains.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
Bhola ^np+++??+=Bhola
a ^at++++=a
liar ^nn++++=liar?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Bhola,"
bhola ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
replied ^vbd+vpub++xvbnx+=replied,
, ^zz++++=EXTRAWORD
" ^zz++++="is
is ^vbz+bez+vrb++=EXTRAWORD
a ^at++++=a
philosopher ^nn+nom+++=philosopher."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
considered ^vbd+vprv+tht0+xvbnx+=considered
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="Mother
mother ^nn++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
you ^pp2+pp2+++=you
talk ^nn++++=talk
nonsense ^nn++++=nonsense."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Having ^xvbg+++xvbg+=Having
delivered ^vbd+++xvbn+=delivered
this ^dt+dem+++=this
domestic ^jj+atrb+++=domestic
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
seated ^vbd+++xvbnx+=seated
herself ^ppl+pp3+++=herself
beside ^in+pl+++=beside
my ^pp$+pp1+++=my
writing ^nvbg+++xvbg+=writing
table ^nn++++=table
and ^cc++++=and
began ^vbd+++xvbn+=began
beating ^jj+++xvbg+=beating
her ^pp3o+pp3+++=her
knees ^nns++++=knees
with ^in++++=with
both ^abx++++=both
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
chanting ^vbg+++xvbg+=chanting
a ^at++++=a
rhyme ^nn++++=rhyme
whose ^whp+rel+obj++=whose
meaning ^nvbg+++xvbg+=meaning,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
possessed ^vbd+++xvbn+=possessed
one ^pn++++=one,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
concealed ^vpsv++agls+xvbnx+=concealed
from ^in++++=from
mankind ^nn++++=mankind.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
moment ^nn++++=moment
a ^at++++=a
cry ^nn++++=cry
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
street ^nn++++=street
below ^rb++++=below.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
deep ^jj+pred+++=deep,
, ^zz++++=EXTRAWORD
musical ^jj++++=musical,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
prolonged ^jj+++xvbn+=prolonged
the ^ati++++=the
call ^nn++++=call
of ^in++++=of
a ^at++++=a
travelling ^jj+atrb++xvbg+=travelling
merchant ^nn+nom+++=merchant.
. ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini
sprang ^vbd+++xvbn+=sprang
to ^in++++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah!
! ^zz++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
man ^nn++++=man
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
broad ^jj++++=broad,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
dark ^nn++++=dark,
, ^zz++++=EXTRAWORD
weather ^nn++++=weather-beaten
- ^zz++++=EXTRAWORD
beaten ^jj+atrb++xvbn+=EXTRAWORD
face ^nn++++=face,
, ^zz++++=EXTRAWORD
a ^at++++=a
loose ^jj+atrb+++=loose
turban ^nn++++=turban,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
garments ^nns+nom+++=garments
which ^whp+rel+subj++=which
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
carry ^vbi++++=carry
upon ^in++++=upon
them ^pp3o+pp3+++=them
the ^ati++++=the
dust ^nn++++=dust
of ^in++++=of
countries ^nns++++=countries
beyond ^in++++=beyond
my ^pp$+pp1+++=my
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder
hung ^vbd+++xvbn+=hung
a ^at++++=a
capacious ^jj+atrb+++=capacious
bag ^nn++++=bag;
; ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
hand ^nn++++=hand
he ^pp3a+pp3+++=he
bore ^vbd+++xvbnx+=bore
small ^jj+atrb+++=small
boxes ^nns++++=boxes
of ^in++++=of
grapes ^nns++++=grapes.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
appearance ^nn+nom+++=appearance,
, ^zz++++=EXTRAWORD
framed ^xvbn+++xvbn+=framed
by ^in++++=by
our ^pp$+pp1+++=our
narrow ^jj+atrb+++=narrow
Calcutta ^np++++=Calcutta
lane ^nn++++=lane,
, ^zz++++=EXTRAWORD
suggested ^j+++xvbn+=suggested
mountains ^npl++++=mountains,
, ^zz++++=EXTRAWORD
armed ^jj+atrb++xvbn+=armed
caravans ^nns+nom+++=caravans,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
passes ^nns++++=passes
where ^wrb+who+++=where
a ^at++++=a
misstep ^nn+++??+=misstep
might ^md+pos+++=might
send ^vb++++=send
a ^at++++=a
traveller ^nn+nom+++=traveller
down ^in++++=down
a ^at++++=a
precipice ^nn++++=precipice.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
smiled ^vbd+++xvbnx+=smiled
and ^cc+phrs+++=and
turned ^vbd+++xvbn+=turned
towards ^in++++=towards
our ^pp$+pp1+++=our
door ^nn++++=door,
, ^zz++++=EXTRAWORD
Mini ^np++++=Mini's
's ^$++++=EXTRAWORD
enthusiasm ^nn++++=enthusiasm
vanished ^vbd+++xvbn+=vanished.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
fled ^vbd+++xvbnx+=fled
behind ^rp+pl+++=behind
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
persuaded ^vpbn+vsua++xvbn+=persuaded
that ^tht+vcmp+++=that
the ^ati++++=the
great ^jj+atrb+++=great
bag ^nn++++=bag
contained ^vbd+++xvbn+=contained
not ^xnot++not++=not
raisins ^nns++++=raisins
and ^cc++++=and
almonds ^nns++++=almonds
but ^cc++++=but
an ^at++++=an
assortment ^nn+nom+++=assortment
of ^in++++=of
stolen ^jj+atrb++xvbn+=stolen
children ^nns++++=children,
, ^zz++++=EXTRAWORD
packed ^j+++xvbn+=packed
away ^rp+pl+++=away
without ^in++++=without
demur ^nn++++=demur.
. ^zz++++=EXTRAWORD
The ^ati++++=The
merchant ^nn+nom+++=merchant
came ^vbd+++xvbn+=came
into ^in+ppvb+++=into
the ^ati++++=the
courtyard ^nn++++=courtyard
and ^cc++++=and
saluted ^vbd+++xvbn+=saluted
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
a ^rb++++=a
little ^rb"++++=little
fruit ^nn++++=fruit,
, ^zz++++=EXTRAWORD
partly ^rb+down+++=partly
from ^in++++=from
civility ^nn+nom+++=civility
and ^cc++++=and
partly ^rb+down+++=partly
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
already ^rb++splt++=already
interrupted ^vprf+++xvbnx+=interrupted
my ^pp$+pp1+++=my
hero ^nn++++=hero's
's ^$++++=EXTRAWORD
escape ^nn++++=escape
and ^cc++++=and
I ^pp1a+pp1+++=I
could ^md+pos+++=could
see ^vb+vprv+++=see
no ^at++++=no
advantage ^nn+nom+++=advantage
in ^in++++=in
preserving ^xvbg+++xvbg+=preserving
the ^ati++++=the
remainder ^nn+nom+++=remainder
of ^in++++=of
the ^ati++++=the
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
Kabul ^np++++=Kabul,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
British ^jj+atrb+++=British
frontier ^nn+nom+++=frontier,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
those ^dt+dem+++=those
remote ^jj+atrb+++=remote
northern ^jj+atrb+++=northern
roads ^nns++++=roads
which ^whp+rel+obj++=which
the ^ati++++=the
newspapers ^nns+nom+++=newspapers
alternately ^rb++++=alternately
opened ^vbd+++xvbn+=opened
and ^cc+phrs+++=and
closed ^vbd+++xvbn+=closed
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
requirements ^nns+nom+++=requirements
of ^in++++=of
politics ^nn++++=politics.
. ^zz++++=EXTRAWORD
Meanwhile ^rb++++=Meanwhile
Mini ^np+++??+=Mini
watched ^vbd+++xvbn+=watched
from ^in++++=from
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
eye ^nn++++=eye
visible ^jj++++=visible
beyond ^in++++=beyond
the ^ati++++=the
fold ^nn++++=fold
of ^in++++=of
her ^pp3o+pp3+++=her
mother ^npt++++=mother's
's ^$++++=EXTRAWORD
sari ^nn++++=sari.
. ^zz++++=EXTRAWORD
" ^zz++++="Come,"
come ^vprf+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
to ^to++++=to
fear ^vbi++++=fear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
advanced ^vbd+++xvbnx+=advanced
with ^in++++=with
considerable ^jj+atrb+++=considerable
hesitation ^nn+nom+++=hesitation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
raisins ^nns++++=raisins
and ^cc++++=and
offered ^vwbn+++xvbn+=offered
them ^pp3o+pp3+++=them
to ^in++++=to
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini
retreated ^vwbn+++xvbn+=retreated
at ^rb++++=at
once ^rb"+tm+++=once
and ^cc++++=and
clung ^vpsv++agls+xvbn+=clung
to ^in++++=to
my ^pp$+pp1+++=my
knee ^nn++++=knee.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
first ^rb++++=first
meeting ^nvbg+++xvbg+=meeting.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
days ^nns++++=days
later ^rbr+tm+++=later
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
her ^pp$+pp3+++=her
sitting ^vbg+++xvbg+=sitting
upon ^in++++=upon
a ^at++++=a
low ^jj+atrb+++=low
bench ^nn++++=bench
near ^in+pl+++=near
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
talking ^vbg+++xvbg+=talking
with ^in++++=with
the ^ati++++=the
Cabuliwallah ^np+++??+=Cabuliwallah
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
old ^jj+atrb+++=old
companions ^nns++++=companions
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
separated ^vpsv++by+xvbnx+=separated
by ^in++++=by
an ^at++++=an
unfortunate ^jj+atrb+++=unfortunate
misunderstanding ^nn++++=misunderstanding.
. ^zz++++=EXTRAWORD
Rahmun ^np+++??+=Rahmun
for ^in++++=for
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
name ^nn++++=name
sat ^vbd+++xvbn+=sat
at ^rb++++=at
her ^pp3o+pp3+++=her
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
with ^in++++=with
grave ^jj+atrb+++=grave
attention ^nn+nom+++=attention.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
an ^at++++=an
elephant ^nn+nom+++=elephant
in ^in++++=in
your ^pp$+pp2+++=your
bag ^nn++++=bag,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini
declared ^vbd+vpub++xvbn+=declared.
. ^zz++++=EXTRAWORD
Rahmun ^np+++??+=Rahmun
slapped ^vbd+++xvbn+=slapped
the ^ati++++=the
side ^nn++++=side
of ^in++++=of
his ^pp$+pp3+++=his
empty ^jj+atrb+++=empty
sack ^nn++++=sack.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
very ^ql+amp+++=very
large ^jj+atrb+++=large
elephant ^nn+nom+++=elephant,
, ^zz++++=EXTRAWORD
little ^ap++++=little
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
can ^md+pos+++=can
it ^pp3+it+++=it
fit ^jj++++=fit?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
fold ^nn++++=fold
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
trunk ^nn++++=trunk
too ^ql++++=too?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
trunk ^nn++++=trunk
twice ^rb++++=twice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini
laughed ^vbd+++xvbn+=laughed
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
nearly ^rb+down+++=nearly
fell ^vbd+++xvbn+=fell
from ^in++++=from
the ^ati++++=the
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
Rahmun ^np+++??+=Rahmun
displayed ^vbd+++xvbn+=displayed
his ^pp$+pp3+++=his
great ^jj+atrb+++=great
teeth ^nns++++=teeth
and ^cc++++=and
laughed ^vpsv++agls+xvbn+=laughed
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked,
, ^zz++++=EXTRAWORD
" ^zz++++="Little
little ^ap++++=EXTRAWORD
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
when ^wrb+who+whq++=when
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going
to ^in++++=to
your ^pp$+pp2+++=your
father-in-law ^nn++++=father-in-law's
's ^$++++=EXTRAWORD
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
In ^in++++=In
our ^pp$+pp1+++=our
society ^nn++++=society
a ^at++++=a
child ^nn++++=child
might ^md+pos+++=might
be ^vb+be+aux++=be
promised ^vpsv++agls+xvbnx+=promised
in ^in++++=in
marriage ^nn+nom+++=marriage
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
understood ^vbd+vprv++xvbnx+=understood
the ^ati++++=the
meaning ^jj+++xvbg+=meaning
of ^in++++=of
the ^ati++++=the
promise ^nn++++=promise,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
the ^ati++++=the
expression ^nn++++=expression
itself ^ppl++++=itself
remained ^vbd+++xvbn+=remained
an ^at++++=an
inexhaustible ^jj+atrb+++=inexhaustible
source ^nn++++=source
of ^in++++=of
mirth ^nn++++=mirth.
. ^zz++++=EXTRAWORD
Mini ^np+++??+=Mini,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
only ^rb+down+++=only
that ^dt+dem+++=that
a ^at++++=a
father-in-law ^nn++++=father-in-law's
's ^$++++=EXTRAWORD
house ^nn++++=house
was ^vbd+bedz+vrb++=was
some ^dti++++=some
mysterious ^jj+atrb+++=mysterious
destination ^nn+nom+++=destination
used ^vwbn+++xvbn+=used
by ^in++++=by
adults ^nns++++=adults
to ^to++++=to
embarrass ^vbi++++=embarrass
children ^nns++++=children,
, ^zz++++=EXTRAWORD
replied ^j+++xvbn+=replied
promptly ^rb++++=promptly:
: ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
go ^vb++++=go
to ^in++++=to
your ^pp$+pp2+++=your
father-in-law ^nn++++=father-in-law's
's ^$++++=EXTRAWORD
house ^nn++++=house!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Rahmun ^np+++??+=Rahmun
shook ^vbd+++xvbn+=shook
his ^pp$+pp3+++=his
fist ^nn++++=fist
with ^in++++=with
mock ^vb++++=mock
ferocity ^nn+nom+++=ferocity.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
beat ^vb+++xvbn+=beat
my ^pp$+pp1+++=my
father ^nn++++=father-in-law!"
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
they ^pp3a+pp3+++=they
laughed ^vbd+++xvbnx+=laughed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
small ^jj+atrb+++=small
Bengali ^np+++??+=Bengali
child ^nn++++=child
and ^cc++++=and
the ^ati++++=the
enormous ^jj+atrb+++=enormous
man ^nn++++=man
from ^in++++=from
the ^ati++++=the
mountains ^nns++++=mountains,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
at ^rb++++=at
the ^ati++++=the
window ^nn++++=window
above ^rb++++=above
them ^pp3o+pp3+++=them
and ^cc++++=and
neglected ^jj+atrb++xvbn+=neglected
literature ^nn++++=literature.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
friendship ^nn+nom+++=friendship
soon ^rb+tm+++=soon
became ^vbd+++xvbn+=became
an ^at++++=an
established ^jj+atrb++xvbn+=established
fact ^nn++++=fact.
. ^zz++++=EXTRAWORD
Rahmun ^np+++??+=Rahmun
appeared ^vbd+seem++xvbn+=appeared
every ^at++++=every
morning ^nn++++=morning
when ^wrb+who+++=when
his ^pp$+pp3+++=his
rounds ^nns++++=rounds
brought ^vbd+++xvbn+=brought
him ^pp3o+pp3+++=him
near ^rb++++=near
our ^pp$+pp1+++=our
lane ^nn++++=lane.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
always ^rb++++=always
nuts ^nns++++=nuts
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
for ^in++++=for
Mini ^np+++??+=Mini,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
frequently ^rb++++=frequently
grapes ^nns++++=grapes
or ^cc++++=or
dried ^xvbn+++xvbn+=dried
apricots ^nns+++??+=apricots,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
I ^pp1a+pp1+++=I
repeatedly ^rb++++=repeatedly
instructed ^vbd+++xvbn+=instructed
him ^pp3o+pp3+++=him
not ^xnot++not++=not
to ^in++++=to
purchase ^nn++++=purchase
her ^pp$+pp3+++=her
favour ^nn++++=favour
by ^in++++=by
gifts ^nns++++=gifts.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
day ^nn++++=day
I ^pp1a+pp1+++=I
discovered ^vbd+vprv++xvbnx+=discovered
an ^at++++=an
eight ^cd++++=eight-anna
- ^zz++++=EXTRAWORD
anna ^np++++=EXTRAWORD
bit ^nn++++=bit
in ^in++++=in
Mini ^np++++=Mini's
's ^$++++=EXTRAWORD
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
Cabuliwallah ^np+++??+=Cabuliwallah
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
take ^vb++++=take
money ^nn++++=money
from ^in++++=from
him ^pp3o+pp3+++=him?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
take ^vb++++=take
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
distinction ^nn+nom+++=distinction,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
logically ^rb++++=logically
sound ^jj++++=sound,
, ^zz++++=EXTRAWORD
failed ^vb+++xvbn+=failed
to ^to+vcmp+++=to
satisfy ^vbi++++=satisfy
Mini ^np++++=Mini's
's ^$++++=EXTRAWORD
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
summoned ^vbd+++xvbnx+=summoned
Rahmun ^np+++??+=Rahmun
and ^cc++++=and
demanded ^vbd+vsua++xvbn+=demanded
an ^at++++=an
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
The ^ati++++=The
poor ^jj+atrb+++=poor
man ^nn++++=man
protested ^vbd+vpub++xvbn+=protested
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
paid ^vprf+++xvbnx+=paid
him ^pp3o+pp3+++=him
for ^in++++=for
fruit ^nn++++=fruit
and ^cc++++=and
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
merely ^rb+down+splt++=merely
returned ^vprf+++xvbnx+=returned
the ^ati++++=the
coin ^nn++++=coin
to ^in++++=to
