By ^in++++=By
shelves ^nns++++=shelves
for ^in++++=for
saris ^nns+++??+=saris,
, ^zz++++=EXTRAWORD
two ^cd++++=two
for ^in++++=for
winter ^nn++++=winter
shawls ^nns+++??+=shawls,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
only ^rb+down+++=only
for ^in++++=for
attars ^nns+++??+=attars.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lock ^nn++++=lock
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
Lucknow ^np++++=Lucknow.
. ^zz++++=EXTRAWORD
Believe ^vb+vprv+++=Believe
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
believe ^vb+vprv+++=believe
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
other ^ap++++=other
times ^nns++++=times
the ^ati++++=the
keys ^nns++++=keys
had ^vbd+hvd+aux++=had
belonged ^vprf+++xvbnx+=belonged
to ^in++++=to
a ^at++++=a
granary ^nn+nom+++=granary,
, ^zz++++=EXTRAWORD
a ^at++++=a
courtyard ^nn++++=courtyard
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
a ^at++++=a
room ^nn++++=room
where ^wrb+who+++=where
silver ^nn++++=silver
hookahs ^nns+++??+=hookahs
stood ^vbd+++xvbn+=stood
in ^in++++=in
rows ^nns++++=rows,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
warehouse ^nn++++=warehouse
by ^in++++=by
a ^at++++=a
river ^nn++++=river
whose ^whp+rel+obj++=whose
name ^nn++++=name
changed ^vbd+++xvbn+=changed
with ^in++++=with
the ^ati++++=the
telling ^nn++++=telling.
. ^zz++++=EXTRAWORD
So ^ql++++=So
she ^pp3a+pp3+++=she
garbled ^jj+atrb+++=garbled
details ^nns++++=details.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
contradicted ^vbd+++xvbnx+=contradicted
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
multiplied ^vbd+++xvbnx+=multiplied
servants ^nns+nom+++=servants
and ^cc++++=and
reduced ^xvbn+++xvbn+=reduced
sons ^nns++++=sons,
, ^zz++++=EXTRAWORD
moved ^j+++xvbn+=moved
a ^at++++=a
zamindar ^nn+++??+=zamindar
from ^in++++=from
one ^cd1++++=one
side ^nn++++=side
of ^in++++=of
her ^pp$+pp3+++=her
family ^nn++++=family
to ^in++++=to
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
described ^vbd+++xvbn+=described
marble ^nn++++=marble
floors ^nns++++=floors
in ^in++++=in
a ^at++++=a
district ^nn++++=district
where ^wrb+who+++=where
no ^at++++=no
one ^cd1++++=one
believed ^vbd+vprv+tht0+xvbn+=believed
marble ^nn++++=marble
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
been ^vprf+ben+aux+xvbnx+=been
laid ^vpsv++agls+xvbnx+=laid.
. ^zz++++=EXTRAWORD
The ^ati++++=The
residents ^nns++++=residents
had ^vb+hv+aux++=had
long ^rb++splt++=long
ago ^rb++++=ago
stopped ^vbd+++xvbn+=stopped
correcting ^vbg+++xvbg+=correcting
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
difference ^nn+nom+++=difference
did ^vbd+dod+aux++=did
it ^pp3+it+++=it
make ^vb++++=make
whether ^cs+who+++=whether
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
owned ^vprf+++xvbnx+=owned
forty ^cd++++=forty
goats ^nns++++=goats
or ^cc++++=or
none ^rb++++=none?
? ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
crossed ^vprf+++xvbnx+=crossed
the ^ati++++=the
border ^nn++++=border
after ^in++++=after
Partition ^nn+nom+++=Partition
with ^in++++=with
a ^at++++=a
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
a ^at++++=a
broom ^nn++++=broom,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clothes ^nns++++=clothes
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
husband ^nn++++=husband
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
daughters ^nns+nom+++=daughters
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
land ^nn++++=land,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
there ^ex+pex+++=there
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
land ^nn++++=land,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
elsewhere ^rb++++=elsewhere.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
stories ^nns++++=stories
took ^vbd+++xvbn+=took
the ^ati++++=the
place ^nn++++=place
of ^in++++=of
receipts ^nns++++=receipts.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
morning ^nn++++=morning
she ^pp3a+pp3+++=she
spread ^vbd+++xvbnx+=spread
the ^ati++++=the
bedding ^nn++++=bedding
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
Dawn ^nn++++=Dawn
had ^vbd+hvd+aux++=had
turned ^vprf+++xvbnx+=turned
the ^ati++++=the
city ^nn++++=city
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
watered ^vbd+++xvbn+=watered
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
Crows ^np+++??+=Crows
hopped ^vbd+++xvbn+=hopped
along ^in++++=along
the ^ati++++=the
parapet ^nn+++??+=parapet.
. ^zz++++=EXTRAWORD
From ^in++++=From
nearby ^jjb+atrb+++=nearby
kitchens ^nns++++=kitchens
came ^vbd+++xvbn+=came
the ^ati++++=the
first ^rb++++=first
smells ^nns++++=smells
of ^in++++=of
kerosene ^nn+++??+=kerosene,
, ^zz++++=EXTRAWORD
ginger ^nn++++=ginger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
onions ^nns++++=onions
hitting ^vwbg+++xvbg+=hitting
hot ^jj+atrb+++=hot
oil ^nn++++=oil.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Dalal ^np++++=Dalal,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
up ^rp++++=up
to ^to++++=to
gather ^vbi+vprv+++=gather
yesterday ^nr+tm+++=yesterday's
's ^$++++=EXTRAWORD
laundry ^nn++++=laundry,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
Boori ^np+++??+=Boori
Ma ^npt++++=Ma
beating ^vwbg+++xvbg+=beating
the ^ati++++=the
quilt ^nn++++=quilt
against ^in++++=against
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
scatter ^vb++++=scatter
vermin ^nn++++=vermin
everywhere ^rb++++=everywhere."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
vermin ^nn++++=vermin
are ^vb+ber+vrb++=are
already ^rb++++=already
everywhere ^rb++++=everywhere.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+aux++=have
eaten ^vprf+++xvbnx+=eaten
me ^pp1o+pp1+++=me
like ^in++++=like
a ^at++++=a
festival ^nn+nom+++=festival
meal ^nn++++=meal."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Dalal ^np++++=Dalal
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
quilt ^nn++++=quilt
without ^in++++=without
touching ^xvbg+++xvbg+=touching
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
soft ^jj++++=soft-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
woman ^nn++++=woman
with ^in++++=with
polished ^jj+atrb+++=polished
toenails ^nns+++??+=toenails
and ^cc++++=and
a ^at++++=a
habit ^nn++++=habit
of ^in++++=of
speaking ^xvbg+++xvbg+=speaking
kindly ^rb++++=kindly
when ^wrb+who+++=when
no ^at++++=no
one ^cd1++++=one
else ^rb+cnj+++=else
was ^vbd+bedz+aux++=was
present ^vb++++=present.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
must ^md+nec+++=must
be ^vb+be+aux++=be
thrown ^vpsv++agls+xvbnx+=thrown
out ^rb+phrv+++=out."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thrown
thrown ^vwbn+++xvbn+=EXTRAWORD
out ^rb+phrv+++=out?
? ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
my ^pp$+pp1+++=my
bedding ^nn++++=bedding
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
fine ^jj++++=fine
that ^tht+jcmp+++=that
a ^at++++=a
rose ^nn+++xvbn+=rose
petal ^jj++++=petal
could ^md+pos+++=could
bruise ^vb++++=bruise
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
let ^vb+++xvbn+=let
the ^ati++++=the
rose ^nn+++xvbn+=rose
petals ^nns++++=petals
sleep ^nn++++=sleep
on ^in++++=on
this ^dt+pdem+++=this."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Dalal ^np++++=Dalal
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
quilt ^nn++++=quilt
with ^in++++=with
two ^cd++++=two
fingers ^nns+nom+++=fingers
and ^cc++++=and
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it
over ^in++++=over
the ^ati++++=the
parapet ^nn+++??+=parapet.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
landed ^vbd+++xvbn+=landed
in ^in++++=in
the ^ati++++=the
lane ^nn++++=lane,
, ^zz++++=EXTRAWORD
startling ^jj++++=startling
a ^at++++=a
dog ^nn++++=dog.
. ^zz++++=EXTRAWORD
Boori ^np+++??+=Boori
Ma ^npt++++=Ma
stared ^vbd+++xvbn+=stared
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
am ^vb+bem+aux++=am
I ^pp1a+pp1+++=I
to ^to++++=to
sleep ^vbi++++=sleep
on ^in+strn+++=on?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dalal ^np++++=Dalal
receives ^vbz++++=receives
his ^pp$+pp3+++=his
promotion ^nn+nom+++=promotion,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
are ^vb+ber+aux++=are
going ^vbg+++xvbgx+=going
to ^in++++=to
Simla ^np+++??+=Simla.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
bring ^vb++++=bring
you ^pp2+pp2+++=you
a ^at++++=a
blanket ^nn++++=blanket.
. ^zz++++=EXTRAWORD
A ^at++++=A
thick ^jj+atrb+++=thick
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Also ^rb++++=Also
perhaps ^rb++++=perhaps
a ^at++++=a
cotton ^nn++++=cotton
mattress ^nns+nom+++=mattress."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
promise ^nn++++=promise?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
promise ^nn++++=promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
blanket ^nn++++=blanket
with ^in++++=with
a ^at++++=a
satin ^nn++++=satin
border ^nn++++=border?"
? ^zz++++=EXTRAWORD
