There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
one ^pn++++=one
of ^in++++=of
steady ^jj+atrb+++=steady
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
cheerful ^jj+atrb+++=cheerful
patter ^nn++++=patter
which ^whp+rel+subj++=which
encourages ^nns+nom+++=encourages
sleep ^nn++++=sleep
and ^cc++++=and
improves ^vbz++++=improves
the ^ati++++=the
mushrooms ^nns++++=mushrooms,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
a ^at++++=a
deliberate ^jj+atrb+++=deliberate,
, ^zz++++=EXTRAWORD
official ^jj+atrb+++=official
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
Department ^nn+nom+++=Department
of ^in++++=of
Rivers ^nns++++=Rivers
had ^vbd+hvd+aux++=had
resolved ^vprf+++xvbnx+=resolved
to ^to+vcmp+++=to
increase ^vbi++++=increase
its ^pp$+it+++=its
output ^nn++++=output
before ^in++++=before
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
fiscal ^jj+atrb+++=fiscal
year ^nn++++=year.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
beat ^vbd+++xvbn+=beat
upon ^in++++=upon
the ^ati++++=the
camp ^nn++++=camp
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
drummed ^j+++xvbn+=drummed
on ^in++++=on
the ^ati++++=the
birches ^nns++++=birches,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vbd+++xvbn+=filled
the ^ati++++=the
darkness ^nns+nom+++=darkness
with ^in++++=with
a ^at++++=a
thousand ^cd++++=thousand
runnels ^nns+++??+=runnels.
. ^zz++++=EXTRAWORD
Ferdinand ^np++++=Ferdinand
listened ^vbd+++xvbn+=listened
to ^in++++=to
it ^pp3+it+++=it
from ^in++++=from
his ^pp$+pp3+++=his
blanket ^nn++++=blanket
and ^cc++++=and
remarked ^vprf+++xvbn+=remarked
at ^rb++++=at
intervals ^nns+nom+++=intervals,
, ^zz++++=EXTRAWORD
" ^zz++++="Beaucoup
beaucoup ^&fw++++=EXTRAWORD
d ^zz++++=d'eau
'eau ^nn+++??+=EXTRAWORD
demain ^nn+++??+=demain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
slept ^vbd+++xvbnx+=slept
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
transferred ^vbd+++xvbn+=transferred
the ^ati++++=the
responsibility ^nn+nom+++=responsibility
to ^to+ncmp+++=to
Providence ^nn+nom++??+=Providence.
. ^zz++++=EXTRAWORD
At ^rb++++=At
dawn ^nn++++=dawn
the ^ati++++=the
clouds ^nns++++=clouds
withdrew ^vbd+++xvbn+=withdrew,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
the ^ati++++=the
whole ^jj+atrb+++=whole
country ^nn++++=country
washed ^vwbn+++xvbn+=washed
and ^cc++++=and
brilliant ^jj++++=brilliant.
. ^zz++++=EXTRAWORD
Crimson ^np+++??+=Crimson
maples ^vbz+++??+=maples
flamed ^vbd+++xvbn+=flamed
along ^in++++=along
the ^ati++++=the
hillsides ^nns++++=hillsides;
; ^zz++++=EXTRAWORD
the ^ati++++=the
spruces ^nn++++=spruces
stood ^vbd+++xvbn+=stood
dark ^jj++++=dark
and ^cc+phrs+++=and
solemn ^jj++++=solemn
among ^in++++=among
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
twig ^nn++++=twig
carried ^vbd+++xvbn+=carried
a ^at++++=a
drop ^vb++++=drop
that ^dt+dem+++=that
burned ^jj+++xvbn+=burned
for ^in++++=for
a ^at++++=a
moment ^nn++++=moment
like ^in++++=like
a ^at++++=a
diamond ^nn++++=diamond
before ^in++++=before
falling ^xvbg+++xvbg+=falling
into ^in++++=into
the ^ati++++=the
soaked ^jj+atrb++xvbn+=soaked
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
had ^vb+hv+aux++=had
that ^dt+dem+++=that
sharpened ^vprf+++xvbn+=sharpened
sweetness ^nns+nom+++=sweetness
of ^in++++=of
a ^at++++=a
northern ^jj+atrb+++=northern
autumn ^nn++++=autumn
which ^whp+rel+subj++=which
makes ^vbz++++=makes
a ^at++++=a
man ^nn++++=man
think ^vb+vprv+++=think
noble ^jj+atrb+++=noble
thoughts ^nns++++=thoughts
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
discovers ^nns+nom+++=discovers
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
boots ^nns++++=boots
are ^vb+ber+vrb++=are
wet ^jj+pred+++=wet.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
reached ^vbd+++xvbn+=reached
the ^ati++++=the
pool ^nn++++=pool
shortly ^rb+tm+++=shortly
after ^cs+sub+++=after
eight ^cd++++=eight
and ^cc++++=and
found ^vbd+vprv++xvbn+=found
no ^at++++=no
pool ^nn++++=pool.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^nn++++=river
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
four ^cd++++=four
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
The ^ati++++=The
smooth ^jj+atrb+++=smooth
dark ^jj+atrb+++=dark
basin ^nn++++=basin
in ^in++++=in
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
five ^cd++++=five
fish ^nns++++=fish
during ^in++++=during
the ^ati++++=the
week ^nn++++=week
was ^vbd+bedz+aux++=was
obliterated ^vpsv++agls+xvbnx+=obliterated
beneath ^in+pl+++=beneath
a ^at++++=a
yellow ^nn++++=yellow,
, ^zz++++=EXTRAWORD
furious ^jj+atrb+++=furious
torrent ^nn++++=torrent.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
rushed ^vbd+++xvbn+=rushed
over ^in++++=over
the ^ati++++=the
ledges ^nns+++??+=ledges,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
the ^ati++++=the
alders ^nn++++=alders,
, ^zz++++=EXTRAWORD
tore ^j+++xvbn+=tore
at ^in++++=at
exposed ^xvbn+++xvbn+=exposed
roots ^nns++++=roots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hurled ^vbd+++xvbn+=hurled
entire ^jjb+atrb+++=entire
trees ^nns++++=trees
downstream ^rb+pl+++=downstream
with ^in++++=with
an ^at++++=an
energy ^nn++++=energy
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
personal ^jj++++=personal.
. ^zz++++=EXTRAWORD
The ^ati++++=The
place ^nn++++=place
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
stood ^vprf+++xvbnx+=stood
the ^ati++++=the
previous ^jj+atrb+++=previous
afternoon ^nn++++=afternoon
was ^vbd+bedz+aux++=was
now ^rn+tm+splt++=now
occupied ^vpsv++by+xvbnx+=occupied
by ^in++++=by
a ^at++++=a
whirlpool ^nn++++=whirlpool
large ^jj++++=large
enough ^qlp++++=enough
to ^to++++=to
transact ^vbi++++=transact
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
Blackwood ^np+++??+=Blackwood
surveyed ^vwbn+++xvbn+=surveyed
it ^pp3+it+++=it
and ^cc++++=and
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Retreat
retreat ^nn++++=EXTRAWORD
in ^in++++=in
good ^jj+atrb+++=good
order ^nn++++=order."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ferdinand ^np++++=Ferdinand
shrugged ^vbd+++xvbn+=shrugged.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
fish ^nns++++=fish
to ^to++++=to-day,
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++0=m'sieu'."
sieu ^nn+++??+=EXTRAWORD
'." ^nn+++??+=EXTRAWORD
Now ^rn+tm+++=Now
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
not ^xnot++not++=not
naturally ^rb++++=naturally
despondent ^jj++++=despondent.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
acquire ^vb++++=acquire
despondency ^nn++++=despondency
only ^rb+down+++=only
under ^in++++=under
special ^jj+atrb+++=special
circumstances ^nns+nom+++=circumstances
and ^cc++++=and
then ^rn+tm+++=then
display ^vb++++=display
it ^pp3+it+++=it
with ^in++++=with
unusual ^jj+atrb+++=unusual
completeness ^nns+nom+++=completeness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^rb++++=last
day ^nn++++=day
of ^in++++=of
a ^at++++=a
fishing ^jj+atrb++xvbg+=fishing
season ^nn++++=season
is ^vbz+bez+vrb++=is
such ^abl++++=such
a ^at++++=a
circumstance ^nn+nom+++=circumstance.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+vrb++=has
the ^ati++++=the
melancholy ^nn++++=melancholy
of ^in++++=of
Sunday ^nr++++=Sunday
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
the ^ati++++=the
final ^jj+atrb+++=final
act ^nn++++=act
of ^in++++=of
a ^at++++=a
tragedy ^nn++++=tragedy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
closing ^jj+++xvbg+=closing
of ^in++++=of
a ^at++++=a
bank ^nn++++=bank
at ^rb++++=at
which ^whp+who+++=which
one ^cd1++++=one
has ^vbz+hvz+aux++=has
neglected ^vprf+++xvbnx+=neglected
to ^in++++=to
cash ^nn++++=cash
a ^at++++=a
cheque ^nn++++=cheque.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
upon ^in++++=upon
a ^at++++=a
wet ^jj+atrb+++=wet
stone ^nn++++=stone
and ^cc++++=and
contemplated ^vbd+++xvbn+=contemplated
the ^ati++++=the
river ^nn++++=river
with ^in++++=with
bitterness ^nns+nom+++=bitterness.
. ^zz++++=EXTRAWORD
Ferdinand ^np++++=Ferdinand
and ^cc++++=and
Blackwood ^np+++??+=Blackwood
went ^vbd+++xvbn+=went
upstream ^rb+pl+++=upstream
to ^to++++=to
examine ^vbi++++=examine
a ^at++++=a
smaller ^nn++++=smaller
reach ^vb++++=reach.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+vrb++=did
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believe ^vb+vprv+++=believe,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
from ^in++++=from
hope ^nn++++=hope
than ^in++++=than
from ^in++++=from
reluctance ^nn+nom+++=reluctance
to ^to+ncmp+++=to
remain ^vbi++++=remain
near ^in+pl+++=near
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
A ^at++++=A
disappointed ^jj+atrb++xvbn+=disappointed
angler ^nn++++=angler
should ^md+nec+++=should
either ^dtx++++=either
be ^vb+be+aux++=be
left ^vpsv++agls+xvbnx+=left
alone ^rb++++=alone
or ^cc++++=or
placed ^vpsv++agls+xvbn+=placed
in ^in++++=in
charge ^in"++++=charge
of ^in"++++=of
a ^at++++=a
competent ^jj+atrb+++=competent
nurse ^nn++++=nurse.
. ^zz++++=EXTRAWORD
For ^in++++=For
twenty ^cd++++=twenty
minutes ^nns++++=minutes
I ^pp1a+pp1+++=I
watched ^vbd+++xvbnx+=watched
the ^ati++++=the
flood ^nn++++=flood.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
far ^rb+pl+++=far
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
torrent ^nn++++=torrent,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
a ^at++++=a
submerged ^jj+++xvbn+=submerged
rock ^npl++++=rock
divided ^vwbn+++xvbn+=divided
the ^ati++++=the
current ^nn++++=current,
, ^zz++++=EXTRAWORD
something ^pn++++=something
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
nervous ^jj+atrb+++=nervous
flick ^nn++++=flick
of ^in++++=of
a ^at++++=a
small ^jj+atrb+++=small
trout ^nn++++=trout,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
the ^ati++++=the
heavy ^jj+atrb+++=heavy
roll ^nn++++=roll
of ^in++++=of
a ^at++++=a
log ^&fo++++=log.
. ^zz++++=EXTRAWORD
A ^at++++=A
broad ^jj+atrb+++=broad
silver ^nn++++=silver
side ^nn++++=side
turned ^vbd+++xvbn+=turned
in ^rb+phrv+++=in
the ^ati++++=the
tea ^nn++++=tea-coloured
- ^zz++++=EXTRAWORD
coloured ^jj+atrb++xvbn+=EXTRAWORD
water ^nn++++=water;
; ^zz++++=EXTRAWORD
a ^at++++=a
tail ^nn++++=tail
as ^in++++=as
wide ^jj++++=wide
as ^ql++++=as
my ^pp$+pp1+++=my
hand ^nn++++=hand
struck ^vbd+++xvbn+=struck
the ^ati++++=the
surface ^nn++++=surface;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fish ^nn++++=fish
sank ^vbd+++xvbn+=sank
behind ^in+pl+++=behind
the ^ati++++=the
rock ^nn++++=rock.
. ^zz++++=EXTRAWORD
At ^rb++++=At
once ^rb"+tm+++=once
the ^ati++++=the
landscape ^nn++++=landscape
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
river ^nn++++=river,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
an ^at++++=an
insult ^nn++++=insult,
, ^zz++++=EXTRAWORD
became ^j+++xvbn+=became
a ^at++++=a
problem ^nn++++=problem.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
had ^vb+hv+aux++=had
not ^xnot++not++=not
ruined ^vbd+++xvbn+=ruined
the ^ati++++=the
day ^nn++++=day;
; ^zz++++=EXTRAWORD
it ^pp3+it+++=it
had ^vb+hv+aux++=had
merely ^rb+down+splt++=merely
arranged ^vprf+++xvbnx+=arranged
a ^at++++=a
test ^nn++++=test
of ^in++++=of
character ^nn+nom+++=character,
, ^zz++++=EXTRAWORD
skill ^nn++++=skill,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
foolhardiness ^nns+nom+++=foolhardiness,
, ^zz++++=EXTRAWORD
three ^cd++++=three
qualities ^nns+nom+++=qualities
between ^in++++=between
which ^whp+rel+pied++=which
the ^ati++++=the
enthusiastic ^jj+atrb+++=enthusiastic
angler ^nn++++=angler
makes ^vbz++++=makes
very ^ql+amp+++=very
little ^ap++++=little
distinction ^nn+nom+++=distinction.
. ^zz++++=EXTRAWORD
The ^ati++++=The
salmon ^nn++++=salmon
lay ^vbd+++xvbn+=lay
perhaps ^rb++++=perhaps
sixty ^cd++++=sixty
yards ^nns++++=yards
below ^rb++++=below
me ^pp1o+pp1+++=me
and ^cc++++=and
thirty ^cd++++=thirty
yards ^nns++++=yards
from ^in++++=from
the ^ati++++=the
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
us ^pp1o+pp1+++=us
rose ^vbd+++xvbn+=rose
a ^at++++=a
cliff ^nn++++=cliff,
, ^zz++++=EXTRAWORD
steep ^jj++++=steep,
, ^zz++++=EXTRAWORD
damp ^nn++++=damp,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ornamented ^vpsv++agls+xvbn+=ornamented
with ^in++++=with
shrubs ^nns++++=shrubs
apparently ^rb++++=apparently
designed ^vbd+++xvbn+=designed
to ^to+vcmp+++=to
come ^vbi++++=come
loose ^jj++++=loose
when ^wrb+who+++=when
grasped ^vprf+++xvbn+=grasped.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
cliff ^nn++++=cliff
the ^ati++++=the
flood ^nn++++=flood
ran ^vbd+++xvbn+=ran
close ^jj++++=close
and ^cc+phrs+++=and
deep ^jj++++=deep.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it
a ^at++++=a
fallen ^vprf+++xvbn+=fallen
spruce ^jj++++=spruce
stretched ^jj+++xvbn+=stretched
diagonally ^rb++++=diagonally
from ^in++++=from
the ^ati++++=the
shore ^nn++++=shore
toward ^in++++=toward
a ^at++++=a
narrow ^jj+atrb+++=narrow
shelf ^nn++++=shelf
of ^in++++=of
rock ^nn++++=rock.
. ^zz++++=EXTRAWORD
The ^ati++++=The
butt ^nn++++=butt
was ^vbd+bedz+aux++=was
wedged ^vpsv++agls+xvbnx+=wedged
between ^in++++=between
two ^cd++++=two
boulders ^nns+nom+++=boulders,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
upper ^nn++++=upper
end ^vb++++=end
moved ^vbd+++xvbn+=moved
in ^in++++=in
the ^ati++++=the
current ^nn++++=current
with ^in++++=with
the ^ati++++=the
slow ^jj++++=slow,
, ^zz++++=EXTRAWORD
comfortable ^jj++++=comfortable
wallowing ^jj+++xvbg+=wallowing
of ^in++++=of
a ^at++++=a
playful ^jj+atrb+++=playful
hippopotamus ^nns+++??+=hippopotamus.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
shelf ^nn++++=shelf,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
calculated ^vbd+vprv++xvbnx+=calculated,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
might ^md+pos+++=might
cast ^vb+++xvbn+=cast
to ^in++++=to
the ^ati++++=the
fish ^nn++++=fish.
. ^zz++++=EXTRAWORD
Precipitation ^nn+nom+++=Precipitation
is ^vbz+bez+vrb++=is
a ^at++++=a
fault ^nn++++=fault.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
deliberation ^nn+nom+++=deliberation,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
person ^nn++++=person
of ^in++++=of
precipitate ^nn+nom+++=precipitate
disposition ^nn+nom+++=disposition,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
vice ^nn++++=vice.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
therefore ^rb+cnj+++=therefore
considered ^vbd+vprv++xvbn+=considered
the ^ati++++=the
matter ^nn++++=matter
carefully ^rb++++=carefully
for ^in++++=for
nearly ^rb+down+++=nearly
half ^rb++++=half
a ^at++++=a
minute ^nn++++=minute
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
climb ^vbi++++=climb.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^rb++++=first
twenty ^cd++++=twenty
feet ^nns++++=feet
were ^vbd+bed+vrb++=were
easy ^jj+pred+++=easy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
twenty ^cd++++=twenty
induced ^vwbn+++xvbn+=induced
a ^at++++=a
warmer ^jjr+atrb+++=warmer
appreciation ^nn+nom+++=appreciation
of ^in++++=of
level ^nn++++=level
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
edged ^vbd+++xvbnx+=edged
along ^in++++=along
cracks ^nns++++=cracks,
, ^zz++++=EXTRAWORD
embraced ^j+++xvbn+=embraced
a ^at++++=a
cedar ^nn++++=cedar,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entrusted ^vbd+++xvbn+=entrusted
my ^pp$+pp1+++=my
weight ^nn++++=weight
successively ^rb++++=successively
to ^to++++=to
three ^cd++++=three
