By ^in++++=By
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
the ^ati++++=the
good ^jj+atrb+++=good
Robin ^np++++=Robin
Hood ^nn++++=Hood.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
the ^ati++++=the
rugged ^jj+atrb+++=rugged
forest ^nn++++=forest
fellow ^jjb++++=fellow.
. ^zz++++=EXTRAWORD
A ^at++++=A
kind ^rb++++=kind
of ^rb"++++=of
green ^npl++++=green
felt ^vbd+vprv++xvbn+=felt
assistant ^nn+nom+++=assistant-manager
- ^zz++++=EXTRAWORD
manager ^nn++++=EXTRAWORD
elf ^nn+++??+=elf
with ^in++++=with
plastic ^nn++++=plastic
boot ^nn++++=boot
covers ^nns++++=covers
and ^cc++++=and
a ^at++++=a
cap ^nn++++=cap
that ^tht+rel+subj++=that
kept ^vprf+++xvbn+=kept
tipping ^nn++++=tipping
left ^vbd+++xvbn+=left
because ^cs+cos+++=because
the ^ati++++=the
feather ^nn++++=feather
was ^vbd+bedz+vrb++=was
too ^ql++++=too
heavy ^jj++++=heavy.
. ^zz++++=EXTRAWORD
Earlier ^jjr++++=Earlier
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
asked ^vprf+++xvbnx+=asked
Deena ^np+++??+=Deena
from ^in++++=from
Youth ^nn++++=Youth
Choices ^nns++++=Choices
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
could ^md+pos+++=could
remove ^vb++++=remove
the ^ati++++=the
feather ^nn++++=feather.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
feather ^nn++++=feather
reads ^vbz++++=reads
really ^rb+emph+++=really
well ^rb+cnj+++=well,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
From ^in++++=From
where ^wrb+who+++=where?
? ^zz++++=EXTRAWORD
From ^in++++=From
outer ^jjb+atrb+++=outer
space ^nn++++=space?
? ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
he ^pp3a+pp3+++=he
waited ^vbd+++xvbnx+=waited
behind ^in+pl+++=behind
a ^at++++=a
paper ^nn++++=paper
screen ^nn++++=screen
with ^in++++=with
the ^ati++++=the
other ^ap++++=other
businessmen ^nns++++=businessmen
while ^cs+sub+++=while
the ^ati++++=the
Mc ^nnu++++=MC,
, ^zz++++=EXTRAWORD
Lenny ^np+++??+=Lenny
Dace ^np+++??+=Dace,
, ^zz++++=EXTRAWORD
explained ^j+++xvbn+=explained
into ^in++++=into
a ^at++++=a
squealing ^nn+nom+++=squealing
microphone ^nn++++=microphone
that ^tht+rel+obj++=that
the ^ati++++=the
community ^nn+nom+++=community
had ^vb+hv+vrb++=had
" ^zz++++="literally
literally ^rb++++=EXTRAWORD
assembled ^jj+++xvbn+=assembled
in ^in++++=in
one ^cd1++++=one
room ^nn++++=room
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
businessmen ^nns++++=businessmen
shifted ^vbd+++xvbn+=shifted
and ^cc+phrs+++=and
checked ^vbd+++xvbn+=checked
their ^pp$+pp3+++=their
phones ^nns++++=phones.
. ^zz++++=EXTRAWORD
Hal ^np++++=Hal
Brister ^np+nom++??+=Brister
of ^in++++=of
Brister ^np+nom++??+=Brister
Chevrolet ^np+nom++??+=Chevrolet
wore ^vbd+++xvbn+=wore
a ^at++++=a
cowboy ^nn++++=cowboy
coat ^nn++++=coat
with ^in++++=with
fringe ^nn++++=fringe.
. ^zz++++=EXTRAWORD
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Wimsatt ^np++++=Wimsatt,
, ^zz++++=EXTRAWORD
orthodontist ^nn+nom+++=orthodontist,
, ^zz++++=EXTRAWORD
wore ^j+++xvbn+=wore
a ^at++++=a
white ^jj+atrb+++=white
naval ^jj+atrb+++=naval
uniform ^nn++++=uniform.
. ^zz++++=EXTRAWORD
Dale ^nn++++=Dale
Donfrey ^np+++??+=Donfrey,
, ^zz++++=EXTRAWORD
owner ^nn++++=owner
of ^in++++=of
Donfrey ^np+++??+=Donfrey
Flooring ^np+++??+=Flooring,
, ^zz++++=EXTRAWORD
wore ^j+++xvbn+=wore
a ^at++++=a
tuxedo ^nn++++=tuxedo
with ^in++++=with
red ^jj+atrb+++=red
sneakers ^nns+nom+++=sneakers
and ^cc++++=and
somehow ^rb++++=somehow
looked ^vbd+++xvbn+=looked
natural ^jj++++=natural,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
tuxedos ^nns++++=tuxedos
with ^in++++=with
red ^jj+atrb+++=red
sneakers ^nns+nom+++=sneakers
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
invented ^vpsv++agls+xvbnx+=invented
specifically ^rb++++=specifically
to ^to++++=to
permit ^vbi++++=permit
him ^pp3o+pp3+++=him
to ^to++++=to
stand ^vbi++++=stand
around ^rp++++=around
being ^vbg+beg++xvbg+=being
tan ^nn++++=tan.
. ^zz++++=EXTRAWORD
Al ^np++++=Al
hated ^vbd+++xvbn+=hated
Donfrey ^np+++??+=Donfrey
only ^rb+down+++=only
in ^in++++=in
the ^ati++++=the
social ^jj+atrb+++=social
sense ^nn++++=sense.
. ^zz++++=EXTRAWORD
Personally ^rb++++=Personally?
? ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
barely ^rb+down+++=barely
knew ^vbd+vprv++xvbn+=knew
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Had ^vb+hv+aux++=Had
once ^rb+tm+splt++=once
sold ^vprf+++xvbnx+=sold
him ^pp3o+pp3+++=him
a ^at++++=a
brass ^nn++++=brass
umbrella ^nn++++=umbrella
stand ^vb++++=stand.
. ^zz++++=EXTRAWORD
Donfrey ^np+++??+=Donfrey
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="Great
great ^jj++++=EXTRAWORD
little ^ap++++=little
place ^nn++++=place
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
got ^vprf+++xvbnx+=got,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
while ^cs+sub+++=while
looking ^vbg+++xvbg+=looking
around ^rp++++=around
in ^in++++=in
the ^ati++++=the
careful ^jj+atrb+++=careful
way ^nn++++=way
successful ^jj+atrb+++=successful
people ^nns++++=people
looked ^vbd+++xvbn+=looked
at ^rb++++=at
unsuccessful ^jj+atrb+++=unsuccessful
places ^nns++++=places,
, ^zz++++=EXTRAWORD
mentally ^rb++++=mentally
estimating ^vbg+++xvbg+=estimating
how ^wrb+who+++=how
long ^rb++++=long
until ^in++++=until
liquidation ^nn+nom+++=liquidation.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
made ^vprf+++xvbn+=made
a ^at++++=a
place ^nn++++=place
little ^jj++++=little?
? ^zz++++=EXTRAWORD
Square ^nn++++=Square
footage ^nn+nom+++=footage?
? ^zz++++=EXTRAWORD
Revenue ^nn++++=Revenue?
? ^zz++++=EXTRAWORD
Dreams ^nns++++=Dreams?
? ^zz++++=EXTRAWORD
Al ^np++++=Al's
's ^$++++=EXTRAWORD
shop ^nn++++=shop
had ^vb+hv+vrb++=had
four ^cd++++=four
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
technically ^rb++++=technically
five ^cd++++=five
if ^cs+cnd+++=if
the ^ati++++=the
rear ^jjb+atrb+++=rear
office ^nn++++=office
was ^vbd+bedz+aux++=was
counted ^vpsv++agls+xvbnx+=counted,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
it ^pp3+it+++=it
should ^md+nec+++=should
be ^vb+be+vrb++=be,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
human ^jj+atrb+++=human
effort ^nn++++=effort
suddenly ^rb++++=suddenly
did ^vbd+dod+aux++=did
not ^xnot++not++=not
count ^vb++++=count.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
helped ^vprf+++xvbnx+=helped
choose ^vb++++=choose
the ^ati++++=the
wallpaper ^nn+nom+++=wallpaper
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
room ^nn++++=room.
. ^zz++++=EXTRAWORD
Mag ^np++++=Mag
had ^vbd+hvd+aux++=had
painted ^vprf+++xvbnx+=painted
the ^ati++++=the
sign ^nn++++=sign.
. ^zz++++=EXTRAWORD
The ^ati++++=The
letters ^nns+nom+++=letters
leaned ^vbd+++xvbn+=leaned,
, ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
they ^pp3a+pp3+++=they
leaned ^vbd+++xvbnx+=leaned
enthusiastically ^rb++++=enthusiastically.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
the ^ati++++=the
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
Hal ^np++++=Hal
Brister ^np+nom++??+=Brister
slapped ^vbd+++xvbn+=slapped
Donfrey ^np++++=Donfrey's
's ^$++++=EXTRAWORD
shoulder ^nn+nom+++=shoulder.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
going ^vbg+++xvbgx+=going
for ^in+ppvb+++=for
five ^cd++++=five
hundred ^cd++++=hundred
minimum ^nn++++=minimum."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
hundred ^cd++++=hundred
to ^to++++=to
make ^vbi++++=make
me ^pp1o+pp1+++=me
eat ^vb++++=eat
chicken ^nn++++=chicken
with ^in++++=with
somebody ^pn++++=somebody?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Donfrey ^np+++??+=Donfrey
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
Laughter ^nn+nom+++=Laughter.
. ^zz++++=EXTRAWORD
Effortless ^jj+atrb+++=Effortless
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boys ^nns++++=boys.
. ^zz++++=EXTRAWORD
Al ^&fw++++=Al
looked ^vbd+++xvbn+=looked
down ^rp++++=down
at ^rb++++=at
his ^pp$+pp3+++=his
tunic ^nn++++=tunic.
. ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
his ^pp$+pp3+++=his
stomach ^nn++++=stomach
ran ^vbd+++xvbn+=ran
a ^at++++=a
wide ^jj+atrb+++=wide
fake ^nn++++=fake-leather
- ^zz++++=EXTRAWORD
leather ^nn++++=EXTRAWORD
belt ^nn++++=belt.
. ^zz++++=EXTRAWORD
The ^ati++++=The
buckle ^nn++++=buckle
was ^vbd+bedz+vrb++=was
already ^rb++++=already
peeling ^nn+nom+++=peeling,
, ^zz++++=EXTRAWORD
showing ^vbg+vprv++xvbg+=showing
white ^jj++++=white
beneath ^in+pl+++=beneath
the ^ati++++=the
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
De ^&fw++++=De-kingifying
- ^zz++++=EXTRAWORD
kingifying ^jj+++xvbg+=EXTRAWORD
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
De ^&fw++++=De-thief-of-Sherwood-ifying
- ^zz++++=EXTRAWORD
thief ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
of ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
sherwood ^np++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ifying ^jj+++xvbg+=EXTRAWORD
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Turning ^nvbg+++xvbg+=Turning
him ^pp3o+pp3+++=him
into ^in++++=into
the ^ati++++=the
guy ^np++++=guy
who ^whp+rel+subj++=who
cleaned ^vbd+++xvbn+=cleaned
up ^rb+phrv+++=up
after ^in+ppvb+++=after
Robin ^np++++=Robin
Hood ^np++++=Hood's
's ^$++++=EXTRAWORD
horse ^nn++++=horse.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
okay ^rb+cnj+++=okay,
, ^zz++++=EXTRAWORD
Al ^&fw++++=Al?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Dr ^npt++++=Dr.
. ^zz++++=EXTRAWORD
Wimsatt ^np++++=Wimsatt.
. ^zz++++=EXTRAWORD
" ^zz++++="Excellent,"
excellent ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Al ^&fw++++=Al
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Just
just ^rb+emph+++=EXTRAWORD
centering ^jj+++xvbg+=centering."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Was ^vbd+bedz+vrb++=Was
he ^pp3a+pp3+++=he
nervous ^jj++++=nervous?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
nervous ^jj++++=nervous.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
before ^in++++=before
crowds ^nns++++=crowds.
. ^zz++++=EXTRAWORD
In ^in++++=In
eighth ^od++++=eighth
grade ^nn++++=grade
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done
a ^at++++=a
monologue ^nn+++??+=monologue
from ^in++++=from
The ^ati++++=The
Diary ^nn++++=Diary
of ^in++++=of
Anne ^np++++=Anne
Frank ^np++++=Frank.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
Anne ^np++++=Anne's
's ^$++++=EXTRAWORD
monologue ^nn+++??+=monologue,
, ^zz++++=EXTRAWORD
obviously ^rb+amp+++=obviously.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Dussel ^np++++=Dussel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
received ^vprf+++xvbnx+=received
sustained ^vbd+++xvbn+=sustained
applause ^nn++++=applause,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Mom ^np+++??+=Mom
later ^rbr+tm+++=later
admitted ^vbd+vpub+tht0+xvbn+=admitted
she ^pp3a+pp3+++=she
started ^vbd+++xvbnx+=started
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
did ^vbd+dod+aux++=did
not ^xnot++not++=not
invalidate ^nn+nom+++=invalidate
the ^ati++++=the
rest ^nn++++=rest.
. ^zz++++=EXTRAWORD
Somebody ^pn++++=Somebody
always ^rb++++=always
started ^vbd+++xvbn+=started
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
Onstage ^np+nom++??+=Onstage
Lenny ^np+++??+=Lenny
Dace ^np+++??+=Dace
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
remember ^nn+nom+++=remember,
, ^zz++++=EXTRAWORD
folks ^nns++++=folks,
, ^zz++++=EXTRAWORD
every ^at++++=every
dollar ^nn++++=dollar
you ^pp2+pp2+++=you
spend ^vb++++=spend
tonight ^nr+tm+++=tonight
goes ^vbz++++=goes
directly ^rb++++=directly
toward ^in++++=toward
giving ^xvbg+++xvbg+=giving
our ^pp$+pp1+++=our
youth ^nn++++=youth
the ^ati++++=the
tools ^nns++++=tools
to ^to++++=to
literally ^rb++splt++=literally
make ^vbi++++=make
the ^ati++++=the
choices ^nns++++=choices
that ^tht+rel+subj++=that
will ^md+prd+++=will
unlock ^vb++++=unlock
their ^pp$+pp3+++=their
futures ^nns+++??+=futures!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Applause ^nn++++=Applause.
. ^zz++++=EXTRAWORD
" ^zz++++="Youth
youth ^nn++++=EXTRAWORD
cannot ^md+pos+not++=cannot
choose ^vb++++=choose,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lenny ^np+++??+=Lenny
continued ^vbd+++xvbn+=continued,
, ^zz++++=EXTRAWORD
" ^zz++++="unless
unless ^cs+cnd+++=EXTRAWORD
we ^pp1a+pp1+++=we
choose ^vb++++=choose
to ^to+vcmp+++=to
give ^vbi++++=give
them ^pp3o+pp3+++=them
choice ^nn++++=choice."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
More ^rbr++++=More
applause ^nn++++=applause,
, ^zz++++=EXTRAWORD
less ^rbr++++=less
certain ^jj++++=certain.
. ^zz++++=EXTRAWORD
A ^at++++=A
teenage ^nn++++=teenage
volunteer ^nn+nom+++=volunteer
in ^in++++=in
a ^at++++=a
jailbird ^nn+++??+=jailbird
costume ^nn++++=costume
walked ^vwbn+++xvbn+=walked
by ^in++++=by
carrying ^xvbg+++xvbg+=carrying
a ^at++++=a
tray ^nn++++=tray
of ^in++++=of
raffle ^nn+++??+=raffle
tickets ^nns++++=tickets.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
striped ^jj+atrb+++=striped
cap ^nn++++=cap
said ^vbd+vpub++xvbn+=said
Inmate ^np+++??+=INMATE.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
paper ^nn++++=paper
handcuff ^nn++++=handcuff
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
unstapled ^vbd+++xvbn+=unstapled
and ^cc+phrs+++=and
dragged ^vbd+++xvbn+=dragged
behind ^in+pl+++=behind
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Al ^np++++=Al
had ^vbd+hvd+aux++=had
donated ^vwbn+++xvbn+=donated
a ^at++++=a
Victorian ^jj+atrb+++=Victorian
sewing ^nn++++=sewing
box ^nn++++=box
to ^in++++=to
the ^ati++++=the
silent ^jj+atrb+++=silent
auction ^nn+nom+++=auction.
. ^zz++++=EXTRAWORD
Estimated ^jj+atrb++xvbn+=Estimated
retail ^nn++++=retail
value ^nn++++=value:
: ^zz++++=EXTRAWORD
$ ^zz++++=$275.
275 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Minimum ^jj+atrb+++=Minimum
bid ^nn++++=bid:
: ^zz++++=EXTRAWORD
$ ^zz++++=$40.
40 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
No ^at++++=No
bids ^nns++++=bids
so ^rb++++=so
far ^rb+cnj+++=far,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
people ^nns++++=people
were ^vbd+bed+aux++=were
waiting ^vbg+++xvbgx+=waiting
strategically ^rb++++=strategically.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
knew ^vbd+vprv++xvbnx+=knew
antiques ^nns++++=antiques.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
playing ^vbg+++xvbgx+=playing
it ^pp3+it+++=it
cool ^jj++++=cool.
. ^zz++++=EXTRAWORD
" ^zz++++="Up
up ^rp++++=EXTRAWORD
first ^rb+cnj+++=first,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lenny ^np+++??+=Lenny
cried ^vbd+++xvbn+=cried,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
man ^nn++++=man
who ^whp+rel+subj++=who
puts ^vbz++++=puts
the ^ati++++=the
roar ^nn++++=roar
in ^in++++=in
Brister ^np+nom++??+=Brister
Chevrolet ^np+nom++??+=Chevrolet!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hal ^np++++=Hal
went ^vbd+++xvbn+=went
through ^in++++=through
the ^ati++++=the
screen ^nn++++=screen
opening ^vwbg+++xvbg+=opening,
, ^zz++++=EXTRAWORD
spinning ^vbg+++xvbg+=spinning
finger ^nn++++=finger-guns.
- ^zz++++=EXTRAWORD
guns ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
erupted ^vbd+++xvbn+=erupted.
. ^zz++++=EXTRAWORD
Actual ^jj+atrb+++=Actual
whoops ^nns+++??+=whoops.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
merely ^rb+down+++=merely
clapping ^vbg+++xvbg+=clapping
but ^cc++++=but
table ^nn++++=table-pounding,
- ^zz++++=EXTRAWORD
pounding ^vbg+++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
whistles ^nns++++=whistles,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
yelling ^vwbg+++xvbg+=yelling,
, ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
it ^pp3+it+++=it
off ^in+strn+++=off!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hal ^np++++=Hal
removed ^vwbn+++xvbn+=removed
his ^pp$+pp3+++=his
cowboy ^nn++++=cowboy
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
bowed ^j+++xvbn+=bowed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
did ^vbd+dod+aux++=did
something ^pn++++=something
involving ^vbg+++xvbg+=involving
his ^pp$+pp3+++=his
hips ^nns++++=hips.
. ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
went ^vbd+++xvbn+=went
insane ^jj++++=insane.
. ^zz++++=EXTRAWORD
Al ^&fw++++=Al
smiled ^vbd+++xvbn+=smiled
supportively ^jj++++=supportively
while ^cs+sub+++=while
an ^at++++=an
acid ^nn++++=acid
wind ^nn++++=wind
moved ^vbd+++xvbn+=moved
through ^in++++=through
his ^pp$+pp3+++=his
stomach ^nn++++=stomach.
. ^zz++++=EXTRAWORD
The ^ati++++=The
auctioneer ^nn+nom+++=auctioneer
got ^vbd+++xvbn+=got
Hal ^np++++=Hal
to ^to++++=to
six ^cd++++=six
hundred ^cd++++=hundred
dollars ^nns++++=dollars.
. ^zz++++=EXTRAWORD
Dinner ^nn++++=Dinner,
, ^zz++++=EXTRAWORD
dealership ^nn+nom+++=dealership
tour ^nn++++=tour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
weekend ^nn++++=weekend
convertible ^jj++++=convertible
rental ^jj++++=rental,
, ^zz++++=EXTRAWORD
restrictions ^nns+nom+++=restrictions
applicable ^jj++++=applicable.
. ^zz++++=EXTRAWORD
Hal ^np++++=Hal
returned ^vbd+++xvbn+=returned
behind ^in+pl+++=behind
the ^ati++++=the
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
flushed ^j+++xvbn+=flushed
and ^cc+phrs+++=and
pleased ^jj+++xvbn+=pleased.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
how ^wrb+who+++=how
you ^pp2+pp2+++=you
move ^vb++++=move
the ^ati++++=the
merchandise ^nn++++=merchandise,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
