By ^in++++=By
could ^md+pos+++=could
be ^vb+be+aux++=be
shaped ^vpsv++agls+xvbnx+=shaped
into ^in++++=into
words ^nns++++=words
and ^cc++++=and
so ^ql+emph+++=so
mastered ^jj+++xvbn+=mastered;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
age ^nn++++=age
had ^vbd+hvd+aux++=had
taught ^vprf+++xvbnx+=taught
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
sorrow ^nn++++=sorrow
has ^vbz+hvz+vrb++=has
roots ^nns++++=roots
below ^in+pl+++=below
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
desire ^nn++++=desire,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
find ^vb+vprv+++=find
what ^wdt+who+whcl++=what
it ^pp3+it+++=it
seeks ^vbz++++=seeks
among ^in++++=among
living ^xvbg+++xvbg+=living
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
goes ^vbz++++=goes
searching ^jj+++xvbg+=searching
in ^in++++=in
mist ^nn++++=mist
and ^cc++++=and
running ^jj+atrb++xvbg+=running
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Often ^rb++++=Often
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
crossed ^vbd+++xvbnx+=crossed
a ^at++++=a
lonely ^jj+atrb+++=lonely
place ^nn++++=place,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
feel ^vb+vprv+++=feel
that ^tht+vcmp+++=that
the ^ati++++=the
common ^jj+atrb+++=common
world ^nn++++=world
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
thin ^jj++++=thin
as ^in++++=as
old ^jj+atrb+++=old
cloth ^nn++++=cloth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
a ^at++++=a
brightness ^nns+nom+++=brightness
moved ^vbd+++xvbn+=moved
behind ^in+pl+++=behind
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
a ^at++++=a
yellow ^jj+atrb+++=yellow
moon ^np++++=moon
was ^vbd+bedz+aux++=was
rising ^vbg+++xvbgx+=rising
beyond ^in++++=beyond
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
of ^in++++=of
Slieve ^np+++??+=Slieve
Aughty ^np+++??+=Aughty,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
a ^rb++++=a
little ^rb"++++=little
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
hazel ^np++++=hazel
bushes ^nns++++=bushes
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ash ^nn++++=ash
trees ^nns++++=trees
with ^in++++=with
their ^pp$+pp3+++=their
leaves ^nns++++=leaves
already ^rb++++=already
blackened ^jj++++=blackened
by ^in++++=by
autumn ^nn++++=autumn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
beyond ^in++++=beyond
them ^pp3o+pp3+++=them
a ^at++++=a
brown ^jj+atrb+++=brown
stretch ^nn++++=stretch
of ^in++++=of
bog ^nn++++=bog
leading ^vwbg+++xvbg+=leading
towards ^in++++=towards
a ^at++++=a
lake ^nn++++=lake
without ^in++++=without
a ^at++++=a
house ^nn++++=house
upon ^in++++=upon
its ^pp$+it+++=its
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told
of ^in++++=of
a ^at++++=a
widow ^nn++++=widow
living ^vwbg+++xvbg+=living
in ^in++++=in
a ^at++++=a
townland ^nn+++??+=townland
farther ^rbr++++=farther
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
might ^md+pos+++=might
give ^vb++++=give
him ^pp3o+pp3+++=him
a ^at++++=a
corner ^nn++++=corner
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
path ^nn++++=path
divided ^vwbn+++xvbn+=divided
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
branch ^nn++++=branch
was ^vbd+bedz+vrb++=was
maybe ^rb+hdg+++=maybe
a ^at++++=a
road ^nn++++=road
and ^cc++++=and
maybe ^rb+hdg+++=maybe
the ^ati++++=the
dry ^jj+atrb+++=dry
bed ^nn++++=bed
of ^in++++=of
a ^at++++=a
stream ^nn++++=stream.
. ^zz++++=EXTRAWORD
As ^ql++++=As
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
considering ^vbg+++xvbg+=considering,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
thin ^jj+atrb+++=thin
voice ^nn++++=voice
singing ^vwbg+++xvbg+=singing.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
song ^nn++++=song
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
more ^ql++++=more
songs ^nns++++=songs
than ^in++++=than
any ^dti++++=any
man ^nn++++=man
between ^in++++=between
Galway ^np++++=Galway
and ^cc++++=and
the ^ati++++=the
Shannon ^np+++??+=Shannon.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tune ^nn++++=tune
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
two ^cd++++=two
or ^cc++++=or
three ^cd++++=three
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
words ^nns++++=words
came ^vbd+++xvbn+=came
broken ^vpsv++by+xvbn+=broken
by ^in++++=by
the ^ati++++=the
wind ^nn++++=wind:
: ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
young ^jj+pred+++=young
on ^in++++=on
the ^ati++++=the
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
fair ^jj+pred+++=fair
on ^in++++=on
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
beautiful ^jj+pred+++=beautiful,
, ^zz++++=EXTRAWORD
beautiful ^jj++++=beautiful,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=And
sorrow ^nn++++=sorrow
is ^vbz+bez+vrb++=is
my ^pp$+pp1+++=my
daughter ^nn+nom+++=daughter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
An ^at++++=An
old ^jj+atrb+++=old
woman ^nn++++=woman
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
from ^in++++=from
under ^in++++=under
the ^ati++++=the
hazels ^nns+++??+=hazels.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+aux++=was
bent ^vpsv++agls+xvbnx+=bent
nearly ^rb+down+++=nearly
double ^jj++++=double,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
grey ^np++++=grey
hair ^nn++++=hair
hung ^vbd+++xvbn+=hung
through ^in++++=through
holes ^nns++++=holes
in ^in++++=in
a ^at++++=a
rag ^nn++++=rag
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
shawl ^nn++++=shawl.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
feet ^nns++++=feet
were ^vbd+bed+vrb++=were
bare ^jj+pred+++=bare
and ^cc++++=and
black ^nn++++=black
with ^in++++=with
bog ^nn++++=bog
water ^nn++++=water;
; ^zz++++=EXTRAWORD
one ^cd1++++=one
eye ^nn++++=eye
watered ^vbd+++xvbn+=watered
continually ^rb+cnj+++=continually,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
shone ^vbd+++xvbn+=shone
small ^jj++++=small
and ^cc+phrs+++=and
sharp ^jj++++=sharp
under ^in++++=under
a ^at++++=a
red ^jj+atrb+++=red
lid ^nn++++=lid.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
a ^at++++=a
crooked ^nn++++=crooked
stick ^vb++++=stick,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sack ^nn++++=sack
of ^in++++=of
scraps ^nns++++=scraps
was ^vbd+bedz+aux++=was
tied ^vpsv++agls+xvbnx+=tied
about ^in++++=about
her ^pp$+pp3+++=her
waist ^nn++++=waist.
. ^zz++++=EXTRAWORD
Hanrahan ^np+nom++??+=Hanrahan
knew ^vbd+vprv++xvbn+=knew
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
seen ^vbd+vprv++xvbn+=seen
her ^pp$+pp3+++=her
for ^in++++=for
many ^ap++++=many
years ^nns++++=years.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are
Winny ^np+++??+=Winny
Byrne ^np+++??+=Byrne,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
begged ^jj+++xvbn+=begged
from ^in++++=from
door ^nn++++=door
to ^in++++=to
door ^nn++++=door
before ^rb++++=before
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
a ^at++++=a
white ^jj+atrb+++=white
hair ^nn++++=hair
on ^in++++=on
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lifted ^vbd+++xvbnx+=lifted
her ^pp3o+pp3+++=her
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
her ^pp$+pp3+++=her
face ^vb++++=face
wrinkled ^vwbn+++xvbn+=wrinkled
itself ^ppl++++=itself
into ^in++++=into
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
Winny ^np+++??+=Winny
Byrne ^np+++??+=Byrne
to ^in++++=to
those ^dt+dem+++=those
that ^dt+pdem+++=that
have ^vb+hv+vrb++=have
eyes ^nns++++=eyes
for ^in++++=for
rags ^nns++++=rags,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
young ^jj+pred+++=young
where ^wrb+who+++=where
the ^ati++++=the
leaves ^nns++++=leaves
never ^rb++++=never
fall ^nn++++=fall.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
beautiful ^jj+pred+++=beautiful,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
beautiful ^jj+pred+++=beautiful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nns++++=people
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
Sidhe ^np+++??+=Sidhe
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
wits ^nns++++=wits
one ^cd1++++=one
May ^md+pos+++=May
Eve ^vb++++=Eve,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
she ^pp3a+pp3+++=she
slept ^vbd+++xvbnx+=slept
inside ^jjb++++=inside
a ^at++++=a
ring ^nn++++=ring
of ^in++++=of
thorn ^nn++++=thorn
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
a ^at++++=a
music ^nn++++=music
into ^in++++=into
the ^ati++++=the
mountain ^nn++++=mountain
and ^cc++++=and
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
back ^jjb++++=back
before ^in++++=before
morning ^nn++++=morning
old ^jj++++=old
and ^cc+phrs+++=and
withered ^jj+++xvbn+=withered,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
smooth ^jj++++=smooth-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
girl ^nn++++=girl
at ^in++++=at
sunset ^nn++++=sunset.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
always ^rb++splt++=always
been ^vprf+ben+aux+xvbnx+=been
crazed ^vwbn+++xvbn+=crazed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
poverty ^nn++++=poverty
puts ^vbz++++=puts
stranger ^jjr+atrb+++=stranger
thoughts ^nns++++=thoughts
into ^in++++=into
the ^ati++++=the
mind ^nn++++=mind
than ^in++++=than
fairy ^nn++++=fairy
music ^nn++++=music
does ^vbz+doz+vrb++=does.
. ^zz++++=EXTRAWORD
Hanrahan ^np+nom++??+=Hanrahan
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
both ^abx++++=both
tales ^nns++++=tales,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
believed ^vbd+vprv++xvbn+=believed
neither ^dt++neg++=neither
and ^cc++++=and
both ^abx++++=both,
, ^zz++++=EXTRAWORD
as ^ql++++=as
poets ^nns++++=poets
will ^md+prd+++=will.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
going ^vbg+++xvbg+=going
in ^in++++=in
the ^ati++++=the
darkness ^nns+nom+++=darkness?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
house ^nn++++=house,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
four ^cd++++=four
queens ^nns++++=queens
are ^vb+ber+aux++=are
waiting ^vbg+++xvbgx+=waiting
and ^cc++++=and
a ^at++++=a
king ^nn++++=king
has ^vbz+hvz+aux++=has
forgotten ^vprf+++xvbnx+=forgotten
his ^pp$+pp3+++=his
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
where ^wrb+who+++=where
is ^vbz+bez+vrb++=is
your ^pp$+pp2+++=your
house ^nn++++=house?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Follow
follow ^vb+vprv+++=EXTRAWORD
the ^ati++++=the
one ^cd1++++=one
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
beautiful ^jj+pred+++=beautiful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
from ^in++++=from
him ^pp3o+pp3+++=him
and ^cc++++=and
went ^vbd+++xvbn+=went
lightly ^rb++++=lightly
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Though ^cs+sub+++=Though
her ^pp3o+pp3+++=her
body ^nn++++=body
seemed ^vbd+seem++xvbn+=seemed
frail ^jj++++=frail
enough ^dt++++=enough
for ^in++++=for
the ^ati++++=the
wind ^nn++++=wind
to ^to++++=to
carry ^vbi++++=carry,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
moved ^vbd+++xvbnx+=moved
faster ^rbr++++=faster
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sack ^nn++++=sack
at ^rb++++=at
her ^pp3o+pp3+++=her
waist ^nn++++=waist
made ^vbd+++xvbn+=made
no ^at++++=no
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
Hanrahan ^np+nom++??+=Hanrahan
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
at ^rb++++=at
first ^rb"++++=first
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
feared ^vbd+vprv+tht0+xvbnx+=feared
she ^pp3a+pp3+++=she
would ^md+prd+++=would
lose ^vb++++=lose
herself ^ppl+pp3+++=herself
in ^in++++=in
the ^ati++++=the
bog ^nn++++=bog,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterwards ^rb+tm+++=afterwards
because ^cs+cos+++=because
the ^ati++++=the
song ^nn++++=song
drew ^vbd+++xvbn+=drew
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
in ^in++++=in
it ^pp3+it+++=it
some ^dti++++=some
promise ^nn++++=promise
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
since ^in++++=since
youth ^nn++++=youth.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moon ^nn++++=moon
went ^vbd+++xvbn+=went
behind ^in+pl+++=behind
a ^at++++=a
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
The ^ati++++=The
path ^nn++++=path
narrowed ^vbd+++xvbn+=narrowed
between ^in++++=between
