# ^zz++++=##
# ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
them ^pp3o+pp3+++=them
with ^in++++=with
bread ^nn++++=bread.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
had ^vb+hv+aux++=had
better ^jjr++++=better
go ^vb++++=go
back ^jjb++++=back
to ^in++++=to
Moscow ^np++++=Moscow,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
brother ^npt++++=brother
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
strong ^jj++++=strong
fellow ^jjb++++=fellow
like ^in++++=like
you ^pp2+pp2+++=you
will ^md+prd+++=will
not ^xnot++not++=not
remain ^vb++++=remain
without ^in++++=without
work ^nn++++=work."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerasim ^np+++??+=Gerasim
thought ^vbd+++xvbn+=thought
the ^ati++++=the
same ^ap++++=same.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
his ^pp$+pp3+++=his
sheepskin ^nn+++??+=sheepskin
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
tied ^j+++xvbn+=tied
his ^pp$+pp3+++=his
spare ^jj+atrb+++=spare
shirt ^nn++++=shirt
in ^in++++=in
a ^at++++=a
bundle ^nn++++=bundle,
, ^zz++++=EXTRAWORD
received ^j+++xvbn+=received
his ^pp$+pp3+++=his
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
blessing ^nn++++=blessing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
betook ^nn+++??+=betook
himself ^ppl+pp3+++=himself
to ^in++++=to
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
eleven ^cd++++=eleven
rubles ^nns+++??+=rubles
in ^in++++=in
his ^pp$+pp3+++=his
pocket ^nn++++=pocket
and ^cc++++=and
expected ^vb+++xvbn+=expected
to ^to+vcmp+++=to
find ^vbi+vprv+++=find
a ^at++++=a
position ^nn+nom+++=position
within ^in++++=within
a ^ap++++=a
few ^ap"++++=few
days ^nns++++=days.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Moscow ^np++++=Moscow
had ^vb+hv+vrb++=had
no ^at++++=no
need ^nn++++=need
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
still ^rb+atrb+++=still
dark ^jj+pred+++=dark,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
to ^to++++=to
look ^vbi++++=look
for ^in++++=for
work ^nn++++=work.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
visited ^vbd+++xvbnx+=visited
warehouses ^nns++++=warehouses,
, ^zz++++=EXTRAWORD
shops ^nns++++=shops,
, ^zz++++=EXTRAWORD
inns ^nns++++=inns,
, ^zz++++=EXTRAWORD
stables ^nns++++=stables,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
building ^nvbg+++xvbg+=building
yards ^nns++++=yards.
. ^zz++++=EXTRAWORD
Wherever ^nn+nom+++=Wherever
a ^at++++=a
strong ^jj++++=strong
back ^jjb++++=back
might ^md+pos+++=might
be ^vb+be+aux++=be
required ^vpsv++agls+xvbnx+=required,
, ^zz++++=EXTRAWORD
there ^rn+pl+++=there
he ^pp3a+pp3+++=he
presented ^vbd+++xvbnx+=presented
himself ^ppl+pp3+++=himself.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+vrb++=EXTRAWORD
you ^pp2+pp2+++=you
a ^at++++=a
place ^nn++++=place
for ^in++++=for
a ^at++++=a
man ^nn++++=man
of ^in++++=of
all ^abn++++=all
work ^nn++++=work?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
will ^md+prd+++=will
need ^vb++++=need
somebody ^pn++++=somebody
after ^in++++=after
Christmas ^np++++=Christmas?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
men ^nns++++=men
enough ^qlp++++=enough."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
establishment ^nn+nom+++=establishment
the ^ati++++=the
steward ^nn++++=steward
looked ^vbd+++xvbn+=looked
him ^pp3o+pp3+++=him
over ^in++++=over
and ^cc++++=and
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
he ^pp3a+pp3+++=he
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^rb++++=EXTRAWORD
little ^rb"++++=little,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
you ^pp2+pp2+++=you
keep ^vb++++=keep
accounts ^vbz++++=accounts?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
what ^wdt+who+++=what
use ^nn++++=use
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
another ^dt++++=another
place ^nn++++=place
they ^pp3a+pp3+++=they
promised ^vbd+vpub++xvbnx+=promised
to ^to+vcmp+++=to
take ^vbi++++=take
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
returned ^vbd+++xvbnx+=returned
the ^ati++++=the
following ^jj+atrb++xvbg+=following
day ^nn++++=day,
, ^zz++++=EXTRAWORD
the ^ati++++=the
position ^nn+nom+++=position
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
given ^vpsv++agls+xvbnx+=given
to ^in++++=to
a ^at++++=a
porter ^nn++++=porter's
's ^$++++=EXTRAWORD
nephew ^nn++++=nephew.
. ^zz++++=EXTRAWORD
A ^at++++=A
butcher ^nn++++=butcher
offered ^vbd+++xvbn+=offered
him ^pp3o+pp3+++=him
work ^nn++++=work
for ^in++++=for
his ^pp$+pp3+++=his
food ^nn++++=food
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Gerasim ^np+++??+=Gerasim
agreed ^vbd+vpub++xvbn+=agreed
even ^rb++++=even
to ^in++++=to
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
butcher ^nn++++=butcher
changed ^vbd+++xvbn+=changed
his ^pp$+pp3+++=his
mind ^nn++++=mind.
. ^zz++++=EXTRAWORD
So ^cs+sub+++=So
the ^ati++++=the
days ^nns++++=days
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Gerasim ^np+++??+=Gerasim
ate ^vbd+++xvbn+=ate
meat ^nn++++=meat
pies ^nns++++=pies
and ^cc++++=and
drank ^vbd+++xvbn+=drank
tea ^nn++++=tea
in ^in++++=in
the ^ati++++=the
eating ^jj+atrb++xvbg+=eating
houses ^nns++++=houses.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
count ^vbi++++=count
every ^at++++=every
kopek ^nn+++??+=kopek.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
moved ^vbd+++xvbnx+=moved
from ^in++++=from
a ^at++++=a
clean ^jj+atrb+++=clean
lodging ^nn++++=lodging
to ^in++++=to
a ^at++++=a
cellar ^nn++++=cellar
where ^wrb+who+++=where
six ^cd++++=six
labourers ^nns+nom+++=labourers
slept ^vbd+++xvbn+=slept
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
bought ^vbd+++xvbnx+=bought
only ^rb+down+++=only
black ^jj+atrb+++=black
bread ^nn++++=bread
and ^cc++++=and
kvas ^nns+++??+=kvas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
some ^dti++++=some
days ^nns++++=days
he ^pp3a+pp3+++=he
ate ^vbd+++xvbnx+=ate
nothing ^pn++++=nothing
until ^in++++=until
evening ^nn++++=evening.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
stone ^nn++++=stone
did ^vbd+dod+aux++=did
he ^pp3a+pp3+++=he
leave ^vb++++=leave
unturned ^jj++++=unturned.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
everywhere ^rb++++=everywhere
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
same ^ap++++=same:
: ^zz++++=EXTRAWORD
no ^at++++=no
work ^nn++++=work,
, ^zz++++=EXTRAWORD
no ^at++++=no
place ^nn++++=place,
, ^zz++++=EXTRAWORD
no ^at++++=no
need ^nn++++=need
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
disheartened ^vbd+++xvbn+=disheartened
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
# ^zz++++=##
# ^zz++++=EXTRAWORD
Ii ^np+++??+=II
Among ^in++++=Among
the ^ati++++=the
men ^nns++++=men
from ^in++++=from
Gerasim ^np++++=Gerasim's
's ^$++++=EXTRAWORD
village ^nn+nom+++=village
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
in ^in++++=in
Moscow ^np++++=Moscow
was ^vbd+bedz+vrb++=was
a ^at++++=a
coachman ^nn+nom+++=coachman
named ^vbd+++xvbn+=named
Yegor ^np+++??+=Yegor.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
served ^vbd+++xvbnx+=served
the ^ati++++=the
merchant ^nn+nom+++=merchant
Sharov ^np+++??+=Sharov,
, ^zz++++=EXTRAWORD
a ^at++++=a
wealthy ^jj+atrb+++=wealthy
dealer ^nn++++=dealer
in ^in++++=in
leather ^nn++++=leather,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
with ^in++++=with
him ^pp3o+pp3+++=him
for ^in++++=for
seven ^cd++++=seven
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Yegor ^np+++??+=Yegor
was ^vbd+bedz+vrb++=was
a ^at++++=a
stout ^jj++++=stout,
, ^zz++++=EXTRAWORD
red ^jj++++=red-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man,
, ^zz++++=EXTRAWORD
always ^rb++++=always
well ^rb++++=well
dressed ^vbd+++xvbn+=dressed.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
boots ^nns++++=boots
were ^vbd+bed+vrb++=were
polished ^jj+pred+++=polished,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
beard ^nn++++=beard
combed ^vbd+++xvbn+=combed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
on ^in++++=on
holidays ^nns++++=holidays
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
a ^at++++=a
blue ^jj+atrb+++=blue
coat ^nn++++=coat
with ^in++++=with
silver ^nn++++=silver
buttons ^nns++++=buttons.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
proud ^jj+pred+++=proud
of ^in++++=of
his ^pp$+pp3+++=his
position ^nn+nom+++=position
and ^cc++++=and
often ^rb++++=often
said ^vprf+++xvbn+=said
that ^tht+vcmp+++=that
the ^ati++++=the
whole ^jj+atrb+++=whole
household ^nn++++=household
rested ^vbd+++xvbn+=rested
upon ^in++++=upon
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
master ^nn++++=master
will ^md+prd+++=will
not ^xnot++not++=not
stir ^vb++++=stir
without ^in++++=without
me ^pp1o+pp1+++=me,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
boast ^vb+vpub+++=boast.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
Yegor ^np+++??+=Yegor
says ^vbz+vpub+tht0++=says
the ^ati++++=the
road ^nn++++=road
is ^vbz+bez+vrb++=is
bad ^jj+pred+++=bad,
, ^zz++++=EXTRAWORD
the ^ati++++=the
master ^nn++++=master
stays ^vbz++++=stays
at ^in++++=at
home ^nr++++=home.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Yegor ^np+++??+=Yegor
says ^vbz+vpub+tht0++=says
a ^at++++=a
man ^nn++++=man
is ^vbz+bez+vrb++=is
dishonest ^jj+pred+++=dishonest,
, ^zz++++=EXTRAWORD
that ^dt+dem+++=that
man ^nn++++=man
is ^vbz+bez+aux++=is
sent ^vpsv++agls+xvbnx+=sent
away ^rb+phrv+++=away.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
serve ^vbi++++=serve
not ^xnot++not++=not
like ^in++++=like
some ^dti++++=some
who ^whp+rel+subj++=who
merely ^rb+down+++=merely
eat ^vb++++=eat
their ^pp$+pp3+++=their
master ^nn++++=master's
's ^$++++=EXTRAWORD
bread ^nn++++=bread."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerasim ^np+++??+=Gerasim
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
much ^ap++++=much
like ^vb++++=like
to ^to+vcmp+++=to
ask ^vbi++++=ask
him ^pp3o+pp3+++=him
for ^in++++=for
assistance ^nn+nom+++=assistance.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
hunger ^nn++++=hunger
is ^vbz+bez+vrb++=is
a ^at++++=a
bad ^jj+atrb+++=bad
counsellor ^vb++++=counsellor
to ^to+vcmp+++=to
pride ^vb++++=pride.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
after ^in++++=after
another ^ppls++++=another
fruitless ^jj+atrb+++=fruitless
day ^nn++++=day,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
to ^in++++=to
Sharov ^np++++=Sharov's
's ^$++++=EXTRAWORD
house ^npl++++=house
and ^cc++++=and
waited ^vpsv++agls+xvbn+=waited
near ^in+pl+++=near
the ^ati++++=the
stable ^nn++++=stable.
. ^zz++++=EXTRAWORD
Yegor ^np+++??+=Yegor
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
carrying ^vbg+++xvbg+=carrying
a ^at++++=a
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
is ^vbz+bez+aux++=is
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
Yegor ^np+++??+=Yegor
Danilych ^np+++??+=Danilych
Gerasim ^np+++??+=Gerasim."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Ah,
ah ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
boy ^nn++++=boy!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
wind ^nn++++=wind
blew ^vbd+++xvbn+=blew
you ^pp2+pp2+++=you
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerasim ^np+++??+=Gerasim
explained ^vbd+vpub+tht0+xvbn+=explained
his ^pp$+pp3+++=his
circumstances ^nns+nom+++=circumstances.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
simply ^rb+cnj+++=simply,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
mentioned ^vbd+vpub++xvbnx+=mentioned
that ^tht+vcmp+++=that
his ^pp$+pp3+++=his
last ^ap++++=last
three ^cd++++=three
kopeks ^nns+++??+=kopeks
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
for ^in+ppvb+++=for
bread ^nn++++=bread
that ^tht+rel+++=that
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
Yegor ^np+++??+=Yegor
clicked ^vbd+++xvbn+=clicked
his ^pp$+pp3+++=his
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
bad ^jj+pred+++=bad.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
bad ^jj++++=bad.
. ^zz++++=EXTRAWORD
Why ^wrb+who+whq++=Why
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
not ^xnot++not++=not
come ^vb++++=come
to ^in++++=to
me ^pp1o+pp1+++=me
sooner ^rbr++++=sooner?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
trouble ^vb++++=trouble
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Trouble!
trouble ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
village ^nn+nom+++=village
fellows ^nns++++=fellows
are ^vb+ber+vrb++=are
all ^abn++++=all
alike ^rb++++=alike.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
no ^at++++=no
sense ^nn++++=sense.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
not ^xnot++not++=not
Yegor ^np+++??+=Yegor
Danilych ^np+++??+=Danilych
held ^vbd+vprv++xvbn+=held
in ^in++++=in
high ^jj+atrb+++=high
favour ^nn++++=favour?
? ^zz++++=EXTRAWORD
Could ^md+pos+++=Could
I ^pp1a+pp1+++=I
not ^xnot++not++=not
say ^vb+vpub+++=say
a ^at++++=a
word ^nn++++=word?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Say
say ^vb+vpub+++=EXTRAWORD
one ^pn++++=one,
, ^zz++++=EXTRAWORD
for ^in++++=for
God ^np++++=God's
's ^$++++=EXTRAWORD
sake ^nn++++=sake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yegor ^np+++??+=Yegor
thought ^vbd+++xvbn+=thought
awhile ^rb+cnj+++=awhile,
, ^zz++++=EXTRAWORD
stroking ^vbg+++xvbg+=stroking
his ^pp$+pp3+++=his
beard ^nn++++=beard.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
empty ^jj+atrb+++=empty
place ^nn++++=place,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Still
still ^rb++++=EXTRAWORD
wait ^vb++++=wait.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
have ^vb+hv+vrb++=have
an ^at++++=an
old ^jj+atrb+++=old
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
Polikarpych ^np+++??+=Polikarpych.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looks ^nns++++=looks
after ^in++++=after
the ^ati++++=the
yard ^nn++++=yard,
, ^zz++++=EXTRAWORD
carries ^vbz++++=carries
wood ^nn++++=wood,
, ^zz++++=EXTRAWORD
goes ^vbz++++=goes
on ^in++++=on
errands ^nns+++??+=errands,
, ^zz++++=EXTRAWORD
cleans ^vbz++++=cleans
boots ^nns++++=boots
in ^rb++++=in
short ^rb"++++=short,
, ^zz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
of ^in++++=of
all ^abn++++=all
work ^nn++++=work.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
has ^vbz+hvz+aux++=has
grown ^vprf+++xvbnx+=grown
feeble ^jj++++=feeble.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
is ^vbz+bez+vrb++=is
more ^rbr++++=more
than ^in++++=than
sixty ^cd++++=sixty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
legs ^nns++++=legs
scarcely ^rb+down+++=scarcely
carry ^vb++++=carry
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
master ^nn++++=master
keeps ^vbz++++=keeps
him ^pp3o+pp3+++=him
from ^in++++=from
habit ^nn++++=habit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gerasim ^np+++??+=Gerasim
listened ^vbd+++xvbn+=listened
eagerly ^rb++++=eagerly.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
another ^dt++++=another
servant ^nn+nom+++=servant
might ^md+pos+++=might
be ^vb+be+aux++=be
needed ^vpsv++agls+xvbnx+=needed?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Two
two ^cd++++=EXTRAWORD
servants ^nns+nom+++=servants
for ^in++++=for
one ^cd1++++=one
man ^nn++++=man's
's ^$++++=EXTRAWORD
work ^nn++++=work?
? ^zz++++=EXTRAWORD
No ^at++++=No.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
if ^cs+cnd+++=if
the ^ati++++=the
old ^jj++++=old
fellow ^jjb++++=fellow
were ^vbd+bed+aux++=were
sent ^vpsv++agls+xvbnx+=sent
away ^rb+phrv+++=away
" ^zz++++="
Yegor ^np+++??+=Yegor
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Gerasim ^np+++??+=Gerasim
felt ^vbd+vprv++xvbn+=felt
uneasy ^jj++++=uneasy,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
understand ^vb+vprv+++=understand
why ^wrb+who+whcl++=why.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
speak ^vb++++=speak
to ^in++++=to
the ^ati++++=the
master ^nn++++=master,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Yegor ^np+++??+=Yegor
continued ^vbd+++xvbn+=continued.
. ^zz++++=EXTRAWORD
" ^zz++++="Come
come ^vprf+++xvbn+=EXTRAWORD
tomorrow ^nr+tm+++=tomorrow
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
mind ^nn++++=mind
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
asks ^vbz++++=asks
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
wag ^vb++++=wag
your ^pp$+pp2+++=your
tongue ^nn++++=tongue.
. ^zz++++=EXTRAWORD
Bow ^nn++++=Bow,
, ^zz++++=EXTRAWORD
answer ^nn++++=answer
shortly ^rb+cnj+++=shortly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
