In ^in++++=In
fought ^j+++xvbn+=fought,
, ^zz++++=EXTRAWORD
sang ^j+++xvbn+=sang,
, ^zz++++=EXTRAWORD
blasphemed ^j+++xvbn+=blasphemed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
worked ^vbd+++xvbn+=worked.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
sober ^jj++++=sober
they ^pp3a+pp3+++=they
could ^md+pos+++=could
put ^vb+++xvbn+=put
more ^rbr++++=more
pine ^nn++++=pine
on ^in++++=on
skids ^nns+++??+=skids
than ^in++++=than
any ^dti++++=any
crew ^nn++++=crew
in ^in++++=in
the ^ati++++=the
district ^nn++++=district.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
drunk ^jj+++xvbn+=drunk
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
a ^at++++=a
pack ^nn++++=pack
with ^in++++=with
Rough ^jj++++=Rough
Red ^jj++++=Red
for ^in++++=for
leader ^nn++++=leader.
. ^zz++++=EXTRAWORD
Morrison ^np++++=Morrison
and ^cc++++=and
Daly ^np+++??+=Daly
knew ^vbd+vprv++xvbn+=knew
all ^rb++++=all
this ^dt+pdem+++=this.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
why ^wrb+who+++=why
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
send ^vb++++=send
Fitzpatrick ^np+++??+=FitzPatrick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Daly ^np+++??+=Daly.
. ^zz++++=EXTRAWORD
Fitzpatrick ^np+++??+=FitzPatrick
was ^vbd+bedz+vrb++=was
their ^pp$+pp3+++=their
scaler ^nn++++=scaler.
. ^zz++++=EXTRAWORD
A ^at++++=A
scaler ^nn++++=scaler
is ^vbz+bez+vrb++=is
the ^ati++++=the
man ^nn++++=man
who ^whp+rel+subj++=who
stands ^vbz++++=stands
between ^in++++=between
a ^at++++=a
timber ^nn++++=timber
owner ^nn++++=owner
and ^cc++++=and
several ^ap++++=several
comfortable ^jj+atrb+++=comfortable
methods ^nns++++=methods
of ^in++++=of
robbery ^nn+nom+++=robbery.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
measures ^nns++++=measures
the ^ati++++=the
diameter ^nn+nom+++=diameter
and ^cc++++=and
length ^nn++++=length
of ^in++++=of
every ^at++++=every
log ^&fo++++=log,
, ^zz++++=EXTRAWORD
notes ^nns++++=notes
rot ^nn++++=rot,
, ^zz++++=EXTRAWORD
sweep ^nn++++=sweep,
, ^zz++++=EXTRAWORD
shake ^vb++++=shake,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
defects ^nns++++=defects,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
records ^nns++++=records
what ^wdt+who+++=what
the ^ati++++=the
stick ^nn++++=stick
should ^md+nec+++=should
yield ^vb++++=yield
in ^in++++=in
boards ^nns++++=boards.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
figures ^nns++++=figures
determine ^vb++++=determine
how ^wrb+who+++=how
much ^ap++++=much
timber ^nn++++=timber
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
cut ^vpsv++agls+xvbnx+=cut
and ^cc++++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
many ^ap++++=many
jobs ^nns++++=jobs,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
much ^rb++++=much
the ^ati++++=the
contractor ^nn++++=contractor
is ^vbz+bez+aux++=is
paid ^vpsv++agls+xvbnx+=paid.
. ^zz++++=EXTRAWORD
The ^ati++++=The
contractor ^nn++++=contractor
naturally ^rb++++=naturally
believes ^vbz+vprv+++=believes
the ^ati++++=the
scaler ^nn++++=scaler
to ^to++++=to
be ^vbi++vrb++=be
an ^at++++=an
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
The ^ati++++=The
owner ^nn++++=owner
believes ^vbz+vprv+++=believes
him ^pp3o+pp3+++=him
honest ^jj++++=honest
until ^in++++=until
the ^ati++++=the
returns ^nns++++=returns
fall ^nn++++=fall
short ^jj++++=short.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sawyer ^nn++++=sawyer
thinks ^vbz+vprv+++=thinks
him ^pp3o+pp3+++=him
particular ^jj++++=particular.
. ^zz++++=EXTRAWORD
The ^ati++++=The
swampers ^nns+nom+++=swampers
think ^vb+vprv+++=think
him ^pp3o+pp3+++=him
useless ^jj++++=useless.
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
welcomes ^vbz++++=welcomes
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
every ^at++++=every
lumber ^vb++++=lumber
operation ^nn+nom+++=operation
requires ^vbz++++=requires
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Fitzpatrick ^np+++??+=FitzPatrick
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall,
, ^zz++++=EXTRAWORD
lean ^vb++++=lean,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
built ^vbd+++xvbn+=built
as ^cs+sub+++=as
though ^cs+sub+++=though
a ^at++++=a
carpenter ^nn+nom+++=carpenter
had ^vbd+hvd+aux++=had
squared ^vprf+++xvbnx+=squared
him ^pp3o+pp3+++=him
from ^in++++=from
dry ^jj+atrb+++=dry
oak ^nn++++=oak.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shoulders ^nns+nom+++=shoulders
made ^vbd+++xvbn+=made
a ^at++++=a
level ^nn++++=level
line ^nn++++=line.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
jaw ^nn++++=jaw
was ^vbd+bedz+vrb++=was
horizontal ^jj+pred+++=horizontal,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
nose ^nn++++=nose
nearly ^rb+down+++=nearly
vertical ^jj++++=vertical,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
grey ^jj+atrb+++=grey
eyes ^nns++++=eyes
seemed ^vbd+seem++xvbn+=seemed
placed ^vbd+++xvbn+=placed
with ^in++++=with
a ^at++++=a
rule ^nn++++=rule.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
black ^jj+atrb+++=black
wool ^nn++++=wool,
, ^zz++++=EXTRAWORD
a ^at++++=a
knitted ^jj+atrb++xvbn+=knitted
cap ^nn++++=cap,
, ^zz++++=EXTRAWORD
German ^jj+atrb+++=German
socks ^nns++++=socks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
boots ^nns++++=boots
greased ^vbd+++xvbn+=greased
against ^in++++=against
wet ^nn++++=wet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
neither ^rb++neg++=neither
drank ^vbd+++xvbn+=drank
nor ^cc+phrs+neg++=nor
fought ^vprf+++xvbn+=fought
if ^cs+cnd+++=if
fighting ^nvbg+++xvbg+=fighting
could ^md+pos+++=could
be ^vb+be+aux++=be
avoided ^vpsv++agls+xvbnx+=avoided.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
little ^jj++++=little.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
no ^at++++=no
nickname ^nn++++=nickname.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
understand ^vb+vprv+++=understand
Bourke ^np+++??+=Bourke?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Morrison ^np++++=Morrison
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
strict ^nn++++=strict
scaling ^vwbg+++xvbg+=scaling."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
not ^xnot++not++=not
hired ^vbd+++xvbn+=hired
to ^to++++=to
be ^vbi+vbi+aux++=be
liked ^vpsv++agls+xvbnx+=liked."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Daly ^np+++??+=Daly
pushed ^vwbn+++xvbn+=pushed
across ^in+pl+++=across
a ^at++++=a
map ^nn++++=map.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
clean ^jj+atrb+++=clean
tops ^nns++++=tops,
, ^zz++++=EXTRAWORD
proper ^jj+atrb+++=proper
lengths ^nns++++=lengths,
, ^zz++++=EXTRAWORD
no ^at++++=no
merchantable ^jj+atrb+++=merchantable
timber ^nn++++=timber
left ^vbd+++xvbn+=left
in ^in++++=in
the ^ati++++=the
slash ^nn++++=slash.
. ^zz++++=EXTRAWORD
Cull ^np+++??+=Cull
what ^wdt+who+whq++=what
is ^vbz+bez+aux++=isn't
n't ^xnot++not++0=EXTRAWORD
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
nothing ^pn++++=nothing
because ^cs+cos+++=because
Bourke ^np+++??+=Bourke
says ^vbz+vpub+++=says
take ^vb++++=take
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wo ^&fw++++=won't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
start ^vb++++=start
trouble ^nn++++=trouble."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
appeared ^jj+++xvbn+=appeared
satisfactory ^jj++++=satisfactory,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
each ^dt++++=each
man ^nn++++=man
understood ^vwbn+vprv++xvbn+=understood
the ^ati++++=the
last ^rb++++=last
answer ^nn++++=answer
differently ^rb++++=differently.
. ^zz++++=EXTRAWORD
The ^ati++++=The
camp ^nn++++=camp
went ^vbd+++xvbn+=went
in ^in++++=in
during ^in++++=during
November ^nr+nom+++=November.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
above ^jjb+atrb+++=above
Black ^jj+atrb+++=Black
Otter ^nn++++=Otter
Creek ^nn++++=Creek:
: ^zz++++=EXTRAWORD
two ^cd++++=two
long ^jj++++=long
log ^&fo++++=log
buildings ^nns++++=buildings
roofed ^vbd+++xvbn+=roofed
with ^in++++=with
split ^nn+++xvbn+=split
cedar ^nn++++=cedar,
, ^zz++++=EXTRAWORD
a ^at++++=a
cook ^nn++++=cook-shanty,
- ^zz++++=EXTRAWORD
shanty ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
a ^at++++=a
stable ^nn++++=stable
for ^in++++=for
fourteen ^cd++++=fourteen
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
a ^at++++=a
blacksmith ^nn++++=blacksmith
shed ^vbd+++xvbn+=shed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
low ^jj+atrb+++=low
office ^nn++++=office
containing ^vwbg+++xvbg+=containing
Bourke ^np++++=Bourke's
's ^$++++=EXTRAWORD
bunk ^nn++++=bunk,
, ^zz++++=EXTRAWORD
Fitzpatrick ^np++++=FitzPatrick's
's ^$++++=EXTRAWORD
bunk ^nn++++=bunk,
, ^zz++++=EXTRAWORD
the ^ati++++=the
timekeeper ^jjr+atrb+++=timekeeper's
's ^vbz+bez+vrb++0=EXTRAWORD
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sheet ^nn++++=sheet-iron
- ^zz++++=EXTRAWORD
iron ^nn++++=EXTRAWORD
stove ^nn++++=stove.
. ^zz++++=EXTRAWORD
Snow ^nn++++=Snow
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
place ^nn++++=place
before ^in++++=before
the ^ati++++=the
moss ^np++++=moss
between ^in++++=between
the ^ati++++=the
cabin ^nn++++=cabin
logs ^nns++++=logs
had ^vbd+hvd+aux++=had
dried ^vprf+++xvbnx+=dried.
. ^zz++++=EXTRAWORD
The ^ati++++=The
job ^nn++++=job
spread ^vbd+++xvbn+=spread
over ^in++++=over
ridges ^nns++++=ridges
divided ^vwbn+++xvbn+=divided
by ^in++++=by
cedar ^nn++++=cedar
swamps ^nns++++=swamps.
. ^zz++++=EXTRAWORD
Roads ^nns++++=Roads
were ^vbd+bed+aux++=were
brushed ^vpsv++agls+xvbnx+=brushed
and ^cc++++=and
graded ^jj+++xvbn+=graded.
. ^zz++++=EXTRAWORD
Skidways ^np+++??+=Skidways
were ^vbd+bed+aux++=were
built ^vpsv++agls+xvbnx+=built
at ^rb++++=at
intervals ^nns+nom+++=intervals,
, ^zz++++=EXTRAWORD
each ^dt++++=each
consisting ^jj+++xvbg+=consisting
of ^in++++=of
two ^cd++++=two
peeled ^vbd+++xvbn+=peeled
hardwood ^nn++++=hardwood
skids ^vbz+++??+=skids
laid ^vbd+++xvbn+=laid
across ^in+pl+++=across
the ^ati++++=the
hauling ^nn+nom+++=hauling
road ^nn++++=road.
. ^zz++++=EXTRAWORD
Trees ^nns++++=Trees
were ^vbd+bed+aux++=were
felled ^vpsv++agls+xvbnx+=felled,
, ^zz++++=EXTRAWORD
trimmed ^j+++xvbn+=trimmed,
, ^zz++++=EXTRAWORD
cut ^j+++xvbn+=cut
into ^in++++=into
logs ^nns++++=logs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
drawn ^vpsv++agls+xvbn+=drawn
on ^in+ppvb+++=on
travoys ^nns+++??+=travoys
to ^in++++=to
these ^dt+pdem+++=these
skidways ^rb++++=skidways.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
they ^pp3a+pp3+++=they
accumulated ^vbd+++xvbnx+=accumulated
until ^cs+sub+++=until
the ^ati++++=the
sleighing ^jj+++xvbg+=sleighing
road ^npl++++=road
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
iced ^vpsv++agls+xvbnx+=iced
sufficiently ^rb++++=sufficiently
for ^in++++=for
hauling ^nn+nom+++=hauling.
. ^zz++++=EXTRAWORD
Suppose ^vb+vprv+++=Suppose
you ^pp2+pp2+++=you
log ^&fo++++=log
a ^at++++=a
knoll ^np++++=knoll
half ^nn++++=half
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
the ^ati++++=the
main ^jjb++++=main
road ^npl++++=road.
. ^zz++++=EXTRAWORD
The ^ati++++=The
biggest ^jjt+atrb+++=biggest
pines ^nns++++=pines
do ^vb+do+aux++=do
not ^xnot++not++=not
obligingly ^rb++++=obligingly
grow ^vb++++=grow
beside ^in+pl+++=beside
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
A ^at++++=A
swamp ^nn++++=swamp
must ^md+nec+++=must
be ^vb+be+aux++=be
crossed ^vpsv++agls+xvbnx+=crossed,
, ^zz++++=EXTRAWORD
a ^at++++=a
side ^nn++++=side-hill
- ^zz++++=EXTRAWORD
hill ^npl++++=EXTRAWORD
flattened ^vwbn+++xvbn+=flattened,
, ^zz++++=EXTRAWORD
turns ^vbz++++=turns
widened ^vbd+++xvbn+=widened,
, ^zz++++=EXTRAWORD
bridges ^nns++++=bridges
laid ^vbd+++xvbn+=laid
over ^in++++=over
spring ^vb++++=spring
holes ^nns++++=holes.
. ^zz++++=EXTRAWORD
Horses ^nns++++=Horses
must ^md+nec+++=must
drag ^vb++++=drag
each ^dt++++=each
stick ^vb++++=stick
to ^in++++=to
the ^ati++++=the
skidway ^nn+++??+=skidway,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
later ^rbr+tm+++=later
a ^at++++=a
team ^nn++++=team
must ^md+nec+++=must
haul ^vb++++=haul
the ^ati++++=the
load ^nn++++=load
to ^in++++=to
the ^ati++++=the
rollway ^nn+++??+=rollway
on ^in++++=on
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
foot ^nn++++=foot
of ^in++++=of
needless ^jj+atrb+++=needless
length ^nn++++=length
is ^vbz+bez+vrb++=is
weight ^nn++++=weight.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
bad ^nn++++=bad
cut ^vbd+++xvbn+=cut
wastes ^nns++++=wastes
timber ^nn++++=timber.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
rotten ^jj++++=rotten
log ^&fo++++=log
transported ^vbd+++xvbn+=transported
consumes ^nns+++??+=consumes
labour ^nn++++=labour
that ^tht+rel+subj++=that
might ^md+pos+++=might
