In ^in++++=In
thought ^vpsv++agls+xvbnx+=thought
of ^in++++=of
their ^pp$+pp3+++=their
cause ^nn++++=cause
or ^cc++++=or
creed ^nn++++=creed,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
constancy ^nn++++=constancy
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
denied ^vpsv++agls+xvbnx+=denied.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
defending ^vbg+++xvbgx+=defending
their ^pp$+pp3+++=their
homes ^nrs++++=homes,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
children ^nns++++=children,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
graves ^nns++++=graves
of ^in++++=of
their ^pp$+pp3+++=their
fathers ^nns+nom+++=fathers;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
courage ^nn+nom+++=courage
is ^vbz+bez+vrb++=is
courage ^nn+nom+++=courage,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
it ^pp3+it+++=it
beat ^vbd+++xvbn+=beat
beneath ^in+pl+++=beneath
a ^at++++=a
Russian ^jj+atrb+++=Russian
coat ^nn++++=coat
of ^in++++=of
mail ^nn++++=mail
or ^cc++++=or
a ^at++++=a
Tatar ^np+++??+=Tatar
robe ^nn++++=robe.
. ^zz++++=EXTRAWORD
The ^ati++++=The
siege ^nn++++=siege
had ^vb+hv+aux++=had
scarcely ^rb+down+splt++=scarcely
begun ^vprf+++xvbnx+=begun
when ^wrb+who+++=when
tidings ^nns++++=tidings
reached ^vbd+++xvbn+=reached
Ivan ^np++++=Ivan
that ^tht+rel+obj++=that
a ^at++++=a
great ^jj+atrb+++=great
force ^nn++++=force
of ^in++++=of
Crimean ^jj+atrb+++=Crimean
Tatars ^np+++??+=Tatars
was ^vbd+bedz+aux++=was
advancing ^vbg+++xvbgx+=advancing
to ^to++++=to
relieve ^vbi++++=relieve
the ^ati++++=the
city ^nn++++=city.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
these ^dt+dem+++=these
horsemen ^nns++++=horsemen
broken ^vbd+++xvbn+=broken
upon ^in++++=upon
the ^ati++++=the
Russian ^jj+atrb+++=Russian
camp ^nn++++=camp
while ^cs+sub+++=while
the ^ati++++=the
garrison ^nn++++=garrison
made ^vbd+++xvbn+=made
a ^at++++=a
sally ^np++++=sally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
besiegers ^nns+nom+++=besiegers
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
crushed ^vpsv++agls+xvbnx+=crushed
between ^in++++=between
two ^cd++++=two
enemies ^nns++++=enemies.
. ^zz++++=EXTRAWORD
Kourbsky ^np+++??+=Kourbsky
was ^vbd+bedz+aux++=was
sent ^vpsv++agls+xvbnx+=sent
against ^in++++=against
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
marched ^vbd+++xvbnx+=marched
swiftly ^rb+cnj+++=swiftly,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
rain ^nn++++=rain
had ^vbd+hvd+aux++=had
softened ^vprf+++xvbnx+=softened
the ^ati++++=the
roads ^nns++++=roads
and ^cc++++=and
swollen ^jj++++=swollen
the ^ati++++=the
smaller ^jjr+atrb+++=smaller
streams ^nns++++=streams.
. ^zz++++=EXTRAWORD
Near ^in+pl+++=Near
Toula ^np+++??+=Toula
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
the ^ati++++=the
invading ^jj+atrb+++=invading
host ^nn++++=host
spread ^vbd+++xvbn+=spread
over ^in++++=over
the ^ati++++=the
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
horses ^nns++++=horses
restless ^jj++++=restless,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
banners ^nns+nom+++=banners
tossing ^vwbg+++xvbg+=tossing,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
archers ^nns+nom+++=archers
prepared ^jj+++xvbn+=prepared
to ^to+jcmp+++=to
pour ^vbi++++=pour
forth ^rp++++=forth
those ^dt+dem+++=those
clouds ^nns++++=clouds
of ^in++++=of
arrows ^nns++++=arrows
which ^whp+rel+subj++=which
had ^vb+hv+aux++=had
so ^ql++++=so
often ^rb++++=often
thrown ^vbd+++xvbn+=thrown
the ^ati++++=the
Russian ^jj+atrb+++=Russian
ranks ^nns++++=ranks
into ^in++++=into
disorder ^nn+nom+++=disorder.
. ^zz++++=EXTRAWORD
Kourbsky ^np+++??+=Kourbsky
formed ^vbd+++xvbn+=formed
his ^pp$+pp3+++=his
men ^nns++++=men
without ^in++++=without
delay ^nn++++=delay.
. ^zz++++=EXTRAWORD
" ^zz++++="Let
let ^vb+++xvbn+=EXTRAWORD
no ^at++++=no
man ^nn++++=man
think ^vb+vprv+++=think
of ^in++++=of
the ^ati++++=the
distance ^nn+nom+++=distance
behind ^in+pl+++=behind
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Kazan
kazan ^jj++++=EXTRAWORD
is ^vbz+bez+vrb++=is
before ^in++++=before
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
its ^pp$+it+++=its
walls ^nns++++=walls
be ^vb+be+vrb++=be
many ^ap++++=many
leagues ^nns++++=leagues
away ^rp+pl+++=away;
; ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
we ^pp1a+pp1+++=we
fail ^vb++++=fail
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
the ^ati++++=the
siege ^nn++++=siege
is ^vbz+bez+aux++=is
lost ^vpsv++agls+xvbnx+=lost.
. ^zz++++=EXTRAWORD
Stand ^vb++++=Stand
fast ^rb+cnj+++=fast,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Russia ^np++++=Russia
stands ^vbz++++=stands
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
Tatars ^np+++??+=Tatars
charged ^vbd+vpub++xvbn+=charged
with ^in++++=with
wild ^jj+atrb+++=wild
cries ^nns++++=cries.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
light ^nn++++=light
cavalry ^nn++++=cavalry
swept ^vwbn+++xvbn+=swept
round ^rb++++=round
the ^ati++++=the
Russian ^jj+atrb+++=Russian
flanks ^nns++++=flanks;
; ^zz++++=EXTRAWORD
arrows ^nns++++=arrows
rattled ^vwbn+++xvbn+=rattled
upon ^in++++=upon
shields ^nns++++=shields
and ^cc++++=and
breastplates ^nns+nom+++=breastplates;
; ^zz++++=EXTRAWORD
wounded ^jj+atrb++xvbn+=wounded
horses ^nns++++=horses
plunged ^vwbn+++xvbn+=plunged
among ^in++++=among
the ^ati++++=the
spearmen ^nn++++=spearmen.
. ^zz++++=EXTRAWORD
Again ^rb+tm+++=Again
and ^cc+phrs+++=and
again ^rb+tm+++=again
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
swift ^np++++=swift
as ^ql++++=as
a ^at++++=a
storm ^nn++++=storm
driven ^vwbn+++xvbn+=driven
across ^in+pl+++=across
the ^ati++++=the
steppe ^nn++++=steppe.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Kourbsky ^np+++??+=Kourbsky
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
ranks ^nns++++=ranks
together ^nn+nom+++=together.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
enemy ^nn++++=enemy,
, ^zz++++=EXTRAWORD
wearied ^vprf+++xvbn+=wearied
by ^in++++=by
repeated ^xvbn+++xvbn+=repeated
assaults ^nns++++=assaults,
, ^zz++++=EXTRAWORD
gathered ^j+++xvbn+=gathered
for ^in++++=for
one ^cd1++++=one
last ^jj+atrb+++=last
effort ^nn++++=effort,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
led ^vbd+++xvbnx+=led
his ^pp$+pp3+++=his
own ^ap++++=own
cavalry ^nn++++=cavalry
against ^in++++=against
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
trumpets ^nns++++=trumpets
sounded ^vbd+++xvbn+=sounded.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Russian ^jj+atrb+++=Russian
horsemen ^nns++++=horsemen
bent ^vbd+++xvbn+=bent
over ^in++++=over
their ^pp$+pp3+++=their
saddles ^nns++++=saddles.
. ^zz++++=EXTRAWORD
Steel ^nn++++=Steel
met ^vbd+++xvbn+=met
steel ^nn++++=steel;
; ^zz++++=EXTRAWORD
banners ^nns+nom+++=banners
went ^vbd+++xvbn+=went
down ^rp++++=down;
; ^zz++++=EXTRAWORD
the ^ati++++=the
dust ^nn++++=dust
rose ^vbd+++xvbn+=rose
so ^ql++++=so
thickly ^rb++++=thickly
that ^cs+sub+++=that
men ^vbz++++=men
fought ^vbd+++xvbn+=fought
as ^in++++=as
in ^in"++++=in
a ^at++++=a
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
Kourbsky ^np++++=Kourbsky's
's ^$++++=EXTRAWORD
horse ^nn++++=horse
was ^vbd+bedz+aux++=was
wounded ^vpsv++agls+xvbnx+=wounded
beneath ^rb++++=beneath
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
mounted ^vbd+++xvbnx+=mounted
another ^ppls++++=another
and ^cc++++=and
pressed ^vbd+++xvbn+=pressed
onward ^jjb++++=onward.
. ^zz++++=EXTRAWORD
At ^rb++++=At
length ^rb"++++=length
the ^ati++++=the
Crimean ^jj+atrb+++=Crimean
line ^nn++++=line
broke ^vbd+++xvbn+=broke.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fugitives ^nns++++=fugitives
scattered ^vbd+++xvbn+=scattered
over ^in++++=over
the ^ati++++=the
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
road ^nn++++=road
to ^in++++=to
Kazan ^np+++??+=Kazan
was ^vbd+bedz+vrb++=was
safe ^jj+pred+++=safe.
. ^zz++++=EXTRAWORD
The ^ati++++=The
prince ^npt++++=prince
returned ^vbd+++xvbn+=returned
to ^in++++=to
the ^ati++++=the
camp ^npl++++=camp
covered ^vbd+++xvbn+=covered
with ^in++++=with
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
armour ^nn++++=armour
dinted ^vbd+++xvbn+=dinted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
face ^nn++++=face
pale ^nn++++=pale
from ^in++++=from
fatigue ^nn++++=fatigue.
. ^zz++++=EXTRAWORD
Ivan ^np++++=Ivan
embraced ^vbd+++xvbn+=embraced
him ^pp3o+pp3+++=him
before ^in++++=before
the ^ati++++=the
boyards ^nns+++??+=boyards.
. ^zz++++=EXTRAWORD
" ^zz++++="Thou
thou ^pp2+pp2+++=EXTRAWORD
hast ^&fw++++=hast
served ^vbd+++xvbn+=served
me ^pp1o+pp1+++=me
nobly ^rb+cnj+++=nobly,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
young ^jj+atrb+++=young
Tzar ^np+++??+=Tzar.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
served ^vprf+++xvbnx+=served
Russia ^np++++=Russia,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Kourbsky ^np+++??+=Kourbsky;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
words ^nns++++=words,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
spoken ^vwbn+++xvbn+=spoken
without ^in++++=without
ill ^jj++++=ill
intent ^jj++++=intent,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
remembered ^vpsv++agls+xvbnx+=remembered
in ^in++++=in
after ^in++++=after
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
siege ^nn++++=siege
now ^rn+tm+++=now
proceeded ^vbd+++xvbn+=proceeded
with ^in++++=with
a ^at++++=a
regularity ^nn+nom+++=regularity
hitherto ^rb++++=hitherto
little ^jj++++=little
known ^vbn+vprv++xvbn+=known
in ^in++++=in
Russian ^jj+atrb+++=Russian
warfare ^nn++++=warfare.
. ^zz++++=EXTRAWORD
Trenches ^nns++++=Trenches
crept ^vbd+++xvbn+=crept
nearer ^in+cmpx+++=nearer
to ^in"++++=to
the ^ati++++=the
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
Wooden ^jj+atrb+++=Wooden
towers ^nns++++=towers
were ^vbd+bed+aux++=were
raised ^vpsv++agls+xvbnx+=raised,
, ^zz++++=EXTRAWORD
from ^in++++=from
which ^whp+rel+pied++=which
marksmen ^nns++++=marksmen
fired ^vbd+++xvbn+=fired
upon ^in++++=upon
the ^ati++++=the
defenders ^nns+nom+++=defenders.
. ^zz++++=EXTRAWORD
Cannon ^nn++++=Cannon
thundered ^vbd+++xvbn+=thundered
day ^nn++++=day
and ^cc++++=and
night ^nn++++=night;
; ^zz++++=EXTRAWORD
the ^ati++++=the
earth ^nn++++=earth
shook ^vbd+++xvbn+=shook
beneath ^in+pl+++=beneath
their ^pp$+pp3+++=their
discharges ^nns+++??+=discharges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
smoke ^vb++++=smoke
rolled ^vbd+++xvbn+=rolled
heavily ^rb++++=heavily
over ^in++++=over
the ^ati++++=the
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Tatars ^np+++??+=Tatars
repaired ^vbd+++xvbn+=repaired
at ^rb++++=at
night ^nn++++=night
what ^wdt+who+++=what
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
shattered ^vpsv++by+xvbnx+=shattered
by ^in++++=by
day ^nn++++=day.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
made ^vbd+++xvbnx+=made
fierce ^jj+atrb+++=fierce
sallies ^nns+++??+=sallies,
, ^zz++++=EXTRAWORD
burned ^jj+atrb++xvbn+=burned
works ^nns++++=works,
, ^zz++++=EXTRAWORD
slew ^nn+++??+=slew
engineers ^nns+nom+++=engineers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^vpsv++agls+xvbn+=vanished
behind ^in+pl+++=behind
their ^pp$+pp3+++=their
gates ^nns++++=gates
before ^cs+sub+++=before
