On ^in++++=On
town ^nn++++=town
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
lay ^vbd+++xvbn+=lay
on ^rb+phrv+++=on
its ^pp$+it+++=its
side ^nn++++=side
in ^in++++=in
the ^ati++++=the
shallow ^jj+atrb+++=shallow
water ^nn++++=water,
, ^zz++++=EXTRAWORD
barnacled ^jj++++=barnacled
and ^cc++++=and
black ^nn++++=black.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
mouth ^nn++++=mouth
faced ^vwbn+++xvbn+=faced
the ^ati++++=the
crowd ^nn++++=crowd
like ^in++++=like
an ^at++++=an
enormous ^jj+atrb+++=enormous
open ^jj+atrb+++=open
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
Sea ^nn++++=Sea
lettuce ^nn++++=lettuce
streamed ^vbd+++xvbn+=streamed
from ^in++++=from
its ^pp$+it+++=its
rim ^nn++++=rim,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tiny ^jj++++=tiny
crabs ^vbz+++??+=crabs
moved ^vbd+++xvbn+=moved
across ^in+pl+++=across
the ^ati++++=the
inscription ^nn+nom+++=inscription.
. ^zz++++=EXTRAWORD
Saint ^nn++++=SAINT
Orra ^np+++??+=ORRA,
, ^zz++++=EXTRAWORD
Guide ^nn++++=GUIDE
Us ^pp1o+pp1+++=US
Home ^nr++++=HOME.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Cale ^np++++=Cale
stood ^vbd+++xvbn+=stood
ankle ^nn++++=ankle-deep
- ^zz++++=EXTRAWORD
deep ^jj++++=EXTRAWORD
beside ^in+pl+++=beside
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
trousers ^nns+nom+++=trousers
rolled ^vbd+++xvbn+=rolled
to ^in++++=to
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
one ^cd1++++=one
touch ^nn++++=touch
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
three ^cd++++=three
fishermen ^nns++++=fishermen
already ^rb++++=already
had ^vb+hv+vrb++=had
their ^pp$+pp3+++=their
hands ^nns++++=hands
on ^in++++=on
the ^ati++++=the
bronze ^nn++++=bronze.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
consider ^nn+nom+++=consider
preservation ^nn+nom+++=preservation.
. ^zz++++=EXTRAWORD
Historical ^jj+atrb+++=Historical
significance ^nn+nom+++=significance.
. ^zz++++=EXTRAWORD
Ownership ^nn+nom+++=Ownership."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
church ^nn++++=church,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Reverend ^npt++++=Reverend
Saye ^np+++??+=Saye.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
church ^nn++++=church
is ^vbz+bez+vrb++=is
a ^at++++=a
ruin ^nn++++=ruin,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
someone ^pn++++=someone
replied ^vbd+vpub++xvbn+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
belongs ^vbz++++=belongs
to ^in++++=to
history ^nn++++=history."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="History
history ^nn++++=EXTRAWORD
can ^md+pos+++=can
pull ^vb++++=pull
it ^pp3+it+++=it
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
mud ^nn++++=mud."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
A ^at++++=A
boy ^nn++++=boy
squeezed ^vwbn+++xvbn+=squeezed
between ^in++++=between
the ^ati++++=the
adults ^nns++++=adults
and ^cc++++=and
reached ^vpsv++agls+xvbn+=reached
toward ^in++++=toward
the ^ati++++=the
clapper ^nn++++=clapper.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
caught ^vbd+++xvbn+=caught
his ^pp$+pp3+++=his
wrist ^nn++++=wrist.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't."
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
looked ^vbd+++xvbn+=looked
up ^rp++++=up
at ^in++++=at
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
salt ^nn++++=salt
and ^cc++++=and
old ^jj+atrb+++=old
metal ^nn++++=metal.
. ^zz++++=EXTRAWORD
Up ^rp++++=Up
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
could ^md+pos+++=could
see ^vb+vprv+++=see
pale ^jj+atrb+++=pale
scratches ^nns++++=scratches
beneath ^in+pl+++=beneath
the ^ati++++=the
barnacles ^nns+++??+=barnacles,
, ^zz++++=EXTRAWORD
hundreds ^cds++++=hundreds
of ^in++++=of
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
crossing ^vbg+++xvbg+=crossing
and ^cc+phrs+++=and
recrossing ^vbg+++xvbg+=recrossing
the ^ati++++=the
bronze ^nn++++=bronze.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++by+xvbnx+=made
by ^in++++=by
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
letters ^nns+nom+++=letters.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tide ^nn++++=tide
shifted ^vbd+++xvbn+=shifted.
. ^zz++++=EXTRAWORD
From ^in++++=From
inside ^jjb++++=inside
the ^ati++++=the
bell ^nn++++=bell
came ^vbd+++xvbn+=came
a ^at++++=a
soft ^jj+atrb+++=soft
knock ^nn++++=knock.
. ^zz++++=EXTRAWORD
The ^ati++++=The
crowd ^nn++++=crowd
fell ^vbd+++xvbn+=fell
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
knock ^vb++++=knock
followed ^vbd+vprv++xvbn+=followed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
three ^cd++++=three
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow
and ^cc+phrs+++=and
deliberate ^jj++++=deliberate.
. ^zz++++=EXTRAWORD
Knock ^vb++++=Knock.
. ^zz++++=EXTRAWORD
Knock ^vb++++=Knock.
. ^zz++++=EXTRAWORD
Knock ^vb++++=Knock.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy
tore ^vbd+++xvbn+=tore
free ^jj++++=free
of ^in++++=of
Mara ^np+++??+=Mara
and ^cc++++=and
fled ^vbd+++xvbn+=fled.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bell ^nn++++=bell
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
hauled ^vpsv++agls+xvbnx+=hauled
into ^in++++=into
the ^ati++++=the
old ^jj+atrb+++=old
net ^jjb+atrb+++=net
warehouse ^nn++++=warehouse.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Cale ^np++++=Cale
locked ^vbd+++xvbn+=locked
the ^ati++++=the
doors ^nns++++=doors
and ^cc++++=and
placed ^vbd+++xvbn+=placed
two ^cd++++=two
harbor ^nn++++=harbor
watchmen ^vbd+++xvbn+=watchmen
outside ^jjb++++=outside,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
fearing ^vbg+vprv+tht0+xvbg+=fearing
it ^pp3+it+++=it
might ^md+pos+++=might
escape ^vb++++=escape.
. ^zz++++=EXTRAWORD
The ^ati++++=The
town ^nn++++=town
returned ^vbd+++xvbn+=returned
reluctantly ^rb++++=reluctantly
to ^in++++=to
its ^pp$+it+++=its
work ^nn++++=work,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
nothing ^pn++++=nothing
was ^vbd+bedz+vrb++=was
ordinary ^jj+pred+++=ordinary
after ^in++++=after
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
The ^ati++++=The
baker ^np++++=baker
burned ^vbd+++xvbn+=burned
six ^cd++++=six
loaves ^nns++++=loaves.
. ^zz++++=EXTRAWORD
A ^at++++=A
mast ^nn++++=mast
rope ^nn++++=rope
snapped ^vbd+++xvbn+=snapped
in ^in++++=in
still ^rb+atrb+++=still
air ^nn++++=air.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse,
, ^zz++++=EXTRAWORD
every ^at++++=every
child ^nn++++=child
drew ^vbd+++xvbn+=drew
the ^ati++++=the
same ^ap++++=same
picture ^nn++++=picture:
: ^zz++++=EXTRAWORD
a ^at++++=a
black ^jj+atrb+++=black
bell ^nn++++=bell
beneath ^in+pl+++=beneath
a ^at++++=a
white ^jj+atrb+++=white
moon ^np++++=moon.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
went ^vbd+++xvbn+=went
back ^jjb++++=back
to ^in++++=to
her ^pp$+pp3+++=her
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carriage ^nn+nom+++=carriage
clock ^nn++++=clock
still ^rb+atrb+++=still
lost ^jj+++xvbn+=lost
eleven ^cd++++=eleven
minutes ^nns++++=minutes.
. ^zz++++=EXTRAWORD
At ^in++++=At
dusk ^nn++++=dusk,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Pell ^np++++=Pell
came ^vbd+++xvbn+=came
to ^to++++=to
collect ^vbi++++=collect
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
told ^vbd+vpub++xvbn+=told
him ^pp3o+pp3+++=him
the ^ati++++=the
repair ^nn++++=repair
would ^md+prd+++=would
take ^vb++++=take
another ^ppls++++=another
day ^np++++=day.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
tomorrow ^nr+tm+++=tomorrow
is ^vbz+bez+vrb++=is
Thursday ^nr++++=Thursday,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
anxiously ^rb++++=anxiously.
. ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
perhaps ^rb++++=perhaps
it ^pp3+it+++=it
will ^md+prd+++=will
show ^vb++++=show
us ^pp1o+pp1+++=us
what ^wdt+who+++=what's
's ^vbz+bez+vrb++0=EXTRAWORD
wrong ^jj++++=wrong."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
leaned ^vbd+++xvbnx+=leaned
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
hours ^nns++++=hours
are ^vb+ber+aux++=are
better ^jjr+pred+++=better
lost ^vbd+++xvbn+=lost,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Venn ^np++++=Venn."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
could ^md+pos+++=could
ask ^vb++++=ask
what ^wdt+who+++=what
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
placed ^vbd+++xvbnx+=placed
his ^pp$+pp3+++=his
hat ^nn++++=hat
on ^in++++=on
his ^pp$+pp3+++=his
head ^nn++++=head
and ^cc++++=and
hurried ^vbd+++xvbn+=hurried
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
locked ^vbd+++xvbn+=locked
the ^ati++++=the
shop ^nn++++=shop
after ^in++++=after
sunset ^nn++++=sunset.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lived ^vbd+++xvbnx+=lived
in ^in++++=in
two ^cd++++=two
rooms ^nns++++=rooms
above ^jjb++++=above
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
night ^nn++++=night
the ^ati++++=the
walls ^nns++++=walls
seemed ^vbd+seem++xvbn+=seemed
crowded ^vpsv++by+xvbn+=crowded
by ^in++++=by
the ^ati++++=the
restless ^jj++++=restless
ticking ^jj+++xvbg+=ticking
below ^rb++++=below.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lit ^vbd+++xvbnx+=lit
a ^at++++=a
lamp ^nn++++=lamp,
, ^zz++++=EXTRAWORD
boiled ^jj+atrb++xvbn+=boiled
water ^nn++++=water
for ^in++++=for
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
took ^vbd+++xvbn+=took
a ^at++++=a
wooden ^jj+atrb+++=wooden
box ^nn++++=box
from ^in++++=from
beneath ^rb++++=beneath
her ^pp$+pp3+++=her
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Inside ^in+pl+++=Inside
lay ^vbd+++xvbn+=lay
all ^abn++++=all
that ^dt+dem+++=that
remained ^jj+++xvbn+=remained
of ^in++++=of
her ^pp3o+pp3+++=her
father ^npt++++=father:
: ^zz++++=EXTRAWORD
a ^at++++=a
pipe ^nn++++=pipe
with ^in++++=with
a ^at++++=a
cracked ^jj+atrb++xvbn+=cracked
stem ^nn++++=stem,
, ^zz++++=EXTRAWORD
a ^at++++=a
compass ^nn++++=compass
that ^tht+rel+subj++=that
pointed ^vprf+++xvbn+=pointed
south ^nr+pl+++=south
instead ^rb+cnj+++=instead
of ^in++++=of
north ^np+pl+++=north,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
six ^cd++++=six
letters ^nns+nom+++=letters
written ^vbd+++xvbn+=written
during ^in++++=during
the ^ati++++=the
final ^jj+atrb+++=final
summer ^nn++++=summer
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
unfolded ^vbd+++xvbnx+=unfolded
the ^ati++++=the
last ^ap++++=last
one ^pn++++=one.
. ^zz++++=EXTRAWORD
