On ^in++++=On
beneath ^in+pl+++=beneath
the ^ati++++=the
sea ^nn++++=sea
before ^in++++=before
disaster ^nn+nom+++=disaster.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
believed ^vprf+++xvbnx+=believed
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
harbor ^nn++++=harbor
pilot ^nn++++=pilot,
, ^zz++++=EXTRAWORD
a ^at++++=a
broad ^jj++++=broad-shouldered
- ^zz++++=EXTRAWORD
shouldered ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
who ^whp+rel+subj++=who
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
salt ^nn++++=salt
and ^cc++++=and
lamp ^nn++++=lamp
oil ^nn++++=oil.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
ten ^cd++++=ten,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
cliff ^nn++++=cliff
during ^in++++=during
a ^at++++=a
storm ^nn++++=storm
and ^cc++++=and
claimed ^vbd+vpub+tht0+xvbn+=claimed
he ^pp3a+pp3+++=he
could ^md+pos+++=could
hear ^vb+vprv+++=hear
the ^ati++++=the
drowned ^jj+atrb++xvbn+=drowned
bells ^nns++++=bells.
. ^zz++++=EXTRAWORD
" ^zz++++="They're
they ^pp3a+pp3+++=EXTRAWORD
're ^vb+ber+vrb++0=EXTRAWORD
warning ^nn++++=warning
us ^pp1o+pp1+++=us,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
smiled ^vprf+++xvbnx+=smiled
and ^cc+phrs+++=and
squeezed ^vbd+++xvbn+=squeezed
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
we ^pp1a+pp1+++=we
knew ^vbd+vprv+tht0+xvbn+=knew
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
warn ^vb+vpub+++=warn
us ^pp1o+pp1+++=us."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Two ^cd++++=Two
days ^nns++++=days
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
boat ^nn++++=boat
disappeared ^vbd+seem++xvbn+=disappeared
beyond ^in++++=beyond
the ^ati++++=the
northern ^jj+atrb+++=northern
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
For ^in++++=For
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
hated ^vprf+++xvbnx+=hated
the ^ati++++=the
bells ^nns++++=bells
for ^in++++=for
failing ^vb+nom++xvbg+=failing
to ^to+vcmp+++=to
warn ^vbi+vpub+++=warn
clearly ^rb++++=clearly.
. ^zz++++=EXTRAWORD
Later ^rbr+tm+++=Later,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
hated ^vbd+++xvbnx+=hated
herself ^ppl+pp3+++=herself
for ^rb++++=for
ever ^rb"++++=ever
imagining ^vbg+vprv+tht0+xvbg+=imagining
they ^pp3a+pp3+++=they
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
now ^rn+tm+++=now
she ^pp3a+pp3+++=she
stood ^vbd+++xvbnx+=stood
in ^in++++=in
her ^pp$+pp3+++=her
doorway ^nn++++=doorway
and ^cc++++=and
counted ^vbd+++xvbn+=counted
seven ^cd++++=seven
distinct ^jj+atrb+++=distinct
voices ^nns++++=voices
rolling ^vwbg+++xvbg+=rolling
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
ringing ^nn++++=ringing
ended ^vbd+++xvbn+=ended,
, ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
remained ^vbd+++xvbn+=remained
silent ^jj++++=silent
for ^in++++=for
several ^ap++++=several
breaths ^nns++++=breaths.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
everyone ^pn++++=everyone
began ^vbd+++xvbn+=began
speaking ^nvbg+++xvbg+=speaking
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
council ^nn++++=council
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
a ^at++++=a
meeting ^jj+++xvbg+=meeting
in ^in++++=in
the ^ati++++=the
town ^nn++++=town
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
By ^in++++=By
one ^pn++++=one,
, ^zz++++=EXTRAWORD
the ^ati++++=the
hall ^nn++++=hall
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
crowded ^jj+++xvbn+=crowded
that ^dt+pdem+++=that
people ^vbz++++=people
stood ^vbd+++xvbn+=stood
on ^in++++=on
windowsills ^nns+++??+=windowsills
and ^cc++++=and
filled ^vbd+++xvbn+=filled
the ^ati++++=the
stairway ^nn++++=stairway.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
attended ^vbd+++xvbn+=attended
only ^rb+down+++=only
because ^cs+cos+++=because
Councilor ^np+++??+=Councilor
Vale ^npl++++=Vale
sent ^vbd+++xvbn+=sent
his ^pp$+pp3+++=his
assistant ^nn+nom+++=assistant
to ^to+vcmp+++=to
fetch ^vbi++++=fetch
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
was ^vbd+bedz+vrb++=was
a ^at++++=a
narrow ^jj+atrb+++=narrow
man ^nn++++=man
with ^in++++=with
a ^at++++=a
silver ^nn++++=silver
beard ^nn++++=beard
and ^cc++++=and
an ^at++++=an
expression ^nn++++=expression
of ^in++++=of
permanent ^jj+atrb+++=permanent
disappointment ^nn+nom+++=disappointment.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
behind ^in+pl+++=behind
a ^at++++=a
long ^jj+atrb+++=long
table ^nn++++=table
with ^in++++=with
the ^ati++++=the
harbor ^nn++++=harbor
master ^nn++++=master,
, ^zz++++=EXTRAWORD
the ^ati++++=the
priest ^nn++++=priest,
, ^zz++++=EXTRAWORD
two ^cd++++=two
merchants ^nns+nom+++=merchants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Old ^jj+atrb+++=Old
Nessa ^np+++??+=Nessa
Quill ^np+++??+=Quill,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
delivered ^vprf+++xvbnx+=delivered
half ^abn++++=half
the ^ati++++=the
town ^nn++++=town's
's ^$++++=EXTRAWORD
children ^nns++++=children
and ^cc++++=and
buried ^jj+++xvbn+=buried
most ^ql+emph+++=most
of ^in++++=of
the ^ati++++=the
other ^ap++++=other
half ^nn++++=half.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
table ^nn++++=table
lay ^vbd+++xvbn+=lay
a ^at++++=a
rusted ^jj+atrb++xvbn+=rusted
iron ^nn++++=iron
object ^nn++++=object.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
gear ^nn++++=gear,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
said ^vbd+vpub++xvbn+=said
when ^wrb+who+whcl++=when
Mara ^np+++??+=Mara
approached ^vbd+++xvbn+=approached.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
examined ^vbd+++xvbnx+=examined
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
size ^nn++++=size
of ^in++++=of
her ^pp$+pp3+++=her
palm ^np++++=palm,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
teeth ^nn++++=teeth
corroded ^vwbn+++xvbn+=corroded
but ^cc++++=but
regular ^jj++++=regular.
. ^zz++++=EXTRAWORD
" ^zz++++="Part
part ^nn++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
clock ^nn++++=clock?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Possibly."
possibly ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
this ^dt+dem+++=this
morning ^nn++++=morning
in ^in++++=in
a ^at++++=a
fisherman ^nn+nom+++=fisherman's
's ^vbz+bez+vrb++0=EXTRAWORD
net ^jjb++++=net."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
turned ^vbd+++xvbn+=turned
it ^pp3+it+++=it
over ^rb++++=over.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
rust ^nn++++=rust,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
saw ^vbd+vprv++xvbnx+=saw
a ^at++++=a
stamped ^jj+++xvbn+=stamped
mark ^np++++=mark:
: ^zz++++=EXTRAWORD
a ^at++++=a
seven ^cd++++=seven-pointed
- ^zz++++=EXTRAWORD
pointed ^vbd+++xvbn+=EXTRAWORD
star ^nn++++=star.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
stomach ^nn++++=stomach
tightened ^vbd+++xvbn+=tightened.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father's
's ^$++++=EXTRAWORD
compass ^nn++++=compass
had ^vbd+hvd+aux++=had
borne ^vprf+++xvbnx+=borne
the ^ati++++=the
same ^ap++++=same
symbol ^nn++++=symbol.
. ^zz++++=EXTRAWORD
As ^in++++=As
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
assumed ^vprf++tht0+xvbnx+=assumed
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
merely ^rb+down+++=merely
decoration ^nn+nom+++=decoration.
. ^zz++++=EXTRAWORD
After ^in++++=After
his ^pp$+pp3+++=his
death ^nn++++=death,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
searched ^vbd+++xvbnx+=searched
for ^in++++=for
the ^ati++++=the
maker ^nn++++=maker
but ^cc++++=but
found ^vbd+vprv++xvbn+=found
no ^at++++=no
record ^nn++++=record
of ^in++++=of
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
you ^pp2+pp2+++=you
recognize ^vb+vprv+tht0++=recognize
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Vale ^npl++++=Vale
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
lied ^vbd+++xvbnx+=lied.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
shouted ^vbd+vpub++xvbn+=shouted
that ^tht+vcmp+++=that
three ^cd++++=three
dead ^jj+atrb+++=dead
fish ^nns++++=fish
had ^vbd+hvd+aux++=had
washed ^vprf+++xvbnx+=washed
ashore ^rb+pl+++=ashore
with ^in++++=with
black ^jj+atrb+++=black
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
person ^nn++++=person
claimed ^vbd+vpub++xvbn+=claimed
the ^ati++++=the
well ^rb++++=well
water ^nn++++=water
tasted ^vprf+++xvbn+=tasted
of ^in++++=of
copper ^nn++++=copper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
priest ^nn++++=priest
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
hands ^nns++++=hands
and ^cc++++=and
asked ^vpsv++agls+xvbn+=asked
for ^in+ppvb+++=for
calm ^nn++++=calm,
, ^zz++++=EXTRAWORD
which ^wdt+who+whcl++=which
only ^ap+down+++=only
increased ^jj+++xvbn+=increased
the ^ati++++=the
noise ^nn++++=noise.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
Nessa ^np+++??+=Nessa
struck ^vbd+++xvbn+=struck
the ^ati++++=the
table ^nn++++=table
with ^in++++=with
her ^pp$+pp3+++=her
cane ^nn++++=cane.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang
in ^in++++=in
my ^pp$+pp1+++=my
grandmother ^nn+nom+++=grandmother's
's ^$++++=EXTRAWORD
time ^nn++++=time,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
year ^nn++++=year
the ^ati++++=the
fever ^nn++++=fever
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
rang ^vbd+++xvbnx+=rang
in ^in++++=in
my ^pp$+pp1+++=my
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
time ^nn++++=time,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
eastern ^jj+atrb+++=eastern
cliff ^np++++=cliff
fell ^vbd+++xvbn+=fell.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
rang ^vbd+++xvbnx+=rang
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
girl ^nn++++=girl,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
winter ^nn++++=winter
that ^tht+rel+subj++=that
froze ^vbd+++xvbn+=froze
the ^ati++++=the
harbor ^nn++++=harbor
solid ^nn++++=solid."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
told ^vbd+vpub++xvbn+=told
