On ^in++++=On
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
marked ^vpsv++agls+xvbn+=marked
with ^in++++=with
silver ^nn++++=silver
letters ^nns+nom+++=letters
no ^at++++=no
one ^cd1++++=one
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read
from ^in++++=from
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
wave ^nn++++=wave
lifted ^vbd+++xvbn+=lifted
it ^pp3+it+++=it
and ^cc++++=and
let ^vb+++xvbn+=let
it ^pp3+it+++=it
fall ^nn++++=fall.
. ^zz++++=EXTRAWORD
Bong ^np+++??+=Bong.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
Saint ^npt++++=Saint
Orison ^np++++=Orison's
's ^$++++=EXTRAWORD
bell ^nn++++=bell,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
whispered ^vbd+vpub++xvbn+=whispered
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ossory ^np++++=Ossory.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
disagreed ^vbd+++xvbn+=disagreed.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
the ^ati++++=the
fishermen ^nns++++=fishermen
had ^vbd+hvd+aux++=had
pulled ^vprf+++xvbnx+=pulled
it ^pp3+it+++=it
onto ^in++++=onto
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
People ^nns++++=People
gathered ^vbd+++xvbn+=gathered
around ^rp++++=around
while ^cs+sub+++=while
Mayor ^npt++++=Mayor
Finch ^np++++=Finch
ordered ^vbd+++xvbn+=ordered
them ^pp3o+pp3+++=them
not ^xnot++not++=not
to ^in++++=to
touch ^nn++++=touch
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
instruction ^nn+nom+++=instruction
caused ^vbd+++xvbn+=caused
at ^rb++++=at
least ^rb"++++=least
twelve ^cd++++=twelve
people ^nns++++=people
to ^in++++=to
touch ^nn++++=touch
it ^pp3+it+++=it
immediately ^rb+tm+++=immediately.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
remained ^vbd+++xvbn+=remained
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
disliked ^vbd+++xvbnx+=disliked
mysteries ^nns+nom+++=mysteries
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
larger ^jjr+pred+++=larger
than ^in++++=than
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
A ^at++++=A
clock ^nn++++=clock
could ^md+pos+++=could
be ^vb+be+aux++=be
opened ^vpsv++agls+xvbnx+=opened.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
could ^md+pos+++=could
be ^vb+be+aux++=be
cleaned ^vpsv++agls+xvbnx+=cleaned,
, ^zz++++=EXTRAWORD
questioned ^j+++xvbn+=questioned,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vbd+++xvbn+=made
to ^to+vcmp+++=to
confess ^nns+nom+++=confess.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
was ^vbd+bedz+vrb++=was
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
covered ^vbd+++xvbn+=covered
its ^pp$+it+++=its
machinery ^nn+nom+++=machinery.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara!"
mara ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
younger ^jjr+atrb+++=younger
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
Tavin ^np+++??+=Tavin,
, ^zz++++=EXTRAWORD
wriggled ^j+++xvbn+=wriggled
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seventeen ^cd++++=seventeen,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
long ^jj+pred+++=long-limbed
- ^zz++++=EXTRAWORD
limbed ^jj+++xvbn+=EXTRAWORD
and ^cc++++=and
perpetually ^rb++++=perpetually
untidy ^jj++++=untidy,
, ^zz++++=EXTRAWORD
with ^in++++=with
dark ^jj+atrb+++=dark
curls ^nns++++=curls
and ^cc++++=and
a ^at++++=a
coat ^nn++++=coat
missing ^vwbg+++xvbg+=missing
two ^cd++++=two
buttons ^nns++++=buttons.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
did ^vbd+dod+vrb++=did
three ^cd++++=three
counties ^nns++++=counties,
, ^zz++++=EXTRAWORD
probably ^rb++++=probably."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
say ^vb+vpub+tht0++=say
it ^pp3+it+++=it
rang ^vbd+++xvbn+=rang
underwater ^jjb++++=underwater
every ^at++++=every
year ^nn++++=year
on ^in++++=on
the ^ati++++=the
night ^nn++++=night
the ^ati++++=the
church ^nn++++=church
sank ^vbd+++xvbn+=sank."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
say ^vb+vpub+tht0++=say
the ^ati++++=the
moon ^nn++++=moon
makes ^vbz++++=makes
people ^nns++++=people
steal ^vb++++=steal
spoons ^nns++++=spoons."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
moon ^nn++++=moon
does ^vbz+doz+aux++=does
make ^vb++++=make
people ^nns++++=people
steal ^vb++++=steal
spoons ^nns++++=spoons.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Fen ^np++++=Fen
stole ^vbd+++xvbn+=stole
six ^cd++++=six
last ^jj+atrb+++=last
winter ^nn++++=winter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Mrs.
mrs ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Fen ^np++++=Fen
steals ^vbz++++=steals
spoons ^nns++++=spoons
in ^in++++=in
every ^at++++=every
kind ^rb++++=kind
of ^rb"++++=of
weather ^nn++++=weather."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Finch ^np++++=Finch
climbed ^vbd+++xvbn+=climbed
onto ^in++++=onto
an ^at++++=an
overturned ^jj+atrb++xvbn+=overturned
boat ^nn++++=boat
and ^cc++++=and
raised ^vwbn+++xvbn+=raised
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
friends ^nns++++=friends,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
announced ^vbd+vpub++xvbnx+=announced,
, ^zz++++=EXTRAWORD
" ^zz++++="this
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
important ^jj+atrb+++=important
historic ^jj+atrb+++=historic
object ^nn++++=object.
. ^zz++++=EXTRAWORD
Until ^cs+sub+++=Until
we ^pp1a+pp1+++=we
determine ^vb++++=determine
what ^wdt+who+++=what
should ^md+nec+++=should
be ^vb+be+aux++=be
done ^vpsv++agls+xvbnx+=done,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
will ^md+prd+++=will
be ^vb+be+aux++=be
moved ^vpsv++agls+xvbnx+=moved
to ^in++++=to
the ^ati++++=the
town ^nn++++=town
hall ^nn++++=hall."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
sway ^nn++++=sway.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
struck ^vprf+++xvbn+=struck
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
iron ^nn++++=iron
tongue ^nn++++=tongue
moved ^vbd+++xvbn+=moved
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
sound ^nn++++=sound
rolled ^vbd+++xvbn+=rolled
across ^in+pl+++=across
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
Bong ^np+++??+=Bong.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
fell ^vbd+++xvbn+=fell
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
A ^at++++=A
crack ^nn++++=crack
appeared ^vbd+seem++xvbn+=appeared
in ^in++++=in
the ^ati++++=the
bell ^nn++++=bell's
's ^vbz+bez+vrb++0=EXTRAWORD
green ^jj+atrb+++=green
surface ^nn++++=surface.
. ^zz++++=EXTRAWORD
From ^in++++=From
it ^pp3+it+++=it
spilled ^vbd+++xvbn+=spilled
seawater ^jjr++++=seawater,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
three ^cd++++=three
silver ^nn++++=silver
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
a ^at++++=a
handful ^nn+nom+++=handful
of ^in++++=of
white ^jj+atrb+++=white
shells ^nps++++=shells,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj+atrb+++=small
wooden ^jj+atrb+++=wooden
box ^nn++++=box.
. ^zz++++=EXTRAWORD
The ^ati++++=The
box ^nn++++=box
landed ^vbd+++xvbn+=landed
at ^rb++++=at
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
Tavin ^np+++??+=Tavin
bent ^vbd+++xvbn+=bent
down ^rp++++=down.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't,"
do ^vb+do+vrb++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
picked ^vbd+++xvbnx+=picked
it ^pp3+it+++=it
up ^rp++++=up.
. ^zz++++=EXTRAWORD
The ^ati++++=The
box ^nn++++=box
was ^vbd+bedz+vrb++=was
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
blackened ^jj++++=blackened
by ^in++++=by
water ^nn++++=water,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
locked ^vpsv++agls+xvbn+=locked
with ^in++++=with
a ^at++++=a
brass ^nn++++=brass
keyhole ^nn++++=keyhole.
. ^zz++++=EXTRAWORD
Tavin ^np+++??+=Tavin
wiped ^vbd+++xvbn+=wiped
slime ^nn++++=slime
from ^in++++=from
the ^ati++++=the
lid ^nn++++=lid.
. ^zz++++=EXTRAWORD
Carved ^j+++xvbn+=Carved
into ^in++++=into
the ^ati++++=the
wood ^nn++++=wood
was ^vbd+bedz+vrb++=was
a ^at++++=a
symbol ^nn++++=symbol:
: ^zz++++=EXTRAWORD
a ^at++++=a
circle ^nn++++=circle
crossed ^vwbn+++xvbn+=crossed
by ^in++++=by
two ^cd++++=two
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
pointing ^vbg+++xvbg+=pointing
forward ^rb++++=forward
and ^cc++++=and
the ^ati++++=the
other ^ap++++=other
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
symbol ^nn++++=symbol.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
on ^in++++=on
every ^at++++=every
clock ^nn++++=clock
made ^vwbn+++xvbn+=made
by ^in++++=by
her ^pp$+pp3+++=her
grandfather ^nn+nom+++=grandfather.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
the ^ati++++=the
box ^nn++++=box
from ^in++++=from
Tavin ^np+++??+=Tavin.
. ^zz++++=EXTRAWORD
Mayor ^npt++++=Mayor
Finch ^np++++=Finch
pushed ^vwbn+++xvbn+=pushed
through ^in++++=through
the ^ati++++=the
crowd ^nn++++=crowd.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
belongs ^vbz++++=belongs
to ^in++++=to
the ^ati++++=the
town ^nn++++=town."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
my ^pp$+pp1+++=my
family ^nn++++=family
mark ^nn++++=mark."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
town ^nn++++=town's
's ^$++++=EXTRAWORD
bell ^nn++++=bell."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
sea ^nn++++=sea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Which
which ^whp+who+++=EXTRAWORD
falls ^vbz++++=falls
under ^in++++=under
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
the ^ati++++=the
harbor ^nn++++=harbor
office ^nn++++=office."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
charge ^vb+vpub+++=charge
the ^ati++++=the
sea ^nn++++=sea
with ^in++++=with
smuggling ^nn+nom+++=smuggling."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mayor ^nn++++=mayor's
's ^$++++=EXTRAWORD
mustache ^nn+++??+=mustache
stiffened ^vbd+++xvbn+=stiffened.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
turned ^vbd+++xvbn+=turned
and ^cc+phrs+++=and
walked ^vbd+++xvbn+=walked
away ^rp+pl+++=away
before ^cs+sub+++=before
he ^pp3a+pp3+++=he
could ^md+pos+++=could
stop ^vb++++=stop
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
Tavin ^np+++??+=Tavin
followed ^vbd+vprv++xvbn+=followed,
, ^zz++++=EXTRAWORD
grinning ^vbg+++xvbg+=grinning.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
