By ^in++++=By
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
inland ^jjb++++=inland.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
station ^nn+nom+++=station
had ^vb+hv+vrb++=had
a ^at++++=a
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
a ^at++++=a
vegetable ^nn++++=vegetable
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
two ^cd++++=two
rain ^nn++++=rain
tanks ^nns++++=tanks.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
importantly ^rb+cnj+++=importantly,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
the ^ati++++=the
last ^jj+atrb+++=last
place ^nn++++=place
that ^tht+rel+subj++=that
still ^rb++++=still
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
Bellweather ^np+nom++??+=Bellweather
as ^ql++++=as
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Mara ^np+++??+=Mara
stayed ^vbd+++xvbn+=stayed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
learned ^vbd+vprv++xvbnx+=learned
to ^to+vcmp+++=to
repair ^vbi++++=repair
shutters ^nns+nom+++=shutters,
, ^zz++++=EXTRAWORD
preserve ^nn++++=preserve
fruit ^nn++++=fruit,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
replace ^vb++++=replace
cracked ^jj+atrb++xvbn+=cracked
roof ^nn++++=roof
tiles ^nns++++=tiles.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
trapped ^vbd+++xvbnx+=trapped
rainwater ^nn+nom+++=rainwater
and ^cc++++=and
kept ^vbd+++xvbn+=kept
bees ^nns++++=bees
in ^in++++=in
boxes ^nns++++=boxes
beside ^in+pl+++=beside
the ^ati++++=the
abandoned ^jj+atrb++xvbn+=abandoned
freight ^nn++++=freight
shed ^vbd+++xvbn+=shed.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
a ^at++++=a
month ^nn++++=month
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
her ^pp$+pp3+++=her
small ^jj+atrb+++=small
boat ^nn++++=boat
north ^np+pl+++=north
to ^in++++=to
trade ^nn++++=trade
honey ^nn++++=honey
and ^cc++++=and
candles ^nns++++=candles
for ^in++++=for
flour ^nn++++=flour,
, ^zz++++=EXTRAWORD
salt ^jj++++=salt,
, ^zz++++=EXTRAWORD
tea ^nn++++=tea,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lamp ^nn++++=lamp
oil ^nn++++=oil.
. ^zz++++=EXTRAWORD
People ^nns++++=People
in ^in++++=in
the ^ati++++=the
hill ^nn++++=hill
villages ^nns+nom+++=villages
called ^vbd+++xvbn+=called
her ^pp3o+pp3+++=her
the ^ati++++=the
Station ^nn+nom+++=Station
Ghost ^nn++++=Ghost,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
unkindly ^rb++++=unkindly.
. ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
years ^nns++++=years
passed ^vbd+++xvbn+=passed,
, ^zz++++=EXTRAWORD
even ^rb++++=even
the ^ati++++=the
visitors ^nns++++=visitors
stopped ^vbd+++xvbn+=stopped
coming ^vbg+++xvbg+=coming.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
sea ^npl++++=sea
remained ^vbd+++xvbn+=remained
faithful ^jj++++=faithful.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
entered ^vbd+++xvbn+=entered
houses ^nns++++=houses
without ^in++++=without
knocking ^nn++++=knocking.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
wore ^vbd+++xvbn+=wore
doorways ^nns++++=doorways
smooth ^jj+atrb+++=smooth,
, ^zz++++=EXTRAWORD
lifted ^jj+atrb++xvbn+=lifted
floorboards ^nns++++=floorboards,
, ^zz++++=EXTRAWORD
rolled ^j+++xvbn+=rolled
china ^np++++=china
cups ^nns++++=cups
along ^in++++=along
old ^jj+atrb+++=old
roads ^nns++++=roads,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vbd+++xvbn+=filled
the ^ati++++=the
church ^nn++++=church
with ^in++++=with
blue ^jj++++=blue
light ^jj++++=light.
. ^zz++++=EXTRAWORD
At ^in++++=At
night ^nn++++=night,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
heard ^vbd+vprv++xvbn+=heard
waves ^nns++++=waves
moving ^vwbg+++xvbg+=moving
through ^in++++=through
the ^ati++++=the
town ^nn++++=town
below ^rb++++=below
like ^in++++=like
someone ^pn++++=someone
breathing ^nvbg+++xvbg+=breathing
in ^in++++=in
sleep ^nn++++=sleep.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
October ^nr++++=October
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
the ^ati++++=the
station ^nn+nom+++=station
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
kitchen ^nn++++=kitchen,
, ^zz++++=EXTRAWORD
slicing ^vbg+++xvbg+=slicing
pears ^nns+++??+=pears
for ^in++++=for
drying ^xvbg+++xvbg+=drying.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knife ^nn++++=knife
slipped ^vbd+++xvbn+=slipped
from ^in++++=from
her ^pp$+pp3+++=her
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
hung ^vbd+++xvbn+=hung
beneath ^in+pl+++=beneath
the ^ati++++=the
platform ^nn++++=platform
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
green ^nn++++=green
with ^in++++=with
age ^nn++++=age.
. ^zz++++=EXTRAWORD
For ^in++++=For
nineteen ^cd++++=nineteen
years ^nns++++=years,
, ^zz++++=EXTRAWORD
wind ^nn++++=wind
had ^vbd+hvd+aux++=had
shaken ^vprf+++xvbnx+=shaken
it ^pp3+it+++=it
and ^cc++++=and
gulls ^nns++++=gulls
had ^vbd+hvd+aux++=had
perched ^vprf+++xvbnx+=perched
on ^in++++=on
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
had ^vb+hv+aux++=had
never ^rb++splt++=never
made ^vprf+++xvbnx+=made
that ^dt+dem+++=that
sound ^jj++++=sound
a ^at++++=a
clear ^jj+atrb+++=clear,
, ^zz++++=EXTRAWORD
deliberate ^jj+atrb+++=deliberate
note ^vb++++=note
that ^tht+vcmp+++=that
traveled ^jj+++xvbn+=traveled
through ^in++++=through
the ^ati++++=the
house ^nn++++=house
and ^cc++++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
strike ^vbi++++=strike
the ^ati++++=the
bones ^nns++++=bones
behind ^in+pl+++=behind
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
the ^ati++++=the
lamp ^nn++++=lamp
from ^in++++=from
the ^ati++++=the
ticket ^nn++++=ticket
window ^nn++++=window
and ^cc++++=and
went ^vbd+++xvbn+=went
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
fall ^vbi++++=fall.
. ^zz++++=EXTRAWORD
The ^ati++++=The
platform ^nn++++=platform
gleamed ^vbd+++xvbn+=gleamed
black ^jj++++=black,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
drowned ^jj+atrb++xvbn+=drowned
tracks ^nns++++=tracks
were ^vbd+bed+vrb++=were
invisible ^jj+pred+++=invisible
beyond ^in++++=beyond
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
out ^rp+pl+++=out
over ^in++++=over
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
lightning ^nn++++=lightning
illuminated ^vbd+++xvbn+=illuminated
the ^ati++++=the
broken ^jj+atrb++xvbn+=broken
roofs ^nns++++=roofs
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
a ^at++++=a
third ^nn++++=third
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Mara ^np+++??+=Mara
heard ^vbd+vprv++xvbn+=heard
a ^at++++=a
whistle ^nn++++=whistle.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
the ^ati++++=the
south ^np+pl+++=south,
, ^zz++++=EXTRAWORD
low ^jj++++=low
and ^cc+phrs+++=and
lonely ^jj++++=lonely.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
A ^at++++=A
light ^nn++++=light
appeared ^vbd+seem++xvbn+=appeared
beneath ^in+pl+++=beneath
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
it ^pp3+it+++=it
looked ^vbd+++xvbn+=looked
like ^in++++=like
a ^at++++=a
star ^nn++++=star
trembling ^vwbg+++xvbg+=trembling
near ^in+pl+++=near
the ^ati++++=the
surface ^nn++++=surface
of ^in++++=of
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
grew ^vbd+++xvbn+=grew
brighter ^jjr++++=brighter.
. ^zz++++=EXTRAWORD
A ^at++++=A
second ^od++++=second
light ^jj++++=light
appeared ^jj+++xvbn+=appeared
below ^rb++++=below
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stood ^vbd+++xvbn+=stood
frozen ^vbd+++xvbn+=frozen
as ^ql++++=as
a ^at++++=a
locomotive ^nn++++=locomotive
emerged ^vbd+++xvbn+=emerged
from ^in++++=from
the ^ati++++=the
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
came ^vbd+++xvbn+=came
along ^in++++=along
the ^ati++++=the
drowned ^jj+atrb++xvbn+=drowned
line ^nn++++=line
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
rails ^nns++++=rails
still ^rb++++=still
rested ^vbd+++xvbn+=rested
on ^in++++=on
solid ^jj+atrb+++=solid
earth ^nn++++=earth.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
curled ^vbd+++xvbn+=curled
away ^in+pl+++=away
from ^in"++++=from
its ^pp$+it+++=its
wheels ^nns++++=wheels.
. ^zz++++=EXTRAWORD
Steam ^nn++++=Steam
spread ^vbd+++xvbn+=spread
across ^in+pl+++=across
the ^ati++++=the
sea ^nn++++=sea
in ^in++++=in
white ^jj+atrb+++=white
clouds ^nns++++=clouds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
red ^jj+atrb+++=red
sparks ^np++++=sparks
streamed ^vbd+++xvbn+=streamed
from ^in++++=from
its ^pp$+it+++=its
chimney ^nn++++=chimney.
. ^zz++++=EXTRAWORD
The ^ati++++=The
engine ^nn++++=engine
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
painted ^jj+atrb++xvbn+=painted
midnight ^nn++++=midnight
blue ^nn++++=blue,
, ^zz++++=EXTRAWORD
with ^in++++=with
brass ^nn++++=brass
letters ^nns+nom+++=letters
on ^in++++=on
its ^pp$+it+++=its
side ^nn++++=side:
: ^zz++++=EXTRAWORD
The ^ati++++=THE
Night ^nn++++=NIGHT
Mail ^nn++++=MAIL
Behind ^in+pl+++=Behind
it ^pp3+it+++=it
followed ^vbd+vprv++xvbn+=followed
four ^cd++++=four
carriages ^nns+nom+++=carriages,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
windows ^nns++++=windows
glowing ^vwbg+++xvbg+=glowing
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
train ^nn++++=train
slowed ^vwbn+++xvbn+=slowed
beside ^in+pl+++=beside
the ^ati++++=the
platform ^nn++++=platform
and ^cc++++=and
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
nothing ^pn++++=nothing
happened ^vbd+++xvbn+=happened.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
door ^nn++++=door
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
A ^at++++=A
conductor ^nn++++=conductor
stepped ^vbd+++xvbn+=stepped
down ^rp++++=down.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
a ^at++++=a
dark ^jj+atrb+++=dark
uniform ^nn++++=uniform
with ^in++++=with
silver ^nn++++=silver
buttons ^nns++++=buttons
and ^cc++++=and
a ^at++++=a
cap ^nn++++=cap
pulled ^vbd+++xvbn+=pulled
low ^jj++++=low
over ^in++++=over
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
passed ^vbd+++xvbn+=passed
through ^rp++++=through
him ^pp3o+pp3+++=him
in ^in++++=in
thin ^jj+atrb+++=thin
bright ^jj+atrb+++=bright
threads ^nns++++=threads.
. ^zz++++=EXTRAWORD
" ^zz++++="Bellweather
bellweather ^jjr+atrb+++=EXTRAWORD
Station ^nn+nom+++=Station?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
held ^vbd+vprv++xvbn+=held
the ^ati++++=the
lamp ^nn++++=lamp
higher ^jjr++++=higher.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
used ^md"++pmd"++=used
to ^to++++=to
be ^vbi++vrb++=be."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
consulted ^vwbn+++xvbn+=consulted
a ^at++++=a
pocket ^nn++++=pocket
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
railway ^nn++++=railway's
's ^$++++=EXTRAWORD
opinion ^nn++++=opinion
differs ^nns+nom+++=differs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
no ^at++++=no
railway ^nn++++=railway."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reached ^vbd+++xvbnx+=reached
into ^in++++=into
his ^pp$+pp3+++=his
coat ^nn++++=coat
and ^cc++++=and
produced ^vbd+++xvbn+=produced
an ^at++++=an
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
" ^zz++++="Delivery
delivery ^nn+nom+++=EXTRAWORD
for ^in++++=for
Mara ^np+++??+=Mara
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
stationmaster ^nn+nom+++=stationmaster."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
Mara ^np+++??+=Mara."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
sign ^nn++++=sign
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
offered ^vbd+++xvbnx+=offered
her ^pp$+pp3+++=her
a ^at++++=a
clipboard ^nn+++??+=clipboard.
. ^zz++++=EXTRAWORD
The ^ati++++=The
paper ^nn++++=paper
on ^in++++=on
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
dry ^jj+pred+++=dry
despite ^in++++=despite
the ^ati++++=the
rain ^nn++++=rain.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
line ^nn++++=line
where ^wrb+who+++=where
her ^pp$+pp3+++=her
name ^nn++++=name
had ^vb+hv+aux++=had
already ^rb++splt++=already
been ^vprf+ben+aux+xvbnx+=been
written ^vpsv++agls+xvbnx+=written
in ^in++++=in
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^vbz+bez+vrb++0=EXTRAWORD
careful ^jj+atrb+++=careful
handwriting ^nn++++=handwriting.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
almost ^rb+hdg+++=almost
dropped ^vbd+++xvbn+=dropped
the ^ati++++=the
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
gave ^vbd+++xvbn+=gave
you ^pp2+pp2+++=you
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sender ^nn++++=sender."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He's
he ^pp3a+pp3+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
dead ^jj++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
conductor ^nn++++=conductor
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
signed ^vbd+++xvbn+=signed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
handed ^vbd+++xvbnx+=handed
her ^pp$+pp3+++=her
