Every ^at++++=Every
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
kind ^rb++++=kind
of ^rb"++++=of
sentence ^nn+nom+++=sentence
he ^pp3a+pp3+++=he
enjoyed ^vbd+++xvbnx+=enjoyed
and ^cc++++=and
she ^pp3a+pp3+++=she
pretended ^vbd+vprv++xvbnx+=pretended
to ^to+vcmp+++=to
understand ^vbi+vprv+++=understand.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
at ^in++++=at
the ^ati++++=the
workbench ^nn+++??+=workbench
and ^cc++++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
back ^nn++++=back
of ^in++++=of
a ^at++++=a
pocket ^nn++++=pocket
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
A ^at++++=A
grain ^nn++++=grain
of ^in++++=of
sand ^nn++++=sand
lay ^vbd+++xvbn+=lay
inside ^jjb++++=inside.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
mayor ^nn++++=mayor,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
never ^rb++splt++=never
gone ^vprf+++xvbnx+=gone
near ^in+pl+++=near
the ^ati++++=the
sea ^nn++++=sea
in ^in++++=in
his ^pp$+pp3+++=his
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
removed ^vwbn+++xvbn+=removed
the ^ati++++=the
grain ^nn++++=grain
with ^in++++=with
tweezers ^nns+nom+++=tweezers,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
beneath ^in+pl+++=beneath
it ^pp3+it+++=it
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
another ^ppls++++=another.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
a ^rb++++=a
little ^rb"++++=little
pile ^nn++++=pile
of ^in++++=of
wet ^jj+atrb+++=wet
sand ^nn++++=sand
darkened ^vbd+++xvbn+=darkened
the ^ati++++=the
workbench ^nn+++??+=workbench.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
began ^vbd+++xvbn+=began
ticking ^nvbg+++xvbg+=ticking
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
walls ^nns++++=walls
came ^vbd+++xvbn+=came
a ^at++++=a
soft ^jj++++=soft,
, ^zz++++=EXTRAWORD
spreading ^vbg+++xvbg+=spreading
disturbance ^nn+nom+++=disturbance.
. ^zz++++=EXTRAWORD
One ^pn++++=One
by ^in++++=by
one ^pn++++=one,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clocks ^nns++++=clocks
reversed ^vwbn+++xvbn+=reversed.
. ^zz++++=EXTRAWORD
Hands ^nns++++=Hands
shivered ^vbd+++xvbn+=shivered,
, ^zz++++=EXTRAWORD
paused ^j+++xvbn+=paused,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vpsv++agls+xvbn+=turned
against ^in++++=against
their ^pp$+pp3+++=their
proper ^jj+atrb+++=proper
direction ^nn+nom+++=direction.
. ^zz++++=EXTRAWORD
Pendulums ^np+++??+=Pendulums
swung ^vbd+++xvbn+=swung
on ^in+strn+++=on,
, ^zz++++=EXTRAWORD
indifferent ^jj++++=indifferent,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
every ^at++++=every
mechanism ^nn+nom+++=mechanism
in ^in++++=in
the ^ati++++=the
shop ^nn++++=shop
began ^vbd+++xvbn+=began
counting ^nvbg+++xvbg+=counting
into ^in++++=into
the ^ati++++=the
past ^nn++++=past.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
a ^at++++=a
knock ^vb++++=knock
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
no ^at++++=no
one ^cd1++++=one
outside ^jjb++++=outside.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
threshold ^nn++++=threshold
lay ^vbd+++xvbn+=lay
a ^at++++=a
watch ^nn++++=watch
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
large ^jj+pred+++=large,
, ^zz++++=EXTRAWORD
plain ^nn++++=plain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
made ^vpsv++agls+xvbn+=made
of ^in++++=of
tarnished ^jj+atrb++xvbn+=tarnished
silver ^nn++++=silver.
. ^zz++++=EXTRAWORD
A ^at++++=A
deep ^jj+atrb+++=deep
scratch ^nn++++=scratch
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
case ^nn++++=case
where ^wrb+who+++=where
her ^pp3o+pp3+++=her
father ^npt++++=father
had ^vbd+hvd+aux++=had
dropped ^vprf+++xvbnx+=dropped
it ^pp3+it+++=it
while ^cs+sub+++=while
repairing ^vbg+++xvbg+=repairing
the ^ati++++=the
chapel ^nn++++=chapel
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pressed ^vbd+++xvbnx+=pressed
the ^ati++++=the
catch ^nn++++=catch.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lid ^nn++++=lid
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
in ^in++++=in
tiny ^nn++++=tiny
engraved ^vbd+++xvbn+=engraved
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
words ^nns++++=words:
: ^zz++++=EXTRAWORD
For ^in++++=FOR
Elias ^np+++??+=ELIAS
Venn ^np+++??+=VENN,
, ^zz++++=EXTRAWORD
Who ^whp+rel+subj++=WHO
Is ^vbz+bez+vrb++=IS
Always ^rb++++=ALWAYS
Late ^jj+pred+++=LATE.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
had ^vbd+hvd+aux++=had
given ^vprf+++xvbnx+=given
it ^pp3+it+++=it
to ^in++++=to
him ^pp3o+pp3+++=him
before ^cs+sub+++=before
Mara ^np+++??+=Mara
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
seawater ^jjr++++=seawater,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
its ^pp$+it+++=its
second ^od++++=second
hand ^nn++++=hand
moved ^vbd+++xvbn+=moved
steadily ^rb++++=steadily
backward ^jj++++=backward.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
bench ^nn++++=bench.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
shook ^vbd+++xvbn+=shook
as ^ql++++=as
she ^pp3a+pp3+++=she
removed ^vbd+++xvbnx+=removed
the ^ati++++=the
rear ^jjb+atrb+++=rear
plate ^nn++++=plate.
. ^zz++++=EXTRAWORD
The ^ati++++=The
inner ^jjb+atrb+++=inner
works ^nns++++=works
were ^vbd+bed+vrb++=were
green ^nn++++=green
with ^in++++=with
corrosion ^nn++++=corrosion.
. ^zz++++=EXTRAWORD
Seaweed ^nn++++=Seaweed
as ^ql++++=as
fine ^jj++++=fine
as ^ql++++=as
hair ^nn++++=hair
curled ^vbd+++xvbn+=curled
around ^rp++++=around
the ^ati++++=the
balance ^nn+nom+++=balance
wheel ^vb++++=wheel.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
tapped ^vbd+++xvbn+=tapped
from ^in++++=from
inside ^jjb++++=inside
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
quick ^jj+atrb+++=quick
beats ^nns++++=beats.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
slow ^jj++++=slow.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
quick ^jj++++=quick.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
leaned ^vbd+++xvbn+=leaned
closer ^rbr++++=closer.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tapping ^nn++++=tapping
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
faintly ^rb+cnj+++=faintly,
, ^zz++++=EXTRAWORD
from ^in++++=from
within ^in++++=within
a ^at++++=a
case ^nn++++=case
no ^at++++=no
wider ^jjr++++=wider
than ^cs+sub+++=than
her ^pp3o+pp3+++=her
palm ^np++++=palm,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
heard ^vbd+vprv++xvbnx+=heard
her ^pp$+pp3+++=her
father ^nn++++=father's
's ^$++++=EXTRAWORD
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara?"
mara ^nn+++??+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
dropped ^vbd+++xvbnx+=dropped
the ^ati++++=the
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
struck ^vbd+++xvbn+=struck
the ^ati++++=the
bench ^nn++++=bench
but ^cc++++=but
continued ^vbd+++xvbn+=continued
speaking ^vbg+++xvbg+=speaking.
. ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
hear ^vb+vprv+tht0++=hear
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them
ask ^vb++++=ask
for ^in+ppvb+++=for
the ^ati++++=the
dead ^nn++++=dead."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
could ^md+pos+++=could
not ^xnot++not++=not
breathe ^vb++++=breathe.
. ^zz++++=EXTRAWORD
The ^ati++++=The
voice ^nn++++=voice
crackled ^vbd+++xvbn+=crackled
like ^in++++=like
a ^at++++=a
distant ^jj+atrb+++=distant
transmission ^nn++++=transmission.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^npl++++=sea
does ^vbz+doz+aux++=doesn't
n't ^xnot++not++0=EXTRAWORD
return ^vb++++=return
things ^nns++++=things.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
exchanges ^nns++++=exchanges
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
went ^vbd+++xvbn+=went
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
cheered ^vbd+++xvbn+=cheered
as ^ql++++=as
the ^ati++++=the
tide ^nn++++=tide
delivered ^vwbn+++xvbn+=delivered
something ^pn++++=something
else ^rb+cnj+++=else.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
ran ^vbd+++xvbn+=ran
to ^in+ppvb+++=to
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
A ^at++++=A
fishing ^jj+atrb++xvbg+=fishing
boat ^nn++++=boat
rested ^vbd+++xvbn+=rested
on ^in++++=on
the ^ati++++=the
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
upright ^jj++++=upright
and ^cc++++=and
whole ^nn++++=whole.
. ^zz++++=EXTRAWORD
Silver ^nn++++=Silver
Dawn ^nn++++=Dawn
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
with ^in++++=with
four ^cd++++=four
men ^nns++++=men
during ^in++++=during
the ^ati++++=the
great ^jj+atrb+++=great
storm ^nn++++=storm
twenty ^cd++++=twenty
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
its ^pp$+it+++=its
red ^jj++++=red
sail ^vb++++=sail
hung ^vbd+++xvbn+=hung
from ^in++++=from
the ^ati++++=the
mast ^nn++++=mast,
, ^zz++++=EXTRAWORD
wet ^jj++++=wet
but ^cc+phrs+++=but
unripped ^jj+++xvbn+=unripped.
. ^zz++++=EXTRAWORD
Nets ^nns++++=Nets
lay ^vbd+++xvbn+=lay
neatly ^rb++++=neatly
coiled ^vbd+++xvbn+=coiled
on ^in++++=on
deck ^nn++++=deck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
four ^cd++++=four
fishermen ^nns++++=fishermen
were ^vbd+bed+vrb++=were
nowhere ^rb+pl+++=nowhere
aboard ^in+strn+++=aboard.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
seemed ^vbd+seem++xvbn+=seemed
disappointed ^vbd+++xvbn+=disappointed.
