Every ^at++++=Every
village ^nn+nom+++=village
built ^vbd+++xvbn+=built
on ^in++++=on
black ^jj+atrb+++=black
cliffs ^nns++++=cliffs
above ^jjb++++=above
a ^at++++=a
cold ^jj+atrb+++=cold
northern ^jj+atrb+++=northern
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
The ^ati++++=The
village ^nn+nom+++=village
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
famous ^jj++++=famous
for ^in++++=for
its ^pp$+it+++=its
bells ^nns++++=bells.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
bells ^nns++++=bells
in ^in++++=in
the ^ati++++=the
church ^npl++++=church
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
bells ^nns++++=bells
over ^in++++=over
shop ^nn++++=shop
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
bells ^nns++++=bells
on ^in++++=on
fishing ^xvbg+++xvbg+=fishing
boats ^nns++++=boats,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
tiny ^jj+atrb+++=tiny
bells ^nns++++=bells
tied ^vbd+++xvbn+=tied
to ^in++++=to
goats ^nns++++=goats
grazing ^vwbg+++xvbg+=grazing
in ^in++++=in
the ^ati++++=the
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
On ^in++++=On
windy ^jj+atrb+++=windy
evenings ^nns++++=evenings,
, ^zz++++=EXTRAWORD
the ^ati++++=the
whole ^jj+atrb+++=whole
coast ^nn++++=coast
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
ring ^vbi++++=ring.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
largest ^jjt+atrb+++=largest
bell ^nn++++=bell
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
hundred ^cd++++=hundred
years ^nns++++=years
earlier ^jjr++++=earlier,
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
an ^at++++=an
iron ^nn++++=iron
tower ^nn++++=tower
on ^in++++=on
a ^at++++=a
reef ^nn++++=reef
half ^abn++++=half
a ^at++++=a
mile ^nn++++=mile
from ^in++++=from
shore ^nn++++=shore.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
it ^pp3+it+++=it
hung ^vbd+++xvbn+=hung
a ^at++++=a
bell ^nn++++=bell
so ^ql+emph+++=so
immense ^jj++++=immense
that ^cs+sub+++=that
twelve ^cd++++=twelve
men ^nns++++=men
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
needed ^vpsv++agls+xvbnx+=needed
to ^to+vcmp+++=to
lift ^vbi++++=lift
its ^pp$+it+++=its
clapper ^jjr++++=clapper.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
was ^vbd+bedz+aux++=was
meant ^vpsv++agls+xvbnx+=meant
to ^to+vcmp+++=to
warn ^vbi+vpub+++=warn
ships ^nns++++=ships
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
In ^in++++=In
storms ^nns++++=storms,
, ^zz++++=EXTRAWORD
waves ^nns++++=waves
struck ^vbd+++xvbn+=struck
a ^at++++=a
mechanism ^nn+nom+++=mechanism
below ^in+pl+++=below
the ^ati++++=the
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
motion ^nn++++=motion
pulled ^vbd+++xvbn+=pulled
the ^ati++++=the
bell ^nn++++=bell
into ^in++++=into
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
voice ^nn++++=voice
could ^md+pos+++=could
be ^vb+be+aux++=be
heard ^vpsv++agls+xvbnx+=heard
thirty ^cd++++=thirty
miles ^nns++++=miles
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
winter ^nn++++=winter
night ^nn++++=night,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tower ^nn++++=tower
sank ^vbd+++xvbn+=sank.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
why ^wrb+who+whcl++=why.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
blamed ^jj+atrb++xvbn+=blamed
rust ^nn++++=rust,
, ^zz++++=EXTRAWORD
others ^aps++++=others
an ^at++++=an
earthquake ^nn++++=earthquake.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
stories ^nns++++=stories
claimed ^vbd+vpub+tht0+xvbn+=claimed
the ^ati++++=the
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
tired ^jj+++xvbn+=tired
of ^in++++=of
being ^nn+nn+aux++=being
ordered ^vbd+vsua++xvbn+=ordered
to ^to+vcmp+++=to
speak ^vbi++++=speak.
. ^zz++++=EXTRAWORD
Whatever ^nn+nom+++=Whatever
the ^ati++++=the
cause ^nn++++=cause,
, ^zz++++=EXTRAWORD
the ^ati++++=the
tower ^npl++++=tower
vanished ^vbd+++xvbn+=vanished
beneath ^in+pl+++=beneath
the ^ati++++=the
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
the ^ati++++=the
great ^jj+atrb+++=great
bell ^nn++++=bell
with ^in++++=with
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
on ^in++++=on
certain ^jj+atrb+++=certain
nights ^nns++++=nights,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
tide ^nn++++=tide
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low
and ^cc++++=and
the ^ati++++=the
fog ^nn++++=fog
came ^vbd+++xvbn+=came
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
the ^ati++++=the
villagers ^nns+nom+++=villagers
still ^rb++++=still
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it
ringing ^jj+++xvbg+=ringing
under ^in++++=under
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
it ^pp3+it+++=it
only ^rb+down+++=only
once ^rb+tm+++=once.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
eight ^cd++++=eight
years ^nns++++=years
old ^jj++++=old,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
cliff ^nn++++=cliff
beside ^in+pl+++=beside
her ^pp3o+pp3+++=her
father ^npt++++=father.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^jj++++=sound
had ^vbd+hvd+aux++=had
risen ^vprf+++xvbn+=risen
through ^in++++=through
the ^ati++++=the
dark ^jj+atrb+++=dark
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
deep ^jj++++=deep
and ^cc+phrs+++=and
slow ^jj++++=slow,
, ^zz++++=EXTRAWORD
more ^ql++++=more
felt ^vbd+vprv++xvbn+=felt
in ^in++++=in
the ^ati++++=the
ribs ^nns++++=ribs
than ^in++++=than
heard ^nn++++=heard
with ^in++++=with
the ^ati++++=the
ears ^nns++++=ears.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
toll ^nn++++=toll.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
gripped ^vprf+++xvbnx+=gripped
her ^pp$+pp3+++=her
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Never
never ^rb++++=EXTRAWORD
answer ^vb++++=answer
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
whispered ^vprf+++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vb+hv+aux++=had
not ^xnot++not++=not
understood ^vbd+vprv++xvbn+=understood.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
clockmaker ^jjr++++=clockmaker,
, ^zz++++=EXTRAWORD
a ^at++++=a
practical ^jj+atrb+++=practical
man ^nn++++=man
who ^whp+rel+subj++=who
distrusted ^vbd+++xvbn+=distrusted
ghost ^nn++++=ghost
stories ^nns++++=stories
and ^cc++++=and
repaired ^vbd+++xvbn+=repaired
church ^npl++++=church
mechanisms ^nns+nom+++=mechanisms
while ^cs+sub+++=while
complaining ^vbg+vpub++xvbg+=complaining
about ^in++++=about
priests ^nns++++=priests.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
his ^pp$+pp3+++=his
face ^nn++++=face
that ^tht+rel+++=that
night ^nn++++=night
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
pale ^nn++++=pale
with ^in++++=with
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
days ^nns++++=days
later ^rbr+tm+++=later,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
disappeared ^vbd+seem++xvbnx+=disappeared.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
coat ^nn++++=coat
was ^vbd+bedz+aux++=was
found ^vpsv++agls+xvbnx+=found
folded ^xvbn+++xvbn+=folded
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
boots ^nns++++=boots
stood ^vbd+++xvbn+=stood
neatly ^rb++++=neatly
beside ^in+pl+++=beside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
footprints ^nns++++=footprints
leading ^vwbg+++xvbg+=leading
into ^in++++=into
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
For ^in++++=For
twenty ^cd++++=twenty-four
- ^zz++++=EXTRAWORD
four ^cd++++=EXTRAWORD
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
wondered ^vprf+++xvbnx+=wondered
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
meant ^vbd+vprv++xvbnx+=meant.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
sea ^npl++++=sea
left ^vbd+++xvbn+=left
a ^at++++=a
watch ^nn++++=watch
on ^in++++=on
her ^pp$+pp3+++=her
doorstep ^nn++++=doorstep.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
arrived ^vbd+++xvbn+=arrived
on ^in++++=on
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
October ^nr++++=October,
, ^zz++++=EXTRAWORD
nestled ^j+++xvbn+=nestled
in ^in++++=in
a ^at++++=a
coil ^nn++++=coil
of ^in++++=of
brown ^jj+atrb+++=brown
seaweed ^nn++++=seaweed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
watch ^nn++++=watch
was ^vbd+bedz+vrb++=was
large ^jj+pred+++=large
and ^cc+phrs+++=and
old ^jj++++=old-fashioned,
- ^zz++++=EXTRAWORD
fashioned ^vwbn+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
silver ^nn++++=silver
case ^nn++++=case
engraved ^vbd+++xvbn+=engraved
with ^in++++=with
a ^at++++=a
pattern ^nn++++=pattern
of ^in++++=of
waves ^nns++++=waves.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
no ^at++++=no
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
workshop ^nn++++=workshop
and ^cc++++=and
locked ^vbd+++xvbn+=locked
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mechanism ^nn+nom+++=mechanism
inside ^jjb++++=inside
was ^vbd+bedz+vrb++=was
unlike ^in++++=unlike
anything ^pn++++=anything
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead
of ^in++++=of
a ^at++++=a
balance ^nn+nom+++=balance
wheel ^vb++++=wheel,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
contained ^vbd+++xvbn+=contained
a ^at++++=a
thin ^jj+atrb+++=thin
glass ^nn++++=glass
disk ^nn+++??+=disk.
. ^zz++++=EXTRAWORD
Beneath ^in+pl+++=Beneath
the ^ati++++=the
glass ^nn++++=glass
turned ^vbd+++xvbn+=turned
a ^at++++=a
series ^nn++++=series
of ^in++++=of
black ^jj+atrb+++=black
gears ^nns++++=gears,
, ^zz++++=EXTRAWORD
each ^dt++++=each
tooth ^nn++++=tooth
narrow ^jj++++=narrow
as ^ql++++=as
a ^at++++=a
needle ^nn++++=needle.
. ^zz++++=EXTRAWORD
No ^at++++=No
maker ^nn++++=maker's
's ^$++++=EXTRAWORD
name ^nn++++=name
appeared ^vbd+seem++xvbn+=appeared
on ^in++++=on
the ^ati++++=the
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
rust ^nn++++=rust,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
salt ^jj+atrb+++=salt
crystals ^nns+nom+++=crystals
glittered ^vbd+++xvbn+=glittered
in ^in++++=in
every ^at++++=every
groove ^nn++++=groove.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv+tht0+xvbnx+=held
it ^pp3+it+++=it
to ^in++++=to
her ^pp$+pp3+++=her
ear ^nn++++=ear.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
heard ^vbd+vprv+tht0+xvbnx+=heard
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
came ^vbd+++xvbn+=came
a ^at++++=a
faint ^jj++++=faint
sound ^jj++++=sound:
: ^zz++++=EXTRAWORD
not ^xnot++not++=not
ticking ^nvbg+++xvbg+=ticking,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
breathing ^nvbg+++xvbg+=breathing.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
nearly ^rb+down+++=nearly
dropped ^vbd+++xvbn+=dropped
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
set ^vbd+++xvbnx+=set
the ^ati++++=the
watch ^nn++++=watch
on ^in++++=on
her ^pp$+pp3+++=her
workbench ^nn+++??+=workbench
and ^cc++++=and
watched ^vbd+++xvbn+=watched
the ^ati++++=the
handless ^jj+atrb+++=handless
face ^nn++++=face.
. ^zz++++=EXTRAWORD
At ^in++++=At
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
a ^at++++=a
bead ^nn++++=bead
of ^in++++=of
water ^nn++++=water
appeared ^vbd+seem++xvbn+=appeared
beneath ^in+pl+++=beneath
the ^ati++++=the
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
At ^rb++++=At
three ^cd++++=three,
, ^zz++++=EXTRAWORD
another ^dt++++=another
followed ^jj+++xvbn+=followed.
. ^zz++++=EXTRAWORD
By ^in++++=By
sunset ^nn++++=sunset,
, ^zz++++=EXTRAWORD
the ^ati++++=the
watch ^nn++++=watch
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
no ^at++++=no
water ^nn++++=water
leaked ^vprf+++xvbn+=leaked
onto ^in++++=onto
the ^ati++++=the
table ^nn++++=table.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
night ^nn++++=night
Mara ^np+++??+=Mara
slept ^vbd+++xvbn+=slept
badly ^rb++++=badly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
dreamed ^vbd+vprv++xvbnx+=dreamed
of ^in++++=of
her ^pp3o+pp3+++=her
father ^npt++++=father
standing ^vwbg+++xvbg+=standing
beneath ^in+pl+++=beneath
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
holding ^vbg+vprv++xvbg+=holding
a ^at++++=a
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
Fish ^nns++++=Fish
moved ^vbd+++xvbn+=moved
through ^in++++=through
his ^pp$+pp3+++=his
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
mouth ^nn++++=mouth
opened ^vbd+++xvbn+=opened
and ^cc+phrs+++=and
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
could ^md+pos+++=could
not ^xnot++not++=not
hear ^vb+vprv+++=hear
what ^wdt+who+whcl++=what
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
saying ^vbg+++xvbgx+=saying.
. ^zz++++=EXTRAWORD
At ^rb++++=At
six ^cd++++=six
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
no ^at++++=no
gift ^nn++++=gift
on ^rp++++=on
her ^pp3o+pp3+++=her
doorstep ^nn++++=doorstep.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
a ^at++++=a
line ^nn++++=line
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
scratched ^vpsv++agls+xvbnx+=scratched
into ^in++++=into
the ^ati++++=the
stone ^nn++++=stone.
. ^zz++++=EXTRAWORD
Bring ^vb++++=BRING
Back ^rb+phrv+++=BACK
The ^ati++++=THE
Hour ^nn++++=HOUR.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
read ^vbd+vprv++xvbn+=read
the ^ati++++=the
words ^nns++++=words
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
By ^in++++=By
breakfast ^nn++++=breakfast,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
the ^ati++++=the
watch ^vb++++=watch
to ^to+vcmp+++=to
the ^ati++++=the
oldest ^jjt+atrb+++=oldest
person ^nn++++=person
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather,
, ^zz++++=EXTRAWORD
a ^at++++=a
woman ^nn++++=woman
named ^vbd+++xvbn+=named
Ansel ^np+++??+=Ansel
Grey ^nn++++=Grey
who ^whp+rel+subj++=who
lived ^vbd+++xvbn+=lived
in ^in++++=in
a ^at++++=a
blue ^jj+atrb+++=blue
cottage ^nn+nom+++=cottage
near ^in+pl+++=near
the ^ati++++=the
cemetery ^nn+nom+++=cemetery.
. ^zz++++=EXTRAWORD
Ansel ^np+++??+=Ansel
was ^vbd+bedz+vrb++=was
ninety ^cd++++=ninety-six,
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
claimed ^vbd+vpub++xvbnx+=claimed
to ^to+vcmp+++=to
remember ^nn+nom+++=remember
being ^vbg+beg++xvbg+=being
older ^jjr++++=older.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
examined ^vbd+++xvbnx+=examined
the ^ati++++=the
watch ^nn++++=watch
without ^in++++=without
touching ^xvbg+++xvbg+=touching
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
that ^dt+pdem+++=that?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^npl++++=sea
does ^vbz+doz+aux++=does
not ^xnot++not++=not
give ^vb++++=give."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ansel ^np++++=Ansel's
's ^$++++=EXTRAWORD
milky ^nn+++??+=milky
eyes ^nns++++=eyes
lifted ^vbd+++xvbn+=lifted
to ^in++++=to
Mara ^np+++??+=Mara.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
lends ^vbz++++=lends."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
promise ^nn++++=promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
an ^at++++=an
answer ^nn++++=answer."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^in++++=EXTRAWORD
my ^pp$+pp1+++=my
age ^nn++++=age,
, ^zz++++=EXTRAWORD
answers ^nns+nom+++=answers
and ^cc++++=and
riddles ^nns++++=riddles
are ^vb+ber+vrb++=are
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ansel ^np+++??+=Ansel
shuffled ^vbd+++xvbn+=shuffled
to ^in++++=to
her ^pp$+pp3+++=her
stove ^nn++++=stove
and ^cc++++=and
