Every ^at++++=Every
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
bell ^nn++++=bell
towers ^nns++++=towers
watched ^vbd+++xvbn+=watched
over ^in++++=over
it ^pp3+it+++=it
north ^np+pl+++=north,
, ^zz++++=EXTRAWORD
south ^nr+pl+++=south,
, ^zz++++=EXTRAWORD
east ^np+pl+++=east,
, ^zz++++=EXTRAWORD
west ^np+pl+++=west,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
center ^jjr++++=center
built ^xvbn+++xvbn+=built
generations ^nns+nom+++=generations
ago ^rb++++=ago
to ^to++++=to
warn ^vbi+vpub+++=warn
of ^in++++=of
storms ^nns++++=storms.
. ^zz++++=EXTRAWORD
Four ^cd++++=Four
still ^rb++++=still
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
The ^ati++++=The
western ^jj+atrb+++=western
tower ^nn++++=tower
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
silent ^jj++++=silent
since ^cs+sub+++=since
the ^ati++++=the
night ^nn++++=night
Eli ^np+++??+=Eli
Vale ^npl++++=Vale
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
People ^nns++++=People
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
rope ^nn++++=rope
had ^vbd+hvd+aux++=had
snapped ^vprf+++xvbnx+=snapped.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seven ^cd++++=seven
the ^ati++++=the
next ^ap++++=next
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^npl++++=sea
left ^vbd+++xvbn+=left
another ^dt++++=another
letter ^nn++++=letter.
. ^zz++++=EXTRAWORD
**you ^nn+++??+=**You
have ^vb+hv+aux++=have
forgotten ^vprf+++xvbnx+=forgotten
what ^wdt+who+whcl++=what
you ^pp2+pp2+++=you
promised ^vbd+++xvbn+=promised
him.** ^nn+++??+=him.**
Mara ^np+++??+=Mara
tore ^vbd+++xvbn+=tore
it ^pp3+it+++=it
in ^in++++=in
half ^nn++++=half.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^nn++++=third
morning ^nn++++=morning:
: ^zz++++=EXTRAWORD
**ask ^nn+++??+=**Ask
Tomas ^np+++??+=Tomas
Reed ^nn++++=Reed
who ^whp+rel+subj++=who
cut ^vb+++xvbn+=cut
the ^ati++++=the
rope.** ^nn+++??+=rope.**
That ^tht+rel+++=That
one ^cd1++++=one
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
burn ^vb++++=burn.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
Reed ^nn++++=Reed
kept ^vbd+++xvbn+=kept
the ^ati++++=the
town ^nn++++=town
records ^nns++++=records
in ^in++++=in
the ^ati++++=the
lower ^jjr+atrb+++=lower
rooms ^nns++++=rooms
of ^in++++=of
the ^ati++++=the
council ^nn++++=council
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
old ^jj++++=old
when ^wrb+who+++=when
Mara ^np+++??+=Mara
was ^vbd+bedz+vrb++=was
a ^at++++=a
child ^nn++++=child
and ^cc++++=and
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
have ^vbi++++=have
aged ^jj++++=aged
only ^rb+down+++=only
in ^in++++=in
texture ^nn++++=texture
since ^in++++=since
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
like ^in++++=like
leather ^nn++++=leather
left ^vbd+++xvbn+=left
in ^in++++=in
sunlight ^nn++++=sunlight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
three ^cd++++=three
pairs ^nns++++=pairs
of ^in++++=of
spectacles ^nns++++=spectacles
on ^in++++=on
cords ^nns++++=cords
around ^in++++=around
his ^pp$+pp3+++=his
neck ^nn++++=neck
and ^cc++++=and
trusted ^jj+++xvbn+=trusted
none ^pn++++=none
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Mara ^np+++??+=Mara
entered ^vbd+++xvbn+=entered
his ^pp$+pp3+++=his
office ^nn++++=office,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
on ^in++++=on
a ^at++++=a
stool ^nn++++=stool,
, ^zz++++=EXTRAWORD
arguing ^vbg+vpub++xvbg+=arguing
with ^in++++=with
a ^at++++=a
shelf ^nn++++=shelf.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
moved ^vbd+++xvbn+=moved,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub+tht0+xvbnx+=told
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shelf ^nn++++=shelf
said ^vbd+vpub+tht0+xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="Tomas."
tomas ^nns+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
climbed ^vbd+++xvbnx+=climbed
down ^rp++++=down
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara
mara ^nn+++??+=EXTRAWORD
Vale ^npl++++=Vale.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
this ^dt+pdem+++=this
concerns ^vbz++++=concerns
the ^ati++++=the
clock ^nn++++=clock
in ^in++++=in
the ^ati++++=the
council ^nn++++=council
chamber ^nn++++=chamber,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
loses ^vbz++++=loses
seven ^cd++++=seven
minutes ^nns++++=minutes
a ^at++++=a
day ^nn++++=day
because ^cs+cos+++=because
the ^ati++++=the
mayor ^nn++++=mayor
insists ^nns+nom+++=insists
on ^in++++=on
winding ^xvbg+++xvbg+=winding
it ^pp3+it+++=it
backward ^jj++++=backward."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
concerns ^vbz++++=concerns
the ^ati++++=the
western ^jj+atrb+++=western
bell ^nn++++=bell."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
became ^vbd+++xvbn+=became
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
letter ^nn++++=letter
on ^in++++=on
his ^pp$+pp3+++=his
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes
moved ^vbd+++xvbn+=moved
over ^in++++=over
the ^ati++++=the
sentence ^nn+nom+++=sentence.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
removed ^vbd+++xvbnx+=removed
one ^cd1++++=one
pair ^nn++++=pair
of ^in++++=of
spectacles ^nns++++=spectacles
and ^cc++++=and
put ^vpsv++agls+xvbn+=put
on ^rb+phrv+++=on
another ^dt++++=another.
. ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
get ^vb++++=get
this ^dt+pdem+++=this?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
on ^in++++=on
my ^pp$+pp1+++=my
doorstep ^nn++++=doorstep."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
delivered ^vbd+++xvbn+=delivered
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
according ^in++++=according
to ^in++++=to
local ^jj+atrb+++=local
gossip ^nn++++=gossip."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Local
local ^jj+atrb+++=EXTRAWORD
gossip ^nn++++=gossip
has ^vbz+hvz+vrb++=has
poor ^jj+atrb+++=poor
handwriting ^nn++++=handwriting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
cut ^vbd+++xvbn+=cut
the ^ati++++=the
rope ^nn++++=rope?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
warped ^jj+atrb++xvbn+=warped
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
gulls ^nns++++=gulls
wheeled ^vbd+++xvbn+=wheeled
above ^jjb++++=above
the ^ati++++=the
wet ^jj+atrb+++=wet
roofs ^nns++++=roofs.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
age ^nn++++=age,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
should ^md+nec+++=should
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
questions ^nns+nom+++=questions
are ^vb+ber+vrb++=are
rarely ^rb++++=rarely
dangerous ^jj+pred+++=dangerous.
. ^zz++++=EXTRAWORD
Answers ^nns+nom+++=Answers
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
cut ^vbd+++xvbn+=cut
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
did ^vbd+dod+vrb++=did?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
brother ^nn++++=brother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
lowered ^vbd+++xvbn+=lowered
himself ^ppl+pp3+++=himself
into ^in++++=into
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="Sit
sit ^vb++++=EXTRAWORD
down ^rb+phrv+++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
prefer ^vb+vprv+++=prefer
standing ^nvbg+++xvbg+=standing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
opened ^vbd+++xvbnx+=opened
a ^at++++=a
drawer ^nn++++=drawer
and ^cc++++=and
removed ^vbd+++xvbn+=removed
a ^at++++=a
ledger ^np++++=ledger
bound ^vwbn+++xvbn+=bound
in ^in++++=in
cracked ^vbd+++xvbn+=cracked
blue ^jj+atrb+++=blue
cloth ^nn++++=cloth.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
pages ^nns++++=pages
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
salt ^nn++++=salt
and ^cc++++=and
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
turned ^vbd+++xvbnx+=turned
to ^in++++=to
a ^at++++=a
date ^nn++++=date
eleven ^cd++++=eleven
years ^nns++++=years
earlier ^jjr++++=earlier:
: ^zz++++=EXTRAWORD
the ^ati++++=the
seventeenth ^od++++=seventeenth
of ^in++++=of
November ^nr+nom+++=November.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
the ^ati++++=the
date ^nn++++=date
without ^in++++=without
needing ^vb+++xvbg+=needing
to ^to+vcmp+++=to
see ^vbi+vprv+tht0++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
storm ^nn++++=storm
pressing ^vwbg+++xvbg+=pressing
its ^pp$+it+++=its
enormous ^jj+atrb+++=enormous
hands ^nns++++=hands
against ^in++++=against
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
fifteen ^cd++++=fifteen-year-old
- ^zz++++=EXTRAWORD
year ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
old ^jj+atrb+++=EXTRAWORD
Eli ^np+++??+=Eli
grinning ^vwbg+++xvbg+=grinning
beneath ^in+pl+++=beneath
a ^at++++=a
yellow ^jj+atrb+++=yellow
oilskin ^nn+++??+=oilskin,
, ^zz++++=EXTRAWORD
daring ^jj+++xvbg+=daring
her ^pp3o+pp3+++=her
to ^to++++=to
follow ^vbi+vprv+++=follow
him ^pp3o+pp3+++=him
up ^rp++++=up
the ^ati++++=the
western ^jj+atrb+++=western
tower ^nn++++=tower.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
iron ^nn++++=iron
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
wet ^jj++++=wet
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
black ^jj+atrb+++=black
bell ^nn++++=bell
hanging ^vwbg+++xvbg+=hanging
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
thing ^nn++++=thing
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
heard ^vprf+++xvbnx+=heard
inside ^jjb++++=inside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
ring ^nn++++=ring.
. ^zz++++=EXTRAWORD
A ^at++++=A
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara,"
mara ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eli ^np+++??+=Eli
had ^vbd+hvd+aux++=had
whispered ^vprf+++xvbnx+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="it
it ^pp3+it+++=EXTRAWORD
knows ^vbz+vprv+++=knows
my ^pp$+pp1+++=my
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
laughed ^vprf+++xvbnx+=laughed
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid.
. ^zz++++=EXTRAWORD
In ^in++++=In
Tomas ^np++++=Tomas's
's ^$++++=EXTRAWORD
ledger ^np++++=ledger,
, ^zz++++=EXTRAWORD
the ^ati++++=the
entries ^nns++++=entries
for ^in++++=for
that ^dt+dem+++=that
night ^nn++++=night
were ^vbd+bed+vrb++=were
sparse ^nn+++??+=sparse.
. ^zz++++=EXTRAWORD
**9:14 ^nn+++??+=**9:14
p.m ^rb++++=p.m.
. ^zz++++=EXTRAWORD
Western ^jj+atrb+++=Western
bell ^nn++++=bell
sounded ^vbd+++xvbn+=sounded
without ^in++++=without
human ^jj+atrb+++=human
action.** ^nn+++??+=action.**
**9:20 ^nn+++??+=**9:20
p.m ^rb++++=p.m.
. ^zz++++=EXTRAWORD
Tower ^nn++++=Tower
keeper ^nn++++=keeper
ordered ^vbd+vsua++xvbn+=ordered
evacuation.** ^nn+++??+=evacuation.**
**9:26 ^nn+++??+=**9:26
p.m ^rb++++=p.m.
. ^zz++++=EXTRAWORD
Bell ^nn++++=Bell
rope ^nn++++=rope
severed.** ^nn+++??+=severed.**
**9:31 ^nn+++??+=**9:31
p.m ^rb++++=p.m.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
child ^nn++++=child
missing.** ^nn+++??+=missing.**
Child ^nn++++=Child.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
if ^cs+cnd+++=if
Eli ^np+++??+=Eli
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
any ^dti++++=any
child ^nn++++=child.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
not ^xnot++not++=not
collected ^vbd+++xvbn+=collected
sea ^npl++++=sea
glass ^nn++++=glass
in ^in++++=in
blue ^jj+atrb+++=blue
jars ^nns++++=jars,
, ^zz++++=EXTRAWORD
whistled ^j+++xvbn+=whistled
through ^in++++=through
the ^ati++++=the
gap ^nn++++=gap
in ^in++++=in
his ^pp$+pp3+++=his
front ^jjb+atrb+++=front
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
slept ^vpsv++agls+xvbn+=slept
with ^in++++=with
one ^cd1++++=one
foot ^nn++++=foot
outside ^jjb++++=outside
his ^pp$+pp3+++=his
blankets ^nns++++=blankets
even ^rb++++=even
in ^in++++=in
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
wrote ^vbd+vprv++xvbn+=wrote
that ^tht+vcmp+++=that
the ^ati++++=the
rope ^nn++++=rope
was ^vbd+bedz+aux++=was
severed ^vpsv++agls+xvbnx+=severed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wrote ^vbd+vprv++xvbnx+=wrote
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
told ^vpsv++agls+xvbnx+=told."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
whom ^whp+rel+pied++=whom?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
room ^nn++++=room
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
tilt ^vbi++++=tilt.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
true ^jj++++=true."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
opened ^vbd+++xvbn+=opened
another ^dt++++=another
drawer ^nn++++=drawer
and ^cc++++=and
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
a ^at++++=a
small ^jj+atrb+++=small
brass ^nn++++=brass
key ^jjb++++=key.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
came ^vbd+++xvbn+=came
to ^in++++=to
me ^pp1o+pp1+++=me
before ^in++++=before
dawn ^nn++++=dawn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
hands ^nns++++=hands
were ^vbd+bed+aux++=were
bleeding ^vbg+++xvbgx+=bleeding.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
this ^dt+pdem+++=this
and ^cc++++=and
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
to ^to++++=to
hide ^vbi++++=hide
it ^pp3+it+++=it
until ^cs+sub+++=until
the ^ati++++=the
sea ^nn++++=sea
began ^vbd+++xvbn+=began
writing ^nvbg+++xvbg+=writing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+aux++=did
not ^xnot++not++=not
touch ^vb++++=touch
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
did ^vbd+dod+vrb++=did
that ^dt+pdem+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
would ^md+prd+++=would
remember ^nn+nom+++=remember."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Would
would ^md+prd+++=EXTRAWORD
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
gently ^rb+cnj+++=gently,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
angered ^jj+++xvbn+=angered
her ^pp3o+pp3+++=her
more ^rbr++++=more
than ^in++++=than
cruelty ^nn++++=cruelty
