At ^rb++++=At
were ^vbd+bed+aux++=were
threaded ^vpsv++agls+xvbnx+=threaded
with ^in++++=with
seaweed ^nn++++=seaweed.
. ^zz++++=EXTRAWORD
Pocket ^nn++++=Pocket
watches ^nns++++=watches
ticked ^vbd+++xvbn+=ticked
backward ^jj++++=backward,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
photographs ^nns++++=photographs
showed ^vbd+vprv++xvbn+=showed
strangers ^nns+nom+++=strangers
standing ^vwbg+++xvbg+=standing
where ^wrb+who+++=where
loved ^vprf+++xvbn+=loved
ones ^cd1s++++=ones
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been.
. ^zz++++=EXTRAWORD
The ^ati++++=The
people ^nn++++=people
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
Bay ^npl++++=Bay
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
not ^xnot++not++=not
to ^to++++=to
complain ^vbi+vpub+++=complain.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
took ^vbd+++xvbn+=took
what ^wdt+who+++=what
it ^pp3+it+++=it
wished ^vbd+vprv++xvbn+=wished
and ^cc+phrs+++=and
returned ^vbd+++xvbn+=returned
what ^wdt+who+++=what
it ^pp3+it+++=it
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
first ^od++++=first
morning ^nn++++=morning
of ^in++++=of
winter ^nn++++=winter,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
a ^at++++=a
red ^jj+atrb+++=red
wool ^nn++++=wool
mitten ^np++++=mitten.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
at ^in++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
tide ^nn++++=tide,
, ^zz++++=EXTRAWORD
perfectly ^rb+amp+++=perfectly
dry ^jj++++=dry.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stopped ^vbd+++xvbnx+=stopped
so ^ql++++=so
suddenly ^rb++++=suddenly
that ^cs+sub+++=that
the ^ati++++=the
gulls ^nns++++=gulls
behind ^rp+pl+++=behind
her ^pp3o+pp3+++=her
scattered ^vbd+++xvbn+=scattered.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mitten ^np++++=mitten
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small
enough ^dt++++=enough
for ^in++++=for
a ^at++++=a
child ^nn++++=child
of ^in++++=of
six ^cd++++=six
or ^cc++++=or
seven ^cd++++=seven.
. ^zz++++=EXTRAWORD
Along ^in++++=Along
its ^pp$+it+++=its
cuff ^nn++++=cuff
ran ^vbd+++xvbn+=ran
a ^at++++=a
row ^nn++++=row
of ^in++++=of
white ^jj+atrb+++=white
stitches ^nns++++=stitches,
, ^zz++++=EXTRAWORD
unevenly ^jj++++=unevenly
spaced ^jj+++xvbn+=spaced.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
every ^at++++=every
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
sewn ^vprf+++xvbn+=sewn
them ^pp3o+pp3+++=them
herself ^ppl+pp3+++=herself
by ^in++++=by
candlelight ^nn++++=candlelight
while ^cs+sub+++=while
a ^at++++=a
storm ^nn++++=storm
bent ^vbd+++xvbn+=bent
the ^ati++++=the
windows ^nns++++=windows
of ^in++++=of
her ^pp$+pp3+++=her
old ^jj+atrb+++=old
cottage ^nn+nom+++=cottage.
. ^zz++++=EXTRAWORD
For ^in++++=For
nearly ^rb+down+++=nearly
fifty ^cd++++=fifty
years ^nns++++=years,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
that ^dt+dem+++=that
mitten ^np++++=mitten.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
picked ^vbd+++xvbnx+=picked
it ^pp3+it+++=it
up ^rb+phrv+++=up
with ^in+ppvb+++=with
both ^abx++++=both
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
written ^j+++xvbn+=written
in ^in++++=in
black ^jj+atrb+++=black
ink ^nn++++=ink
across ^in+pl+++=across
the ^ati++++=the
faded ^nn++++=faded
lining ^vwbg+++xvbg+=lining,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
four ^cd++++=four
words ^nns++++=words:
: ^zz++++=EXTRAWORD
**mara ^nn+++??+=**Mara,
, ^zz++++=EXTRAWORD
bring ^vb++++=bring
the ^ati++++=the
lantern ^nn++++=lantern
home.** ^nn+++??+=home.**
The ^ati++++=The
waves ^nns++++=waves
hissed ^vbd+++xvbn+=hissed
over ^in++++=over
the ^ati++++=the
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
toward ^in++++=toward
the ^ati++++=the
lighthouse ^nn++++=lighthouse
on ^in++++=on
the ^ati++++=the
cliff ^nn++++=cliff.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
glass ^nn++++=glass
room ^nn++++=room
caught ^vbd+++xvbn+=caught
the ^ati++++=the
first ^od++++=first
gray ^np++++=gray
light ^nn++++=light
of ^in++++=of
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lantern ^nn++++=lantern
inside ^jjb++++=inside
had ^vb+hv+aux++=had
not ^xnot++not++=not
burned ^vbd+++xvbn+=burned
for ^in++++=for
decades ^nns++++=decades.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom+++=Bellweather's
's ^$++++=EXTRAWORD
lighthouse ^nn++++=lighthouse
was ^vbd+bedz+vrb++=was
older ^jjr+pred+++=older
than ^in++++=than
the ^ati++++=the
town ^nn++++=town,
, ^zz++++=EXTRAWORD
older ^jjr++++=older
than ^in++++=than
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
older ^jjr++++=older
than ^in++++=than
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
bay ^nn++++=bay.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
guided ^vprf+++xvbnx+=guided
fishing ^nvbg+++xvbg+=fishing
boats ^nns++++=boats
through ^in++++=through
the ^ati++++=the
narrow ^jj+atrb+++=narrow
channel ^npl++++=channel
between ^in++++=between
the ^ati++++=the
reefs ^nns++++=reefs.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
electricity ^nn+nom+++=electricity
came ^vbd+++xvbn+=came,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
radar ^nn++++=radar
and ^cc++++=and
satellite ^nn++++=satellite
navigation ^nn+nom+++=navigation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
lighthouse ^nn++++=lighthouse
became ^vbd+++xvbn+=became
unnecessary ^jj++++=unnecessary.
. ^zz++++=EXTRAWORD
Tourists ^nns+nom+++=Tourists
visited ^vbd+++xvbn+=visited
it ^pp3+it+++=it
in ^in++++=in
summer ^nn++++=summer.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
carved ^vbd+++xvbn+=carved
their ^pp$+pp3+++=their
initials ^nns+nom+++=initials
into ^in++++=into
its ^pp$+it+++=its
door ^nn++++=door.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
when ^wrb+who+whcl++=when
the ^ati++++=the
lantern ^nn++++=lantern
had ^vbd+hvd+aux++=had
meant ^vprf+++xvbnx+=meant
something ^pn++++=something.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
also ^rb++++=also
remembered ^vbd+vprv++xvbn+=remembered
the ^ati++++=the
night ^nn++++=night
it ^pp3+it+++=it
went ^vbd+++xvbn+=went
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
the ^ati++++=the
mitten ^np++++=mitten
up ^rp++++=up
the ^ati++++=the
steep ^jj+atrb+++=steep
path ^nn++++=path
to ^in++++=to
her ^pp3o+pp3+++=her
cottage ^npl+nom+++=cottage,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
kitchen ^nn++++=kitchen
table ^nn++++=table,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
ledger ^np++++=ledger.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fingers ^nns+nom+++=fingers
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
entry ^nn++++=entry
without ^in++++=without
searching ^nn++++=searching.
. ^zz++++=EXTRAWORD
*december ^jjr++++=*December
14 ^cd++++=14,
, ^zz++++=EXTRAWORD
1975 ^cd+date+++=1975
one ^cd1++++=one
red ^jj+atrb+++=red
wool ^nn++++=wool
mitten ^np++++=mitten,
, ^zz++++=EXTRAWORD
left ^jj+atrb++xvbn+=left
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
belonging ^vbg+++xvbg+=belonging
to ^in++++=to
Elias ^np+++??+=Elias
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
age ^nn++++=age
seven.* ^nn+++??+=seven.*
Below ^rb++++=Below
that ^dt+dem+++=that
line ^nn++++=line,
, ^zz++++=EXTRAWORD
in ^in++++=in
different ^jj+atrb+++=different
ink ^nn++++=ink,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
added ^vprf+++xvbnx+=added:
: ^zz++++=EXTRAWORD
*not ^nn+++??+=*Not
recovered.* ^nn+++??+=recovered.*
Elias ^np+++??+=Elias
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
her ^pp$+pp3+++=her
younger ^jjr+atrb+++=younger
brother ^nn++++=brother.
. ^zz++++=EXTRAWORD
The ^ati++++=The
storm ^nn++++=storm
that ^tht+rel+subj++=that
took ^vbd+++xvbn+=took
him ^pp3o+pp3+++=him
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
without ^in++++=without
warning ^nn++++=warning.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
father ^nn++++=father,
, ^zz++++=EXTRAWORD
keeper ^nn++++=keeper
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
Light ^nn++++=Light,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
down ^rp++++=down
to ^to++++=to
secure ^vbi++++=secure
the ^ati++++=the
boats ^nns++++=boats.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
mother ^nn++++=mother
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
ill ^jj++++=ill
in ^in++++=in
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara,
, ^zz++++=EXTRAWORD
fourteen ^cd++++=fourteen
years ^nns++++=years
old ^jj++++=old
and ^cc+phrs+++=and
eager ^jj++++=eager
to ^to+jcmp+++=to
prove ^vbi+vprv+++=prove
herself ^ppl+pp3+++=herself
responsible ^jj++++=responsible,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
told ^vpsv++agls+xvbnx+=told
to ^to+vcmp+++=to
watch ^vbi++++=watch
the ^ati++++=the
lantern ^nn++++=lantern.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
asleep ^jj++++=asleep.
. ^zz++++=EXTRAWORD
For ^in++++=For
eleven ^cd++++=eleven
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lighthouse ^nn++++=lighthouse
went ^vbd+++xvbn+=went
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
In ^in++++=In
those ^dt+dem+++=those
eleven ^cd++++=eleven
minutes ^nns++++=minutes,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
father ^nn++++=father's
's ^$++++=EXTRAWORD
boat ^nn++++=boat
struck ^vbd+++xvbn+=struck
the ^ati++++=the
reef ^nn++++=reef.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
survived ^vbd+++xvbnx+=survived
by ^in++++=by
clinging ^nn++++=clinging
to ^in++++=to
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
mast ^nn++++=mast
until ^in++++=until
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
slipped ^vprf+++xvbnx+=slipped
out ^rp+pl+++=out
to ^to++++=to
follow ^vbi+vprv+++=follow
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
found ^vbd+vprv++xvbnx+=found
one ^cd1++++=one
boot ^nn++++=boot
on ^in++++=on
the ^ati++++=the
beach ^nn++++=beach,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
his ^pp$+pp3+++=his
blue ^jj+atrb+++=blue
cap ^nn++++=cap
wedged ^vwbn+++xvbn+=wedged
between ^in++++=between
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
never ^rb++++=never
found ^vbd+vprv+tht0+xvbn+=found
his ^pp$+pp3+++=his
body ^nn++++=body
or ^cc++++=or
either ^dtx++++=either
of ^in++++=of
his ^pp$+pp3+++=his
red ^jj+atrb+++=red
mittens ^nns+++??+=mittens.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
at ^rb++++=at
the ^ati++++=the
message ^nn+nom+++=message
until ^cs+sub+++=until
the ^ati++++=the
words ^nns++++=words
blurred ^vbd+++xvbn+=blurred.
. ^zz++++=EXTRAWORD
At ^rb++++=At
nine ^cd++++=nine
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
went ^vbd+++xvbnx+=went
to ^to++++=to
see ^vbi+vprv+++=see
Thomas ^np++++=Thomas
Reed ^np++++=Reed,
, ^zz++++=EXTRAWORD
chairman ^nn+nom+++=chairman
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
council ^nn++++=council
and ^cc++++=and
owner ^nn++++=owner
of ^in++++=of
the ^ati++++=the
hardware ^nn++++=hardware
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
was ^vbd+bedz+aux++=was
standing ^vbg+++xvbgx+=standing
on ^in++++=on
a ^at++++=a
ladder ^nn++++=ladder,
, ^zz++++=EXTRAWORD
arranging ^vbg+vsua++xvbg+=arranging
strings ^nns++++=strings
of ^in++++=of
electric ^jj+atrb+++=electric
stars ^nns++++=stars
in ^in++++=in
his ^pp$+pp3+++=his
front ^jjb+atrb+++=front
window ^nn++++=window.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lantern ^nn++++=lantern?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
after ^cs+sub+++=after
Mara ^np+++??+=Mara
explained ^vbd+vpub++xvbn+=explained.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
mean ^vb+vprv+++=mean
the ^ati++++=the
old ^jj+atrb+++=old
Fresnel ^np+++??+=Fresnel
lens ^nn++++=lens?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb+vprv+++=mean
the ^ati++++=the
whole ^jj+atrb+++=whole
lamp ^nn++++=lamp."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It's
it ^pp3+it+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
still ^jj+pred+++=still
in ^in++++=in
the ^ati++++=the
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
need ^vb++++=need
to ^in+vcmp+++=to
light ^jj++++=light
it ^pp3+it+++=it
tonight ^nr+tm+++=tonight."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
climbed ^vbd+++xvbn+=climbed
down ^rp++++=down
slowly ^rb++++=slowly.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad
man ^nn++++=man
with ^in++++=with
a ^at++++=a
silver ^nn++++=silver
beard ^nn++++=beard
and ^cc++++=and
the ^ati++++=the
cautious ^jj+atrb+++=cautious
expression ^nn++++=expression
of ^in++++=of
someone ^pn++++=someone
accustomed ^vbd+++xvbn+=accustomed
to ^in++++=to
requests ^nns++++=requests
involving ^vwbg+++xvbg+=involving
loose ^jj+atrb+++=loose
gutters ^nns+nom+++=gutters
and ^cc++++=and
unpaid ^jj+atrb+++=unpaid
bills ^nns++++=bills.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara,"
mara ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
mechanism ^nn+nom+++=mechanism
has ^vbz+hvz+aux++=hasn't
n't ^xnot++not++0=EXTRAWORD
worked ^vbd+++xvbn+=worked
since ^cs+sub+++=since
before ^cs+sub+++=before
my ^pp$+pp1+++=my
daughter ^nn+nom+++=daughter
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
we ^pp1a+pp1+++=we
repair ^vb++++=repair
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="In
in ^in++++=EXTRAWORD
one ^cd1++++=one
day ^nn++++=day?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
showed ^vbd+vprv++xvbnx+=showed
him ^pp3o+pp3+++=him
the ^ati++++=the
mitten ^np++++=mitten.
. ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
did ^vbd+dod+aux++=did
not ^xnot++not++=not
touch ^vb++++=touch
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
knew ^vbd+vprv++xvbn+=knew
about ^in++++=about
Elias ^np+++??+=Elias.
. ^zz++++=EXTRAWORD
Older ^jjr+atrb+++=Older
residents ^nns++++=residents
remembered ^vwbn+vprv++xvbn+=remembered
the ^ati++++=the
search ^nn++++=search
parties ^nns++++=parties.
. ^zz++++=EXTRAWORD
Younger ^jjr+atrb+++=Younger
ones ^cd1s++++=ones
knew ^vbd+vprv++xvbn+=knew
only ^rb+down+++=only
that ^dt+dem+++=that
the ^ati++++=the
ledger ^np++++=ledger
keeper ^nn++++=keeper
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
lost ^vprf+++xvbnx+=lost
a ^at++++=a
brother ^nn++++=brother
to ^in++++=to
the ^ati++++=the
sea ^nn++++=sea
and ^cc++++=and
had ^vb+hv+aux++=had
never ^rb++splt++=never
married ^vprf+++xvbnx+=married,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
grief ^nn++++=grief
and ^cc++++=and
love ^nn++++=love
were ^vbd+bed+vrb++=were
opposite ^rb++++=opposite
roads ^npl++++=roads.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
trick ^nn++++=trick,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
confidently ^rb++++=confidently.
. ^zz++++=EXTRAWORD
" ^zz++++="Somebody
somebody ^pn++++=EXTRAWORD
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it
in ^in++++=in
an ^at++++=an
attic ^nn++++=attic."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
on ^in++++=on
the ^ati++++=the
tide ^nn++++=tide
line ^nn++++=line.
. ^zz++++=EXTRAWORD
Dry ^jj++++=Dry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Someone
someone ^pn++++=EXTRAWORD
could ^md+pos+++=could
have ^vb+hv+aux++=have
put ^vprf+++xvbnx+=put
it ^pp3+it+++=it
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
6:17 ^cd++++=6:17?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Thomas ^np++++=Thomas
glanced ^vbd+++xvbn+=glanced
toward ^in++++=toward
the ^ati++++=the
harbor ^nn++++=harbor.
. ^zz++++=EXTRAWORD
The ^ati++++=The
morning ^nn++++=morning
was ^vbd+bedz+vrb++=was
cold ^jj+pred+++=cold
and ^cc+phrs+++=and
clear ^jj++++=clear.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
roofs ^nns++++=roofs,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bay ^nn++++=bay
shone ^vbd+++xvbn+=shone
like ^in++++=like
hammered ^vbd+++xvbn+=hammered
lead ^nn++++=lead.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
