Every ^at++++=Every
, ^zz++++=EXTRAWORD
kept ^jj+atrb++xvbn+=kept
meticulous ^jj+atrb+++=meticulous
records ^nns++++=records,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
believed ^vprf+++xvbn+=believed
that ^tht+vcmp+++=that
almost ^rb+hdg+++=almost
everything ^pn++++=everything
could ^md+pos+++=could
be ^vb+be+aux++=be
restored ^vpsv++agls+xvbnx+=restored
to ^in++++=to
its ^pp$+it+++=its
rightful ^jj+atrb+++=rightful
owner ^nn++++=owner
if ^cs+cnd+++=if
the ^ati++++=the
correct ^jj+atrb+++=correct
form ^nn++++=form
was ^vbd+bedz+aux++=was
completed ^vpsv++agls+xvbnx+=completed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
hours ^nns++++=hours
lost ^vbd+++xvbn+=lost
in ^in++++=in
train ^nn++++=train
stations ^nns+nom+++=stations,
, ^zz++++=EXTRAWORD
hospital ^npl+nom+++=hospital
corridors ^nns++++=corridors,
, ^zz++++=EXTRAWORD
school ^nn++++=school
examinations ^nns+nom+++=examinations,
, ^zz++++=EXTRAWORD
traffic ^nn++++=traffic
jams ^nns++++=jams,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
unhappy ^jj+atrb+++=unhappy
marriages ^nns+nom+++=marriages.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
an ^at++++=an
hour ^nn++++=hour
to ^in++++=to
a ^at++++=a
sailor ^nn++++=sailor
who ^whp+rel+obj++=who
misplaced ^jj+++xvbn+=misplaced
it ^pp3+it+++=it
while ^cs+sub+++=while
staring ^vbg+++xvbg+=staring
across ^in+pl+++=across
a ^at++++=a
moonless ^jj+atrb+++=moonless
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
returned ^vprf+++xvbnx+=returned
three ^cd++++=three
minutes ^nns++++=minutes
to ^in++++=to
a ^at++++=a
child ^nn++++=child
who ^whp+rel+subj++=who
dropped ^vbd+++xvbn+=dropped
them ^pp3o+pp3+++=them
down ^in++++=down
a ^at++++=a
well ^rb++++=well.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
rules ^nns++++=rules,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course.
. ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
lost ^vbd+++xvbn+=lost
through ^in++++=through
carelessness ^nns+nom+++=carelessness
required ^vbd+++xvbn+=required
proof ^nn++++=proof
of ^in++++=of
identity ^nn+nom+++=identity.
. ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
given ^vwbn+++xvbn+=given
willingly ^rb++++=willingly
could ^md+pos+++=could
not ^xnot++not++=not
be ^vb+be+aux++=be
recovered ^vpsv++agls+xvbnx+=recovered.
. ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
taken ^vwbn+++xvbn+=taken
by ^in++++=by
force ^nn++++=force
had ^md"++pmd"++=had
to ^md+nec+++=to
be ^vbi+vbi+aux++=be
returned ^vbd+++xvbn+=returned
before ^in++++=before
sunset ^nn++++=sunset.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
no ^at++++=no
one ^pn++++=one,
, ^zz++++=EXTRAWORD
under ^in++++=under
any ^dti++++=any
circumstances ^nns+nom+++=circumstances,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
open ^vb++++=open
a ^at++++=a
jar ^nn++++=jar
inside ^in+pl+++=inside
the ^ati++++=the
office ^nn++++=office.
. ^zz++++=EXTRAWORD
At ^rb++++=At
six ^cd++++=six
fifteen ^cd++++=fifteen
on ^in++++=on
a ^at++++=a
rainy ^jj+atrb+++=rainy
Monday ^nr++++=Monday
in ^in++++=in
November ^nr+nom+++=November,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
knocked ^vbd+++xvbn+=knocked
at ^rb++++=at
the ^ati++++=the
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
up ^rp++++=up
from ^in++++=from
his ^pp$+pp3+++=his
ledger ^np++++=ledger.
. ^zz++++=EXTRAWORD
The ^ati++++=The
office ^nn++++=office
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
officially ^rb++++=officially
open ^jj++++=open
until ^in++++=until
eight ^cd++++=eight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
knocking ^nn++++=knocking
came ^vbd+++xvbn+=came
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
three ^cd++++=three
careful ^jj++++=careful
taps ^vbz++++=taps.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
found ^vbd+vprv++xvbnx+=found
an ^at++++=an
old ^jj+atrb+++=old
woman ^nn++++=woman
in ^in++++=in
a ^at++++=a
red ^jj+atrb+++=red
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
glittered ^vbd+++xvbn+=glittered
on ^rp++++=on
her ^pp3o+pp3+++=her
white ^jj+atrb+++=white
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
held ^vbd+vprv++xvbnx+=held
a ^at++++=a
small ^jj+atrb+++=small
silver ^nn++++=silver
key ^jjb++++=key
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
photograph ^nn++++=photograph
in ^in++++=in
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
lost ^vprf+++xvbnx+=lost
fifty ^cd++++=fifty
years ^nns++++=years,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
clock ^nn++++=clock
above ^rb++++=above
his ^pp$+pp3+++=his
desk ^nn++++=desk.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
come ^vprf+++xvbn+=come
in ^in+strn+++=in."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Mara ^np+++??+=Mara
Bell ^nn++++=Bell.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sat ^vbd+++xvbnx+=sat
without ^in++++=without
removing ^xvbg+++xvbg+=removing
her ^pp3o+pp3+++=her
coat ^nn++++=coat
and ^cc++++=and
placed ^vbd+++xvbn+=placed
the ^ati++++=the
photograph ^nn++++=photograph
before ^in++++=before
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
showed ^vbd+vprv++xvbn+=showed
two ^cd++++=two
young ^jj+atrb+++=young
women ^nns++++=women
standing ^vwbg+++xvbg+=standing
beside ^in+pl+++=beside
a ^at++++=a
lake ^nn++++=lake.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
was ^vbd+bedz+vrb++=was
tall ^jj+pred+++=tall
and ^cc+phrs+++=and
serious ^jj++++=serious,
, ^zz++++=EXTRAWORD
with ^in++++=with
dark ^jj+atrb+++=dark
hair ^nn++++=hair
tied ^vbd+++xvbn+=tied
behind ^in+pl+++=behind
her ^pp$+pp3+++=her
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
The ^ati++++=The
other ^ap++++=other
leaned ^jj+++xvbn+=leaned
toward ^in++++=toward
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing.
. ^zz++++=EXTRAWORD
A ^at++++=A
line ^nn++++=line
of ^in++++=of
mountains ^nns++++=mountains
floated ^vbd+++xvbn+=floated
in ^in++++=in
the ^ati++++=the
water ^nn++++=water
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="Which
which ^whp+who+++=EXTRAWORD
one ^cd1++++=one
is ^vbz+bez+vrb++=is
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
serious ^jj+atrb+++=serious
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
woman ^nn++++=woman?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
sister ^nn++++=sister,
, ^zz++++=EXTRAWORD
Clara ^np++++=Clara."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
Form ^nn++++=Form
8 ^zz++++=8
B ^zz++++=B,
, ^zz++++=EXTRAWORD
used ^xvbn+++xvbn+=used
for ^in++++=for
losses ^nns++++=losses
exceeding ^vwbg+++xvbg+=exceeding
one ^cd1++++=one
decade ^nn++++=decade.
. ^zz++++=EXTRAWORD
" ^zz++++="When
when ^wrb+who+whq++=EXTRAWORD
did ^vbd+dod+vrb++=did
you ^pp2+pp2+++=you
lose ^vb++++=lose
the ^ati++++=the
fifty ^cd++++=fifty
years ^nns++++=years?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
lose ^vb++++=lose
the ^ati++++=the
years ^nns++++=years
themselves ^ppls+pp3+++=themselves,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
lost ^vbd+++xvbnx+=lost
one ^cd1++++=one
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
fifty ^cd++++=fifty
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
everything ^pn++++=everything
after ^cs+sub+++=after
it ^pp3+it+++=it
went ^vbd+++xvbn+=went
wrong ^jj++++=wrong."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
different ^jj+atrb+++=different
category ^nn++++=category."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
category ^nn++++=category
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
carried ^vbd+++xvbn+=carried
such ^abl++++=such
certainty ^nn++++=certainty
that ^tht+ncmp+++=that
Elias ^np+++??+=Elias
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
more ^rbr++++=more
closely ^rb++++=closely.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
pointed ^vbd+++xvbn+=pointed
to ^in++++=to
the ^ati++++=the
photograph ^nn++++=photograph.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
on ^rb+phrv+++=on
the ^ati++++=the
day ^nn++++=day
Clara ^np++++=Clara
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
were ^vbd+bed+vrb++=were
nineteen ^cd++++=nineteen.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
father ^nn++++=father
had ^vb+hv+vrb++=had
a ^at++++=a
cabin ^nn++++=cabin
near ^rb++++=near
Lake ^npl++++=Lake
Orison ^np+++??+=Orison,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
summer ^nn++++=summer
we ^pp1a+pp1+++=we
stayed ^vbd+++xvbn+=stayed
there ^rn+pl+++=there
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
argued ^vbd+vpub++xvbn+=argued.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
left ^vbd+++xvbnx+=left
her ^pp$+pp3+++=her
by ^in++++=by
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
walked ^vpsv++agls+xvbn+=walked
into ^in+ppvb+++=into
town ^nn++++=town.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+aux++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
sorry ^uh++++=sorry."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="People
people ^nns++++=EXTRAWORD
always ^rb++++=always
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
as ^cs+sub+++=as
though ^cs+sub+++=though
sorrow ^nn++++=sorrow
were ^vbd+bed+vrb++=were
a ^at++++=a
coin ^nn++++=coin
dropped ^vbd+++xvbn+=dropped
into ^in++++=into
a ^at++++=a
cup ^nn++++=cup."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
set ^vbd+++xvbn+=set
down ^rb+phrv+++=down
his ^pp$+pp3+++=his
pen ^nn++++=pen.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
hour ^nn++++=hour
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
lose ^vb++++=lose?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
hour ^nn++++=hour
between ^in++++=between
our ^pp$+pp1+++=our
argument ^nn+nom+++=argument
and ^cc++++=and
my ^pp$+pp1+++=my
return ^nn++++=return.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
leaving ^vbg+++xvbg+=leaving
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
coming ^vbg+++xvbg+=coming
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
those ^dt+dem+++=those
moments ^nns+nom+++=moments
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
you ^pp2+pp2+++=you
were ^vbd+bed+aux++=were
distressed ^vpsv++agls+xvbnx+=distressed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know
the ^ati++++=the
difference ^nn+nom+++=difference
between ^in++++=between
a ^at++++=a
forgotten ^jj+atrb++xvbn+=forgotten
hour ^nn++++=hour
and ^cc++++=and
a ^at++++=a
lost ^jj+atrb++xvbn+=lost
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
From ^in++++=From
her ^pp$+pp3+++=her
coat ^nn++++=coat
pocket ^nn++++=pocket
she ^pp3a+pp3+++=she
produced ^vbd+++xvbnx+=produced
a ^at++++=a
folded ^jj+atrb++xvbn+=folded
document ^nn+nom+++=document.
. ^zz++++=EXTRAWORD
The ^ati++++=The
paper ^nn++++=paper
was ^vbd+bedz+vrb++=was
yellow ^jj+pred+++=yellow
and ^cc+phrs+++=and
brittle ^jj++++=brittle.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
top ^jjb++++=top
was ^vbd+bedz+vrb++=was
the ^ati++++=the
seal ^nn++++=seal
of ^in++++=of
the ^ati++++=the
Lost ^jj+atrb++xvbn+=Lost
Hour ^nn++++=Hour
Office ^nn++++=Office.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
unfolded ^vbd+++xvbn+=unfolded
it ^pp3+it+++=it
carefully ^rb++++=carefully.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
receipt ^nn++++=receipt,
, ^zz++++=EXTRAWORD
dated ^jj++++=dated
fifty ^cd++++=fifty
years ^nns++++=years
earlier ^jjr++++=earlier.
. ^zz++++=EXTRAWORD
**one ^nn+++??+=**One
hour ^nn++++=hour
surrendered ^vwbn+++xvbn+=surrendered
by ^in++++=by
Clara ^np++++=Clara
Bell ^nn++++=Bell.
. ^zz++++=EXTRAWORD
Custody ^nn++++=Custody
transferred ^vwbn+++xvbn+=transferred
under ^in++++=under
emergency ^nn++++=emergency
provision.** ^nn+++??+=provision.**
Beneath ^in+pl+++=Beneath
the ^ati++++=the
words ^nns++++=words
appeared ^vbd+seem++xvbn+=appeared
the ^ati++++=the
signature ^nn++++=signature
of ^in++++=of
the ^ati++++=the
previous ^jj+atrb+++=previous
keeper ^nn++++=keeper,
, ^zz++++=EXTRAWORD
Elias ^np++++=Elias's
's ^$++++=EXTRAWORD
grandfather ^nn+nom+++=grandfather.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
read ^vbd+vprv++xvbn+=read
it ^pp3+it+++=it
twice ^rb++++=twice.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
says ^vbz+vpub+tht0++=says
Clara ^np++++=Clara
surrendered ^vbd+++xvbn+=surrendered
the ^ati++++=the
hour ^nn++++=hour."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
recovered ^vpsv++agls+xvbnx+=recovered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
placed ^vwbn+++xvbn+=placed
the ^ati++++=the
silver ^nn++++=silver
key ^jjb++++=key
beside ^in+pl+++=beside
the ^ati++++=the
receipt ^nn++++=receipt.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
sister ^npt++++=sister
mailed ^vbd+++xvbn+=mailed
these ^dt+dem+++=these
to ^in++++=to
me ^pp1o+pp1+++=me
three ^cd++++=three
days ^nns++++=days
ago ^rb++++=ago."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
felt ^vbd+vprv+tht0+xvbn+=felt
the ^ati++++=the
room ^nn++++=room
grow ^vb++++=grow
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
disappeared ^vbd+seem++xvbnx+=disappeared
fifty ^cd++++=fifty
years ^nns++++=years
ago ^rb++++=ago."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
did ^vbd+dod+vrb++=did."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
letter ^nn++++=letter
posted ^vbd+++xvbn+=posted?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
no ^at++++=no
postmark ^nn++++=postmark.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv+tht0+xvbnx+=found
it ^pp3+it+++=it
on ^in++++=on
my ^pp$+pp1+++=my
kitchen ^nn++++=kitchen
table ^nn++++=table."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
key ^nn++++=key.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
small ^jj+pred+++=small
and ^cc++++=and
unusually ^rb++++=unusually
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
A ^at++++=A
number ^nn++++=number
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
engraved ^vpsv++agls+xvbnx+=engraved
along ^in++++=along
its ^pp$+it+++=its
stem ^nn++++=stem:
: ^zz++++=EXTRAWORD
**11 ^nn+++??+=**11-7-23**.
- ^zz++++=EXTRAWORD
7 ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
23** ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
shelf ^nn++++=shelf
number ^nn++++=number,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
so ^ql++++=so."
. ^zz++++=EXTRAWORD
